Dairy Name,Dairy Address,Milk Cows,Dry Cows,Bred Heifers,Heifers,Calves (4-6 mo.),Calves (0-3 mo.),Total Herd Size,Total Manure Excreted (tons),Total Dry Manure Generated N (lbs),Total Dry Manure Generated N After Ammonia Losses (lbs),Total Dry Manure Generated P (lbs),Total Dry Manure Generated K (lbs),Total Dry Manure Generated Salt (lbs),Total Process Wastewater Generated (gals),Total Process Wastewater Generated N (lbs),Total Process Wastewater Generated P (lbs),Total Process Wastewater Generated K (lbs),Total Process Wastewater Generated Salt (lbs),Average Milk Production (lb per cow per day),Applied N Dry Manure (lbs),Applied P Dry Manure (lbs),Applied K Dry Manure (lbs),Applied Salt Dry Manure (lbs),Applied Process Wastewater N (lbs),Applied Process Wastewater P (lbs),Applied Process Wastewater K (lbs),Applied Process Wastewater Salt (lbs),Applied to Remove Ratio N,Applied to Remove Ratio P,Applied to Remove Ratio K,Applied to Remove Ratio Salt,Total Exports N (lbs),Total Exports P (lbs),Total Exports K (lbs),Total Exports Salt (lbs),Total Applied N (lbs),Total Applied P (lbs),Total Applied K (lbs),Total Applied Salt (lbs),Unaccounted-for N (lbs),Unaccounted-for P (lbs),Unaccounted-for K (lbs),Unaccounted-for Salt (lbs),Average Milk Production (kg per cow),Average Milk Production (L per cow),Total Annual Milk Production (L),Total Process Wastewater Generated (L),Ratio of Wastewater to Milk (L/L),USDA Nitrogen from Manure (lbs),Ratio of USDA N to Reported N,UCCE Nitrogen from Manure (lbs),Ratio of UCCE N to Reported N,Manure Conversion Factor (tons per cow per year)
Pearson and Coupe LLC,11096 Boessow RD Galt Sacramento 95632,160,35,38,38,16,13,300,5261.19,66469.09,46528.36,10831.12,29671.35,83612.7,2880000.0,913.28,322.05,1057.48,18746.21,60.0,4935.17,3632.83,7299.94,0.0,913.28,322.05,1057.48,18746.21,0.2,0.63,0.27,1.71,0.0,0.0,0.0,0.0,5848.45,3954.88,8357.42,18746.21,41593.19,7198.29,22371.409999999996,83612.70000000001,27.215519999999998,26.426269919999996,1880889.7615559995,10901980.8,5.7961827550069405,67974.57479999999,1.0226493968850783,82614.63414634146,1.2429030417949376,22.540103448275858
U-Bar Dairy,11100 Liberty RD Galt San Joaquin 95632,0,1,0,350,0,0,351,3394.19,33489.0,23442.3,5660.56,1.0,230.58,2592600.0,10207.83,319.14,1418.76,57462.64,1.0,0.0,0.0,0.0,0.0,10207.83,319.14,1418.76,57462.64,1.0,0.16,0.14,3.43,17521.6,14367.71,28472.6,276841.28,10207.83,319.14,1418.76,57462.64,5920.699999999997,-8707.149999999998,-28471.6,-276610.7,0.453592,0.440437832,160.75980868,9814053.966,61047.932605688395,43852.9348,1.3094728059959988,47102.80487804879,1.40651571793869,26.30160461160461
De Jager Dairy #2 North,11140 Ivy AVE Chowchilla Merced 93610,3235,610,0,0,0,0,3845,97386.38,1269243.19,888470.23,211728.03,651066.75,1668026.7,134241600.0,387124.38,49481.51,504035.18,2141043.82,84.0,202768.48,38194.43,83575.41,921032.59,387124.38,49481.51,504035.18,2141043.82,0.88,0.67,0.61,1.47,0.0,0.0,0.0,0.0,589892.86,87675.94,587610.59,3062076.4099999997,685701.7499999999,173533.6,567491.34,746994.1099999999,38.101728,36.996777888,51922203.00746639,508159495.056,9.786940184008118,1258232.0296,0.9913246251886528,1403425.0,1.1057179672557471,25.32805721716515
Lucas Dairy,11204 Fulkerth RD Turlock Stanislaus 95380,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,2086500.0,262.92,111.44,835.77,4126.61,1.0,18060.0,6132.0,3948.0,536760.0,262.92,111.44,835.77,4126.61,1.23,2.44,0.23,7.53,41193.36,74249.76,3559.92,0.0,18322.92,6243.44,4783.77,540886.61,-59252.66,-80380.76,-7506.92,-536760.0,0.453592,0.440437832,0.0,7898257.965000001,,,,,,
Fire-Lake Jerseys,11301 W Bradbury RD Turlock Stanislaus 95380,225,28,115,62,24,53,507,7653.55,95694.67,66986.27,15533.63,40687.72,112687.74,4065000.0,12815.09,3045.42,20578.06,172549.57,53.0,0.0,0.0,0.0,0.0,12815.09,3045.42,20578.06,172549.57,1.31,1.08,1.04,2.49,35001.78,12182.94,31327.56,1067457.6,12815.09,3045.42,20578.06,172549.57,31984.490000000005,3350.6899999999987,9360.16,-954769.8600000001,24.040376,23.343205096,2155628.2745901197,15387691.65,7.138379019882675,98883.86600000001,1.0333267882108796,119408.41463414633,1.2478063264562838,22.124765564408094
Da Rosa Dairy,1131 Story Rd RD Turlock San Joaquin 95380,104,5,0,0,0,0,109,2767.91,36210.13,25347.09,6100.7,20108.56,50255.46,2405000.0,11467.0,2564.46,11596.09,55462.96,72.0,0.0,0.0,0.0,0.0,11467.0,2564.46,11596.09,55462.96,1.15,0.74,0.63,1.3,44795.3,11166.98,34392.6,0.0,11467.0,2564.46,11596.09,55462.96,-19448.210000000006,-5066.28,-14284.039999999997,50255.46,32.658624,31.711523904000003,1261642.9785206402,9103911.05,7.215917026443518,35761.3972,0.987607534134785,39785.0,1.0987256880878362,25.39366972477064
Luis A. Pimentel Dairy,11375 Bruceville RD Elk Grove Sacramento 95758,260,35,23,81,59,0,458,8271.34,105962.42,74173.69,17389.62,49586.24,130826.7,5436000.0,7401.15,2109.49,15708.96,76931.55,68.0,9924.53,2635.13,11445.53,329676.75,7401.15,2109.49,15708.96,76931.55,2.46,2.38,2.03,3.73,0.0,0.0,0.0,0.0,17325.68,4744.62,27154.489999999998,406608.3,64249.159999999996,14754.490000000002,38140.71,-198850.05,30.844256,29.949772576,3224841.7621208,20577488.76,6.38092975652465,106865.71280000001,1.0085246524192257,124189.02439024391,1.172010080462903,23.32358596973865
De Jager Dairy North #1,11375 S Ivy AVE Chowchilla Merced 93610,2420,400,1610,2520,640,0,7590,114118.94,1364977.79,955484.45,225854.96,487042.21,1234810.8,192810900.0,419821.46,87621.21,834685.8,3085318.41,84.0,187051.8,48307.42,247709.47,1758657.09,419821.46,87621.21,834685.8,3085318.41,0.84,0.98,1.08,1.37,0.0,0.0,0.0,0.0,606873.26,135928.63,1082395.27,4843975.5,768432.6499999999,177547.53999999998,239332.74,-523846.29000000004,38.101728,36.996777888,38080783.4801184,729868308.969,19.166315455406977,1474416.7048,1.0801763337116275,1609293.9024390243,1.1789890753013823,24.998004701608163
Pimentel Dairy,11391 Franklin BLVD Elk Grove Sacramento 95757,350,30,100,80,0,0,560,10914.51,136015.17,95210.62,22757.92,65367.23,172166.4,12600000.0,28271.52,6628.47,68377.59,383836.62,62.0,0.0,0.0,0.0,0.0,28271.52,6628.47,68377.59,383836.62,1.21,1.03,1.15,5.75,0.0,0.0,0.0,0.0,28271.52,6628.47,68377.59,383836.62,95210.62,22757.92,65367.23000000001,172166.40000000002,28.122704,27.307145583999997,3787501.0925008,47696166.0,12.593043496261362,141015.4692,1.0367628052076836,162736.58536585368,1.1964590814822615,24.480027899343543
Verburg & Son Dairy,1142 N Hart RD Modesto Stanislaus 95358,768,73,93,241,89,45,1309,24319.53,306741.11,214718.78,50700.66,145964.17,379435.86,21277994.0,50625.63,3310.8,60451.03,511775.89,67.0,0.0,0.0,0.0,0.0,50625.63,3310.8,60451.03,511775.89,1.21,0.32,0.77,1.84,19515.65,7461.41,26246.5,0.0,50625.63,3310.8,60451.03,511775.89,195203.12999999998,43239.25,119717.67000000001,379435.86,30.390664,29.509334744,9058332.939691959,80545931.26754001,8.891915521740481,314208.32759999996,1.024343713172323,357530.8536585366,1.165578535131912,24.0259446760319
Carvalho Dairy,11443 Crows Landing RD Crows Landing Stanislaus 95313,600,80,300,300,100,0,1380,22923.42,280485.77,196340.04,46456.76,116010.91,301730.4,28656000.0,108205.28,9986.92,138669.07,1377365.62,72.0,8761.39,2396.55,2569.82,125211.6,108205.28,9986.92,138669.07,1377365.62,1.23,0.89,0.95,2.9,0.0,0.0,0.0,0.0,116966.67,12383.470000000001,141238.89,1502577.2200000002,187578.65000000002,44060.21,113441.09,176518.7999999998,32.658624,31.711523904000003,7870800.232972801,108474708.96000001,13.781916164708594,296170.5864,1.0559201858974876,332773.17073170736,1.1864173028517895,24.488280875455963
SB Farms,11450 Carroll RD Elk Grove Sacramento 95757,950,225,350,350,200,150,2225,35977.74,445205.0,311643.5,72062.81,182432.21,500413.5,5795000.0,53431.8,3348.35,65938.23,320802.25,70.0,57708.86,16355.05,75030.3,1315575.12,53431.8,3348.35,65938.23,320802.25,1.24,0.91,0.66,3.6,25522.8,6186.76,15877.0,76422.0,111140.66,19703.399999999998,140968.53,1636377.37,228411.84,49521.00000000001,91524.91,-891583.6200000001,31.75144,30.83064824,13222494.263929999,21936450.95,1.6590251817950143,464832.40079999994,1.044086209274379,537929.8780487805,1.2082745657591007,23.075281032459916
Martin Family Dairy,11401 N DAVIS RD LODI San Joaquin 95242,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,0.0,0.453592,0.440437832,0.0,0.0,,,,,,
PH RANCH #3,11586 N Shaffer RD Winton Merced 95388,445,0,0,0,0,0,445,11551.57,151022.44,105715.71,25587.16,86041.42,210102.3,25872000.0,64609.53,16035.1,119014.39,844524.68,72.0,76348.35,36924.03,106709.1,0.0,64609.53,16035.1,119014.39,844524.68,0.98,2.2,1.72,2.2,0.0,0.0,0.0,0.0,140957.88,52959.13,225723.49,844524.68,29367.359999999986,-11336.869999999995,-20667.679999999993,210102.29999999993,32.658624,31.711523904000003,5150744.2701072,97936127.52000001,19.013975919631847,149246.2844,0.9882391279070846,162425.0,1.0755024220241707,25.95858426966292
STEPPS FARMS (Formerly Desperado Dairy),11601 Simmerhorn Road Galt Sacramento 95632,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,0.0,0.453592,0.440437832,0.0,0.0,,,,,,
Machado Dairy Farms #3,11685 E Mariposa RD Stockton San Joaquin 95215,1100,250,50,0,0,0,1400,32413.91,420436.84,294305.79,69470.93,211237.3,576999.0,4200000.0,28354.64,508.21,13528.91,427597.8,70.0,136200.18,64975.99,223791.16,1616749.2,28354.64,508.21,13528.91,427597.8,1.35,2.25,1.58,3.31,0.0,0.0,0.0,0.0,164554.82,65484.2,237320.07,2044347.0,158105.61,4494.940000000002,-12553.860000000015,-1039750.2,31.75144,30.83064824,15191801.92026,15898722.0,1.0465329974318085,418787.7172,0.9960775968157309,499426.82926829264,1.1878759940929358,23.689310338680926
Machado and Sons Dairy,11706 E Keyes RD Denair Stanislaus 95316,665,105,240,200,95,95,1400,23825.82,296506.22,207554.35,48547.57,128578.75,338184.0,10266000.0,78310.44,5184.56,125845.94,549869.94,72.0,132292.25,82977.5,448709.59,11629457.0,78310.44,5184.56,125845.94,549869.94,1.25,3.03,2.85,14.61,0.0,0.0,0.0,0.0,210602.69,88162.06,574555.53,12179326.94,75262.10000000003,-34429.93,-320130.84,-11291273.0,32.658624,31.711523904000003,8912523.793219201,38861019.06,4.360271003098597,307829.5944,1.038189331744879,348263.4146341463,1.1745568596643483,23.814203315455874
MACHADO & SONS,11735 CARROLL RD ELK GROVE Sacramento 95757,85,20,20,500,20,20,665,7658.9,83124.28,58187.0,13721.23,16042.89,44743.5,1200000.0,3065.89,645.7,7694.76,40015.94,65.0,1899.0,1809.0,3591.0,0.0,3065.89,645.7,7694.76,40015.94,1.39,2.96,2.31,1.37,7176.7,4010.19,12107.26,344043.52,4964.889999999999,2454.7,11285.76,40015.94,49111.3,7902.039999999999,344.630000000001,-299300.02,29.48348,28.62845908,1097185.6942409999,4542492.0,4.140130539290671,98952.988,1.190422196739629,109544.51219512195,1.3178401328122415,24.715852026761116
Antonio & Maria Alberto Dairy,11737 Bluegum RD Hickman Stanislaus 95323,975,150,300,500,250,200,2375,36245.87,462028.46,323419.92,75026.41,190444.71,494923.5,41130000.0,184043.8,13604.12,241646.58,2247066.5,75.0,28624.65,5759.57,13676.49,416380.4,184043.8,13604.12,241646.58,2247066.5,1.14,0.43,0.93,3.01,20443.62,4045.59,9229.82,287245.8,212668.44999999998,19363.690000000002,255323.06999999998,2663446.9,274351.65,65221.25,167538.4,-208702.6999999999,34.0194,33.0328374,13564108.857375,155693913.3,11.478373915832075,468296.64040000003,1.0135666543138924,537484.756097561,1.1633152557259372,22.90683113680154
"G. Simoes Dairy, Inc.",11758 Carroll RD Elk Grove Sacramento 95757,0,0,350,600,0,0,950,9463.99,90402.0,63281.4,15298.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3836.14,1225.03,7002.77,66227.7,0.0,0.0,0.0,0.0,1.36,1.39,0.83,2.79,0.0,0.0,0.0,0.0,3836.14,1225.03,7002.77,66227.7,59445.26,14073.769999999999,-7001.77,-66227.7,0.453592,0.440437832,0.0,0.0,,122274.7508,1.352566876839008,126859.756097561,1.40328483991019,27.229725614035083
Van Steyn Dairy,11823 Carroll RD Elk Grove Sacramento 95757-9766,600,136,140,105,0,300,1281,21048.31,265353.57,185747.5,42477.75,115220.35,314642.88,7170000.0,31056.92,2140.77,30307.12,249308.54,70.0,112239.53,24566.35,62232.65,395584.8,31056.92,2140.77,30307.12,249308.54,0.95,1.01,0.69,0.93,0.0,0.0,0.0,0.0,143296.45,26707.12,92539.77,644893.34,73507.96999999997,17911.399999999998,52987.7,-80941.91999999993,31.75144,30.83064824,8282345.3431936,27141389.700000003,3.2770173876297846,271944.1652,1.024837032341415,314710.1219512195,1.1860029693635534,22.502169695705458
J&M Dairy,11910 Bruceville RD Elk Grove Sacramento 95757,300,60,65,0,0,0,425,9001.42,113900.69,79730.48,18812.26,55831.41,155476.8,7250000.0,39733.95,1530.21,67945.82,425414.75,61.0,12820.9,3458.03,13904.35,638336.16,39733.95,1530.21,67945.82,425414.75,0.85,0.37,0.76,4.48,21517.5,13917.5,3415.25,204250.0,52554.85,4988.24,81850.17000000001,1063750.9100000001,45392.07999999999,1436.7299999999977,38511.81,-687109.3600000001,27.669112,26.866707751999996,3530285.3986127996,27444222.5,7.773938761660463,116298.3464,1.0210504115471117,140079.8780487805,1.2298422252646624,23.454605656180487
Grand View Dairy,11923 E Childs AVE Le Grand Merced 95333,1965,235,635,450,0,0,3285,66910.66,837315.78,586121.05,140582.95,390292.05,981941.4,58350000.0,207988.46,21448.04,256332.61,1644117.3,80.0,69685.39,30425.53,59349.83,3080606.3,207988.46,21448.04,256332.61,1644117.3,1.14,1.16,1.11,4.15,79358.83,24563.45,99198.54,2843691.48,277673.85,51873.57,315682.44,4724723.6,437076.83,85593.97000000002,231743.67999999993,-4942356.379999999,36.28736,35.23502656,28293726.327680003,220878673.5,7.806630732973212,864485.7272000001,1.032448865588082,947887.1951219513,1.1320546175804203,25.765081568443296
Frank Chaves and Sons #2,12021 E Harney LN Lodi San Joaquin 95240,200,0,0,160,50,0,410,6413.67,79200.47,55440.33,13069.4,35903.34,94428.0,7089000.0,15654.24,3127.53,37440.87,268754.73,51.0,29573.28,14498.26,31975.13,254975.6,15654.24,3127.53,37440.87,268754.73,0.97,1.69,1.34,2.46,0.0,0.0,0.0,0.0,45227.52,17625.79,69416.0,523730.32999999996,25867.05000000001,-1428.8600000000006,3928.209999999992,-160547.59999999998,23.133192,22.462329432,1639750.048536,26834771.490000002,16.365159747339902,82864.6164,1.046264200199822,96591.46341463417,1.2195819471100888,23.16832334801762
Eddie Silveira Family Dairy,12081 S Cherokee RD Gustine Merced 95322,2200,300,650,650,250,0,4050,78683.4,985436.66,689805.66,164300.02,445664.36,1107882.0,71526000.0,94159.34,15632.38,102016.47,836744.81,86.0,120364.72,18281.81,119229.2,1873601.73,94159.34,15632.38,102016.47,836744.81,1.05,0.44,0.43,1.53,209124.0,38694.6,123210.0,1292040.0,214524.06,33914.19,221245.66999999998,2710346.54,360316.93999999994,107323.60999999999,203225.15999999997,-2057759.73,39.008912,37.877653552,34563358.8662,270755235.66,7.8335915414973,1016589.5279999999,1.031613262693109,1097225.6097560974,1.1134410300466164,25.654229821073557
River Oak Heifers,12100 Fogarty RD Oakdale Stanislaus 95361,0,0,250,500,250,0,1000,8236.8,84180.0,58926.0,12983.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8438.98,2320.72,5812.56,210113.28,0.0,0.0,0.0,0.0,0.99,2.0,0.2,0.89,22357.1,3402.17,19076.44,368163.18,8438.98,2320.72,5812.56,210113.28,28129.920000000006,7260.960000000001,-24888.0,-578276.46,0.453592,0.440437832,0.0,0.0,,106419.45599999999,1.2641893086243763,111280.48780487807,1.321934994118295,22.513919999999995
Van Warmerdam Dairy Inc.,12121 McKenzie RD Galt Sacramento 95632,850,150,345,305,175,175,2000,32695.84,404862.89,283404.02,65916.89,168268.64,435906.0,31792500.0,165726.51,12344.33,139351.13,1379862.86,79.0,106768.77,26110.12,101938.33,1692827.48,165726.51,12344.33,139351.13,1379862.86,0.74,0.7,0.63,2.91,0.0,0.0,0.0,0.0,272495.28,38454.45,241289.46000000002,3072690.34,176635.25,39806.770000000004,66330.31,-1256921.4799999997,35.833768,34.794588728,12700024.885720002,120347647.42500001,9.47617414201446,422430.2528,1.043390894137025,467378.0487804878,1.154410691433062,23.938025714285715
MB Lucky Lady,1218 W Keyes RD Modesto Stanislaus 95358,675,130,295,165,95,120,1480,25183.94,312852.18,218996.53,51093.98,132735.72,348669.9,45360000.0,130194.52,14729.14,167044.41,1752334.84,77.0,61863.87,20028.76,53105.86,1624278.7,104659.57,11887.77,134820.61,1397779.16,1.06,1.1,0.88,2.68,25534.95,2841.37,32223.8,354555.68,166523.44,31916.53,187926.46999999997,3022057.86,157132.65999999997,31065.219999999998,79629.86000000003,-1275608.7999999996,34.926584,33.913713064,9964696.7410298,171706197.6,17.231452402660377,325376.5048,1.0400327234414668,364821.9512195122,1.1661160590906294,23.94021655460236
Germann Bros Dairy,1236 E Taylor RD Ceres Stanislaus 95307,150,16,40,40,30,20,296,5058.99,63547.64,44483.35,10395.99,28805.09,74510.28,3195000.0,12267.65,1434.28,15178.34,123047.03,70.0,23857.39,12976.14,49475.44,192936.96,12267.65,1434.28,15178.34,123047.03,0.85,2.23,1.42,1.57,0.0,0.0,0.0,0.0,36125.04,14410.42,64653.78,315983.99,20625.96,-2580.1499999999996,-20670.35,-118426.68,31.75144,30.83064824,1868028.9768616,12094384.950000001,6.474409711951732,65362.150799999996,1.028553551319923,73498.53658536586,1.1565895536854847,23.68873800822293
Gabriel Machado & Sons Dairy,12464 S Vincent RD Turlock Merced 95380,140,18,725,45,33,33,994,12283.86,132200.8,92540.56,21995.31,29098.32,70250.04,8990000.0,42987.35,5874.19,57766.59,311339.43,94.0,0.0,0.0,0.0,0.0,42987.35,5874.19,57766.59,311339.43,1.2,0.65,1.3,2.04,0.0,0.0,0.0,0.0,42987.35,5874.19,57766.59,311339.43,92540.56,21995.31,29098.320000000007,70250.03999999998,42.637648,41.401156207999996,2387604.6785153598,34030835.9,14.253128336622613,158707.4712,1.2005031073942065,163430.9756097561,1.2362328791486596,26.482188453044483
Veldhuis North Dairy,12465 Lee RD Ballico Merced 95303,3100,395,860,1255,360,0,5970,107869.13,1339291.4,937503.98,222276.56,597347.4,1554713.1,60500000.0,267419.39,46286.84,375239.89,2409372.57,71.0,279959.29,58965.6,151965.63,5934069.0,267419.39,46286.84,375239.89,2409372.57,1.28,0.93,0.84,4.39,0.0,0.0,0.0,0.0,547378.6799999999,105252.44,527205.52,8343441.57,657544.6900000002,163310.96000000002,445381.77,-4379355.9,32.205032,31.271086072000003,39891742.72489861,229017305.0,5.740970169675186,1393669.1596000001,1.0406018881327843,1574129.268292683,1.1753448639278077,24.51299373683627
RP Feedlot (Formerly Francisco Mendonca Dairy),12467 Carpenter RD Crows Landing Stanislaus 95213,1,0,0,0,0,0,1,17.55,230.13,161.09,37.41,146.58,472.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.09,37.41,146.58,472.14,0.453592,0.440437832,160.75980868,0.0,,226.746,0.9852952678920611,365.0,1.586060053013514,17.55
Cross View Dairy,12530 Warnerville RD Oakdale Stanislaus 95361,1886,284,1950,550,145,0,4815,78849.28,937365.46,656155.82,156089.24,364660.95,955940.76,86190000.0,67356.07,7587.91,209348.18,1201156.27,72.0,129015.78,44638.64,138903.45,2486187.2,60206.07,7083.21,205122.27,1174719.31,1.22,1.71,1.66,4.21,14263.3,2234.16,7619.66,123362.46,189221.85,51721.85,344025.72,3660906.5100000002,520026.73999999993,109721.13999999998,222363.75000000003,-1627171.94,32.658624,31.711523904000003,25117112.5081632,326264487.90000004,12.989729125669294,1018732.6976,1.086804177316284,1132345.731707317,1.2080088076931244,25.129779470636244
Art Silva & Son Dairy,12636 W Main ST Crows Landing Stanislaus 95313,600,75,125,100,150,150,1200,19760.52,252287.37,176601.16,40682.15,115220.35,300577.5,14376000.0,60986.66,3257.41,82996.63,904007.84,70.0,52682.95,16553.95,59800.37,2708570.2,60986.66,3257.41,82996.63,904007.84,1.16,0.95,1.08,8.53,0.0,0.0,0.0,0.0,113669.61,19811.36,142797.0,3612578.04,123918.21,24128.199999999997,55419.98000000001,-2407992.7,31.75144,30.83064824,7595900.96013,54419054.160000004,7.164265890990324,255305.9184,1.0119647226097763,289774.39024390245,1.1485885728005427,22.789910548523206
Bartelink Dairy,12637 Van Allen RD Escalon San Joaquin 95320,785,75,300,250,100,90,1600,27791.54,344624.68,241237.28,56938.42,152815.25,387923.4,21360000.0,73154.47,6831.18,73607.11,841812.89,74.0,60340.9,11309.33,69616.11,384476.54,73154.47,6831.18,73607.11,841812.89,1.23,0.83,1.0,2.3,0.0,0.0,0.0,0.0,133495.37,18140.510000000002,143223.22,1226289.43,180896.38,45629.09,83199.13999999998,3446.8600000001024,33.565808,32.592399568,10230754.224395199,80856357.60000001,7.903264590913375,359066.69680000003,1.0419065076825027,395802.4390243903,1.148502884426009,24.578367989646246
S.A.S Dairy #2,12712 W. Bradbury RD Turlock Stanislaus 95380,348,62,60,44,50,99,663,10591.13,136271.24,95389.87,21753.0,62701.08,178600.68,0.0,0.0,0.0,0.0,0.0,52.0,8638.5,2702.3,11872.4,0.0,0.0,0.0,0.0,0.0,1.12,3.25,3.25,0.25,43192.5,13511.5,59362.0,0.0,8638.5,2702.3,11872.4,0.0,43558.869999999995,5539.200000000001,-8533.32,178600.68,23.586784,22.902767264,3427399.1210576002,0.0,,136837.39959999998,1.0041546521481715,170170.1219512195,1.2487603543581134,21.07431836932783
Vander Schaaf Dairy #1,12739 Murphy RD Escalon Stanislaus 95320,2115,305,0,0,0,0,2420,60122.07,783358.65,548351.06,130773.56,413118.53,1068903.0,34769905.0,182430.24,19792.05,345825.01,1620005.96,75.0,0.0,0.0,0.0,0.0,182430.24,19792.05,345825.01,1620005.96,1.38,0.64,1.53,4.44,10668.67,3175.2,6477.41,0.0,182430.24,19792.05,345825.01,1620005.96,537682.39,127598.35999999999,406641.12000000005,1068903.0,34.0194,33.0328374,29177905.27542,131618346.08605,4.510890855380482,776777.1444,0.9915983494916408,883300.0,1.1275805788319309,24.843830578512396
Sousa Family Dairy,12801 W Bradbury RD Turlock Stanislaus 95380,699,0,205,45,0,0,949,22045.32,278222.44,194755.71,47382.11,142520.72,330025.86,19976000.0,78475.24,6651.62,95001.03,712519.63,88.0,0.0,0.0,0.0,0.0,78475.24,6651.62,95001.03,712519.63,0.73,0.34,0.7,2.04,0.0,0.0,0.0,0.0,78475.24,6651.62,95001.03,712519.63,194755.71000000002,47382.11,142520.72,330025.86,39.916095999999996,38.75852921599999,9888657.351524157,75617350.16,7.6468773739384295,284825.5344,1.023733148196098,288519.14634146343,1.037008899574971,27.889108580949735
3A Teixeira,12926 N Vincent RD Turlock Merced 95380,826,140,190,235,110,0,1501,27706.08,349482.33,244637.63,57651.59,158620.01,422268.84,26763000.0,127893.38,7491.88,186339.49,1235533.83,70.0,13665.07,8446.31,35691.0,799201.0,127893.38,7491.88,186339.49,1235533.83,1.26,0.63,1.95,4.8,0.0,0.0,0.0,0.0,141558.45,15938.189999999999,222030.49,2034734.83,230972.56,49205.28,122929.01000000001,-376932.1599999999,31.75144,30.83064824,10870578.262941599,101308927.83,9.319552776264693,357962.55360000004,1.0242650997548288,414239.39024390245,1.185294232884113,23.848948793852745
M. & M. Moules Dairy,12951 E Harney LN Lodi San Joaquin 95240,0,0,5,3,0,0,8,81.39,761.28,532.9,128.83,1.0,0.0,612000.0,602.64,5.0,64.35,102.14,1.0,0.0,0.0,0.0,0.0,602.64,5.0,64.35,102.14,0.52,0.01,0.02,0.0,0.0,0.0,0.0,0.0,602.64,5.0,64.35,102.14,532.9,128.83,1.0,0.0,0.453592,0.440437832,0.0,2316670.92,,1051.5588,1.3813035939470366,1068.2926829268295,1.40328483991019,27.808249999999997
Silva Brothers Dairy,12997 E Peltier RD Acampo San Joaquin 95220,950,145,35,108,85,50,1373,28421.64,366544.28,256581.0,60381.37,182432.21,481967.1,14156480.0,92594.8,13581.96,136510.63,766659.85,70.0,20613.48,6491.5,14694.6,368087.76,51711.37,7362.09,84794.84,455666.24,1.19,0.99,1.02,2.61,141949.2,42140.03,170277.44,1681916.37,72324.85,13853.59,99489.44,823754.0,134901.74999999994,17969.710000000006,49175.95999999996,-1257043.4200000002,31.75144,30.83064824,12322239.335322,53588080.9568,4.348891422940346,367207.58879999997,1.001809628020931,424779.8780487805,1.1588773886985235,23.749867318862734
Gary Pellandini,13020 Pellandini RD Galt Sacramento 95632,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,0.0,0.0,32.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,0.0,0.453592,0.440437832,0.0,0.0,,,,,,
