Origin Dairy Name,Origin Dairy Address,Origin Dairy Address (Geocoded),Hauler Name,Hauler Address,Destination Name,Destination Address,Destination Nearest Cross Street,Destination Type,Destination Type (Standardized),Destination Assessor Parcel Number,Destination Address (Geocoded),Haul Date,First Haul Date,Last Haul Date,Is Pipeline,Manure Mass per Haul (tons),Manure Number of Hauls,Total Manure Amount (tons),Manure Solids (%),Manure Moisture (%),Manure Density,Method Used to Determine Volume of Manure,Source PDF,County,Consultant,Manifest Number,Start Page,End Page,Manifest Type,Parameter Template
Kiss Cattle Llc,2585 South Chateau Fresno Avenue Fresno Ca 93706,"(36.696678528887, -119.938032366307)",Larry Burrows,11751 W. Jensen Ave. Kerman Ca 93630,Big De,Central Dickenson,,,,,"(37.1985547, -120.2082307)",,,,False,,,525.0,(If,,(If Amount Reported In Cubic Yards),Enter The Amount Of Process Wastewater Hauled In Gallons And The Method Used To Determine The,"2024AR_Kiss Cattle, LLC_2585 S Chateau Fresno Ave_Fresno",fresno_madera,innovative_ag,2,30,31,manure,R5-2013-0122_general_order
L+J Vanderham,10772 W Mount Whitney Ave Riverdale 93656,"(36.431456965595, -119.99397922307)",I Murillo Trucking Inc.,7182 22Nd Ave Lemoore 93245,Name Number And Street City Zip Code Phone Number,12Th + Kent Ave Hanford 93230,,,,,"(36.225824071184, -119.645727126567)",,,,False,,,323.0,(If,,(If Amount Reported In Cubic Yards),Weighed On Scale Per Load,2024AR_L & J Vanderham Dairy_10772 W Mt. Whitney Ave_Fresno,fresno_madera,innovative_ag,1,61,62,manure,R5-2013-0122_general_order
Lasalle Dairy,10663 7 1/2 Ave Firebaugh Madera 93622,"(36.862257996976, -120.350103993132)",Green Valley Soils,18919 Avenue 23 Chowchilla Ca 93610,Green Valley Soils (559) 474-2377,Avenue 23 Avenue 23 Chowchilla 93610,Avenue 23 & Road 19 Madera,Composting Facility,Composting Facility,,"(37.083455947202, -120.35325721014)",05/22/2024,,5/22/2024,False,,,4150.0,63.5 %,,,Scale Weighed Trucks,2024AR_LaSalle Dairy_10663 7.5 Ave_Madera,fresno_madera,generic_r5,1,33,34,manure,R5-2007-0035_software
Louie De Groot Dairy,15081 Avenue 104 Pixley Ca 93256,"(35.976131030347, -119.237281037139)",Hofstee Farms Inc.,16029 Ave 136 Tipton Ca 93272,Roel Hofstee 16029 Ave 136 Tipton Ca 93272,16029 Ave 136 Tipton Ca 93272,,Farmer,Farmer,,"(36.036432621086, -119.213812630257)",,,,False,,,2743.0,(If,,(If Amount Reported In Cubic Yards),Enter The Amount Of Process Wastewater Hauled In Gallons And The Method Used To Determine The,2024AR_Louie De Groot Dairy_15081 Ave 104_Tulare,tulare_east,innovative_ag,1,38,39,manure,R5-2013-0122_general_order
Louie Degroot Dairy,15081 Avenue 104 Pixley Ca 93256,"(35.976131030347, -119.237281037139)",Jij Spreading,P.O. Box Pixley 93256,Rusty Schott Farms 14084 Ave 104 Pixlay 93256,,,,,300-280-01,"(33.817825, -117.22074)",8/14/8/19/24,,,False,,,952.2,60.3% Corral Solids,,,Ave Weight,2024AR_Louie De Groot Dairy_15081 Ave 104_Tulare,tulare_east,innovative_ag,2,41,42,manure,R5-2007-0035_general_order
Mancebo Holsteins #2,23792 Rd 140 Tulare 93274,"(36.220227557337, -119.259897423563)",Gmt-Greg Mancebo,14891 Ave 232 Tulan 93274,Don Olson Ave. 248 Tular 93274,14065 Ave 248 Tulare 93274,,,,,"(36.239804330394, -119.258973905472)",8-20-24,2/8/2026,2/24/2026,False,,,1100.0,75%,,,Scale,2024AR_Mancebo Holsteins #2 Dairy_23792 Rd 140_Tulare,tulare_east,generic_r5,1,58,59,manure,R5-2007-0035_general_order
Maple Dairy,15857 Bear Mountain Blvd Wastewater Bakersfield Ca 93311 Rwqcd? No,"(35.202664805205, -119.175975881133)",R & M Farm Service Inc. Name Mike Martin Inquiry Of Those Individuals Immediately Responsible,2312 Alpine Meadows Ct. Wasco Ca 93280 Information Is True Accurate And Complete. I Am,Grimmway Farms Name Grimmway Farms Cy,Po Box 81498 Number Z Facility City/State I Bakersfield Ca A,,Farmer,Farmer,845-5289,"(35.373405, -119.018911)",Jul 1 2024-Jul 31 2024,,,False,,,23250,70,,,,2024AR_Maple Dairy,kern,generic_r5,1a,254,254,manure,R5-2007-0035_one_page_2
Maple Dairy,15857 Bear Mountain Blvd Wastewater Bakersfield Ca 93311 Rwqcd? No,"(35.202664805205, -119.175975881133)",R & M Farm Service Inc. Name Mike Martin Inquiry Of Those Individuals Immediately Responsible,"2312 Alpine Meadows Ct. ""Wasco Ca93280......~—~—~—~Csns Ttt Information Is True Accurate And Complete. I Am",R&M Manure Name Mike Cf,2312 Alpine Meadows Ct Number Z Facility City/State Wasco Ca A,,Broker,Broker,667-3931,"(35.598053804412, -119.352663131129)",Mar 1 2024-Mar 31 2024,,,False,,,16150,68,,,,2024AR_Maple Dairy,kern,generic_r5,2a,256,256,manure,R5-2007-0035_one_page_2
Maple Dairy,15857 Bear Mountain Blvd Wastewater Bakersfield Ca 93311 Rwqcd? No,"(35.202664805205, -119.175975881133)",R & M Farm Service Inc. Name Mike Martin Inquiry Of Those Individuals Immediately Responsible,"2312 Alpine Meadows Ct. ""Wasco Ca93280......~—~—~—~Csns Ttt Information Is True Accurate And Complete. I Am",R&M Manure Name Mike Cf,2312 Alpine Meadows Ct Number Z Facility City/State Wasco Ca A,,Broker,Broker,667-3931,"(35.598053804412, -119.352663131129)",Jun 1 2024-Jun 30 2024,,,False,,,14129,69,,,,2024AR_Maple Dairy,kern,generic_r5,2c,256,256,manure,R5-2007-0035_one_page_2
Maple Dairy,19860 S. Maple Avenue Laton Ca 93242,"(36.436021075494, -119.754510786946)",Rodrigues Bros Inc,10071 6Th Avenue Hanford 93230,Rodrigues Bros Inc. 10071 6Th Avenue Hanford 93230,10071 6Th Avenue Hanford 93230,,Broker,Broker,,"(36.327387507226, -119.56385859268)",,,,False,,,277.62,(If,,(If Amount Reported In Cubic Yards),Enter The Amount Of Process Wastewater Hauled In Gallons And The Method Used To Determine The,2024AR_Maple Dairy_19860 Maple St_Fresno,fresno_madera,innovative_ag,1,69,70,manure,R5-2013-0122_general_order
Mcmoo Dairy,11663 Buena Vistard Wastewater Bakersfield Ca 93311 Rwqcd? No,"(35.248998865725, -119.128467748038)",Watts Spreading Name Hayley Watts Inquiry Of Those Individuals Immediately Responsible,13214 Eberle Rd Bakerafield Ca 93311 Information Is True Accurate And Complete. I Am,Watts Spreading Name Jeremy/Facility Address 13214 Eberle Rd Number (661) 797-3358 Y Lo Va W/L,13214 Eberle Rd Number Y Lo Va W/L Facility City/State Bakerafield Ca Lt B,,Broker,Broker,797-3358,"(35.234954159351, -119.082822426726)",Jun 1 2024-Jun 30 2024,,,False,,,4040,70,,,,2024AR_Mc Moo Farms Dairy,kern,generic_r5,1c,82,82,manure,R5-2007-0035_one_page_2
Mcmoo Dairy,11663 Buena Vistard Wastewater Bakersfield Ca 93311 Rwqcd? No,"(35.248998865725, -119.128467748038)",Watts Spreading Name Hayley Watts Inquiry Of Those Individuals Immediately Responsible,13214 Eberle Rd Bakerafield Ca 93311 Information Is True Accurate And Complete. I Am,Watts Spreading Name Jeremy/Facility Address 13214 Eberle Rd Number (661) 797-3358 Y Lo Va W/L,13214 Eberle Rd Number Y Lo Va W/L Facility City/State Bakerafield Ca Lt B,,Broker,Broker,797-3358,"(35.234954159351, -119.082822426726)",Aug 1 2024-Aug 31 2024,,,False,,,3290,68,,,,2024AR_Mc Moo Farms Dairy,kern,generic_r5,1d,82,82,manure,R5-2007-0035_one_page_2
Meadowlake Dairy,6802 Avenue 120 Tipton Ca 93272,"(36.009537985553, -119.420722005619)",Gutierrez Spreading,3612 Ave 236 Tulare Ca 93274,Williams Family Dairy 6801 Avenue 120 Pixley Ca 93256 559-752-7018,Williams Family Dairy-Compost 6801 Avenue 120 Pixley Ca 93256,,,,,"(36.00737696012, -119.433640681976)",4/08/24-4/12/24,4/8/2024,4/12/2024,False,,,6780.0,6780 58.8% Corral Solids,,,Number Of Truck Loads Semi 20 Tons 10-Wheeler 10 Tons,2024AR_Meadowlake Dairy_6802 Avenue 120_W Tulare,tulare_west,innovative_ag,1,31,32,manure,R5-2007-0035_general_order
Meadowlake Dairy,6802 Avenue 120 Tipton Ca 93272,"(36.009537985553, -119.420722005619)",Gutierrez Spreading,3612 Ave 236 Tulare Ca 93274,Williams Family Dairy 6801 Avenue 120 Pixley Ca 93256 559-752-7018,Williams Family Dairy-Compost 6801 Avenue 120 Pixley Ca 93256,,,,,"(36.00737696012, -119.433640681976)",9/11/24-9/13/2024,9/11/2024,9/13/2024,False,,,2820.0,2820 73.9% Corral Solids,,,Number Of Truck Loads Semi 20 Tons 10-Wheeler 10 Tons,2024AR_Meadowlake Dairy_6802 Avenue 120_W Tulare,tulare_west,innovative_ag,2,33,34,manure,R5-2007-0035_general_order
Meadowlake Dairy,6802 Avenue 120 Tipton Ca 93272,"(36.009537985553, -119.420722005619)",Gutierrez Spreading,3612 Ave 236 Tulare Ca 93274,Williams Family Dairy 6801 Avenue 120 Pixley Ca 93256 559-752-7018,Williams Family Dairy-Stockpile 6801 Avenue 120 Pixley Ca 93256,,,,,"(36.00737696012, -119.433640681976)",9/23/24-10/01/24,9/23/2024,10/1/2024,False,,,7540.0,7540 73.9% Corral Solids,,,Number Of Truck Loads Semi 20 Tons 10-Wheeler 10 Tons,2024AR_Meadowlake Dairy_6802 Avenue 120_W Tulare,tulare_west,innovative_ag,3,35,36,manure,R5-2007-0035_general_order
Meadowlake Dairy,6802 Avenue 120 Tipton Ca 93272,"(36.009537985553, -119.420722005619)",Gutierrez Spreading,3612 Ave 236 Tulare Ca 93274,Williams Family Dairy 6801 Avenue 120 Pixley Ca 93256 559-752-7018,Williams Family Dairy-Compost 6801 Avenue 120 Pixley Ca 93256,,,,,"(36.00737696012, -119.433640681976)",10/21/24-11/14/24,10/21/2024,11/14/2024,False,,,14910.0,14910 73.9% Corral Solids,,,Number Of Truck Loads Semi 20 Tons 10-Wheeler 10 Tons,2024AR_Meadowlake Dairy_6802 Avenue 120_W Tulare,tulare_west,innovative_ag,4,37,38,manure,R5-2007-0035_general_order
Newhouse Dairy,16130 Bear Mountain Blvd Wastewater Bakersfield Ca 93311 Rwqcd? No,"(35.209237977072, -119.192341164401)",Watts Manure Spreading Name Hayley Watts Inquiry Of Those Individuals Immediately Responsible,13214 Eberle Rd. Bakersfield Ca 93 Information Is True Accurate And Complete. I Am,Watts Manure Spreading Name Watts Manure Spreading/-Le,13214 Eberle Rd Number 1-742-I ‘ Facility City/State Bakersfield Ca ‘A Oa ~ —,,Compost,Composting Facility,,"(35.234954159351, -119.082822426726)",Jun 1 2024-Jun 30 2024,,,False,,,9469,64,,,,2024AR_Newhouse Dairy,kern,generic_r5,1c,89,89,manure,R5-2007-0035_one_page_2
Newhouse Dairy,16130 Bear Mountain Blvd Wastewater Bakersfield Ca 93311 Rwqcd? No,"(35.209237977072, -119.192341164401)",Watts Manure Spreading Name Hayley Watts Inquiry Of Those Individuals Immediately Responsible,13214 Eberle Rd. Bakersfield Ca 93 Information Is True Accurate And Complete. I Am,Watts Manure Spreading Name Watts Manure Spreading/-Le,13214 Eberle Rd Number 1-742-I ‘ Facility City/State Bakersfield Ca ‘A Oa ~ —,,Compost,Composting Facility,,"(35.234954159351, -119.082822426726)",Jul 1 2024-Jul 31 2024,,,False,,,6531,68,,,,2024AR_Newhouse Dairy,kern,generic_r5,1d,89,89,manure,R5-2007-0035_one_page_2
Nunes & Sons Dairy,690 E Oakdale Ave Tulare Tulare 93274,"(36.254986262068, -119.338636351441)",Aves Ag Services Inc,890 E Apricot Rd Tulare Ca 93274,Jerald Nunes (559) 678-7048,12329 Ave 271 Visalia 93277,Tulare,Farmer,Farmer,,"(36.2826428126, -119.298325767414)",05/18/2024,,5/18/2024,False,,,1500.0,23.3 %,,,Tons Per Load,2024AR_Nunes & Sond Dairy_690 E Oakdale Ave_Tulare,tulare_east,cas,1,64,65,manure,R5-2007-0035_software
Oakbend,23561 Road 168 Tulare Ca 93274,"(36.214424179035, -119.202768131719)",Slover Bros,15302 Ave. 288 Disalia 93292,Slover Bros. 15302 Ave. 288 Visalia 93292 734-9468,Rd. 1480 Ave. 248 Tulare 93274,,,,,"(36.240458786755, -119.322572191165)",Dec. 19 20 2324 2024,,,False,,,1100.0,49.0% Corral Solids,,,176 Dumptks @ Approx 6.25 Ton Ave,2024AR_Oakbend Dairy_23561 Rd 168_Tulare,tulare_east,innovative_ag,1,38,39,manure,R5-2007-0035_general_order
Morning Star Dairy Inc,10262 W Elkhom Ave Burrel Fresno 93607,"(36.488385, -119.989843)",Thomas Bros. Spreading Inc,19721 Excelsior Ave Riverdale Ca 93656,Mlt (559) 906-1406,19721 Excelsior Ave Riverdale 93656,Fresno,Broker,Broker,0001-0001-0001-0001 Fresno,"(36.40155859124, -119.810950979502)",11/25/2024,,11/25/2024,False,,,1051.73,76.0 %,,,Scale Wts,2024AR_Open Sky Heifer Ranch (former Morning Star Dairy)_10032 W Elkhorn Ave_Fresno,fresno_madera,generic_r5,1,126,127,manure,R5-2007-0035_software
Morning Star Dairy Inc,10262 W Elkhorn Ave Burre!L Fresno 93607,"(36.488537093805, -119.974531927924)",Eriksson Llc,10241 W Elkhorn Ave Burrel Ca 93607,Eriksson Llc (559) 804-9584,10241 W Elkhorn Ave Burrel 93607,Fresno,Farmer,Farmer,0001-0001-0001-0001 Fresno,"(36.488414819798, -119.976764774424)",05/28/2024,,5/28/2024,False,,,1968.19,73.0 %,,,Scale Wts,2024AR_Open Sky Heifer Ranch (former Morning Star Dairy)_10032 W Elkhorn Ave_Fresno,fresno_madera,generic_r5,2,128,129,manure,R5-2007-0035_software
Morning Star Dairy Inc,10262 W Elkhorn Ave Burrel Fresno 93607,"(36.489480732237, -119.976845774789)",Green Valley Soils,18919 Ave 23 Chowchilla Ca 93610,Green Valley Soils (559) 474-2377,18919 Ave 23 Chowchilla 93610,Madera,Composting Facility,Composting Facility,0001-0001-0001-0001 Madera,"(37.084985532372, -120.20391429784)",06/24/2024,,6/24/2024,False,,,724.81,73.0 %,,,Scale Wts,2024AR_Open Sky Heifer Ranch (former Morning Star Dairy)_10032 W Elkhorn Ave_Fresno,fresno_madera,generic_r5,3,130,131,manure,R5-2007-0035_software
Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,"(36.751778603881, -120.139670027485)",Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Kenneson Farms 2554 N. Luke Are. Lyman 93630 (559)567-6012,180 Whitesbridge Rd Jones Place Kerman,,,,020.27.10,"(36.734658808421, -120.163453060475)",November 14. 2024,,11/14/2024,False,,,56.7,,,,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,provost_pritchard,2,104,104,manure,R5-2007-0035_general_order
Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,"(36.751778603881, -120.139670027485)",Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Kenneson Farms 2554 N. Luke Ave. Kurman 93630 (559)567-6012,Clinton-Plumas (Nwc) Kerman,,,,015.080.075,"(39.770636, -121.837778)",October 28. 2024,,10/28/2024,False,,,145.07,,,,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,provost_pritchard,3,105,105,manure,R5-2007-0035_general_order
Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,"(36.751778603881, -120.139670027485)",Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Kenneson Farms 2554 N. Luke Ave. Kurman 93630 (559)567-6012,Plumas Aue. Steve Dies Kerman,,,,015.040.425,"(37.9715, -122.311281)",November 11. 2024,,11/11/2024,False,,,21.25,,,,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,provost_pritchard,4,106,106,manure,R5-2007-0035_general_order
Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,"(36.751778603881, -120.139670027485)",Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Kenneson Farms 2554 N. Luke Kurman 93430 (559)567-6012,Shields+Lake (Spoisdoff) Kerman,,,,015-080-115,"(37.967097, -121.995926)",November 14. 2024,,11/14/2024,False,,,22.61,,,,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,provost_pritchard,5,107,107,manure,R5-2007-0035_general_order
Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,"(36.751778603881, -120.139670027485)",Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Kenneson Farms 2554 N. Luke Kurman 93630 (559)567-6012,Latershields Kerman,,,,015.091-01,"(33.71777, -117.871676)",October 23.2024 + October 29/2024,,,False,,,264.72,,,,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,provost_pritchard,6,108,108,manure,R5-2007-0035_general_order
Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,"(36.751778603881, -120.139670027485)",Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Kenneson Farms 2554 V. Luke Kuman 93630 (559)567.6012,5/12 Madera,,,,40.131.04,"(36.959586, -122.039773)",November 24.2024,,11/24/2026,False,,,63.54,,,,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,provost_pritchard,8,110,110,manure,R5-2007-0035_general_order
Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,"(36.751778603881, -120.139670027485)",Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Satrasni Bros Ranch W.Shields Kerman 93630,Shields Ane. Shop Kerman,,,,015.070.345,"(33.746245, -117.279282)",October 30 2024,,10/30/2024,False,,,169.92,,,,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,provost_pritchard,9,111,111,manure,R5-2007-0035_general_order
Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,"(36.751778603881, -120.139670027485)",Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Brian Pacheco 20019 W. Belmont Kerman 93630 559-647-6850,Belmont Plumas Kermen,,,,070-261-515,"(36.749261729809, -120.223088287985)",,,,False,,,300.04,,,,Scale Weights,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,provost_pritchard,12,114,115,manure,R5-2007-0035_general_order
Philip Verwey Dairy Inc.,12852 Road 9 Madera Madera 93637,"(36.935251004498, -120.391480000872)",Azevedo Trucking,6465 State Hwy 59 Dos Palos Ca 93620,Azevedo Trucking (209) 387-4290,6465 State Hwy 152 Dos Palos 93620,State Hwy Merced,Broker,Broker,,"(37.047125774923, -120.607794877425)",10/30/2024,,10/30/2024,False,,,3250.0,87.7 %,,,Averaged Scale Weighed Trucks Multiplied By The Number Of Trucks Hauled.,"2024AR_Philip Verwey Dairy, Inc._12852 Road 9_Madera",fresno_madera,generic_r5,1,126,127,manure,R5-2007-0035_software
Philip Verwey Dairy Inc.,12852 Road 9 Madera Madera 93637,"(36.935251004498, -120.391480000872)",Azevedo Trucking,6465 State Hwy 59 Dos Palos Ca 93620,Azevedo Trucking (209) 387-4290,6465 State Hwy 152 Dos Palos 93620,State Hwy Merced,Broker,Broker,,"(37.047125774923, -120.607794877425)",07/09/2024,,7/9/2024,False,,,1700.0,36.2 %,,,Averaged Scale Weighed Trucks Multiplied By The Number Of Trucks Hauled.,"2024AR_Philip Verwey Dairy, Inc._12852 Road 9_Madera",fresno_madera,generic_r5,2,128,129,manure,R5-2007-0035_software
Philip Verwey Dairy Inc.,12852 Road 9 Madera Madera 93637,"(36.935251004498, -120.391480000872)",Azevedo Trucking,6465 State Hwy 59 Dos Palos Ca 93620,Azevedo Trucking (209) 387-4290,6465 State Hwy 152 Dos Palos 93620,State Hwy Merced,Broker,Broker,,"(37.047125774923, -120.607794877425)",07/09/2024,,7/9/2024,False,,,3000.0,87.7 %,,,Averaged Scale Weighed Trucks Multiplied By The Number Of Trucks Hauled.,"2024AR_Philip Verwey Dairy, Inc._12852 Road 9_Madera",fresno_madera,generic_r5,3,130,131,manure,R5-2007-0035_software
Rancho Sierra Vista,32866 Road 108 Visalia Ca 93291,"(36.38874303847, -119.329244931847)",Double J Dairy,6656 Avenue 328 Visalia Ca 93291,Jay Te Velde 6656 Ave 328 Visalia Ca 93291 (559) 651-0464,,,,,048-080-035,"(36.409011, -119.312957)",,,,False,,,220.0,(If,,(If Amount Reported In Cubic Yards),Enter The Amount Of Process Wastewater Hauled In Gallons And The Method Used To Determine The,2024AR_Rancho Sierra Vista Dairy_32866 Rd 108_Tulare,tulare_east,innovative_ag,1,33,34,manure,R5-2013-0122_general_order
Rancho Sierra Vista,32866 Road 108 Visalia Ca 93291,"(36.38874303847, -119.329244931847)",Double J Dairy,6656 Avenue 328 Visalia Ca 93291,Name Number And Street City Zip Code Phone Number,Avenue 320 And Road 68 072-030-012 072-060-011 072-050-013 072-030-012-000 072-060-011,,,,072-050-013,"(38.497899, -123.021371)",,,,False,,,750.0,(If,,(If Amount Reported In Cubic Yards),Enter The Amount Of Process Wastewater Hauled In Gallons And The Method Used To Determine The,2024AR_Rancho Sierra Vista Dairy_32866 Rd 108_Tulare,tulare_east,innovative_ag,3,37,38,manure,R5-2013-0122_general_order
Rivas Dairy,41198 W Valeria Ave Dos Palos Fresno 93620,"(36.981815987186, -120.53036288397)",Frank Coderniz Farming,40396 W. Valeria Avenue Dos Palos Ca 93620,Frank Coderniz Farming (209) 675-1261,Dos Palos 93620,W. Valeria And Jerrold Avenues Fresno,Farmer,Farmer,,"(36.981798981774, -120.527234981082)",10/01/2024,,10/1/2024,False,,,735.0,62.1 %,,,Same,2024AR_Rivas Dairy_41198 W Valeria Ave_Fresno,fresno_madera,generic_r5,1,23,24,manure,R5-2007-0035_software
Rivas Dairy,41198 W Valeria Ave Dos Palos Fresno 93620,"(36.981815987186, -120.53036288397)",Frank Coderniz Farming,40396 W. Valeria Avenue Dos Palos Ca 93620,Frank Coderniz Farming (209) 675-1261,Dos Palos 93620,W. Valeria Avenue And Jerrold Avenue Fresno,Farmer,Farmer,,"(36.981798981774, -120.527234981082)",05/30/2024,,5/30/2024,False,,,880.0,86.2 %,,,Averaged Scale Weighed Truck Multiplied By The Number Of Truck Loads Hauled.,2024AR_Rivas Dairy_41198 W Valeria Ave_Fresno,fresno_madera,generic_r5,2,25,26,manure,R5-2007-0035_software
River Oaks Dairy,3621 E. Mt. Whitney Laton Ca 93242,"(36.427626393935, -119.735407316934)",Rodrigues Bros Inc,10071 6Th Avenue Hanford 93230,Rodrigues Bros Inc. 10071 6Th Avenue Hanford 93230,10071 6Th Avenue Hanford 93230,,Broker,Broker,,"(36.327387507226, -119.56385859268)",,,,False,,,208.22,(If,,(If Amount Reported In Cubic Yards),Enter The Amount Of Process Wastewater Hauled In Gallons And The Method Used To Determine The,2024AR_River Oaks Dairy_3621 E Mt. Whitney Ave_Fresno,fresno_madera,innovative_ag,1,49,50,manure,R5-2013-0122_general_order
River Ranch Dairy,6155 Jackson Ave. Hanford 93230,"(36.254587995938, -119.566094968266)",Ti Inc,13802 Avenue 352 Visalia 93292,Inc 13802 Avenue 352 Visalia 93292 (559) 972-1475,13802 Avenue 352 Visalia 93292,,Broker,Broker,,"(36.430257389522, -119.264641245485)",,,,False,,,6967.24,(If,,(If Amount Reported In Cubic Yards),Enter The Amount Of Process Wastewater Hauled In Gallons And The Method Used To Determine The,2024AR_River Ranch Dairy_6155 Jackson Ave_Kings,kings,innovative_ag,2,59,60,manure,R5-2013-0122_general_order
Rocky Road Dairy,8609 Avenue 368 Ave Dinuba Tulare 93618,"(36.456780161921, -119.378170855054)",Wmj Farms,9257 Ave. 416 Ave Dinuba Ca 93618,Wmj Farms (559) 591-4907,9257 Ave. 416 Dinuba 93618,Tulare,Broker,Broker,,"(36.545012391426, -119.366190433207)",11/01/2024,,11/1/2024,False,,,2475.0,63.4 %,,,Truck Loads,2024AR_Rocky Road Dairy_8715 Ave 368_Tulare,tulare_east,generic_r5,1,79,80,manure,R5-2007-0035_software
