Source PDF,Street no,Rest of PDF,County,Manifest Number,Is Duplicate,Start Page,End Page,Manifest Type,DONE,Origin Dairy Name,Origin Dairy Address,Hauler Name,Hauler Address,Destination Name,Destination Contact Address,Destination Address,Destination Nearest Cross Street,Destination Assessor Parcel Number,Destination Type (Standardized),First Haul Date,Last Haul Date,Unique Hauling Days Mentioned,Total Process Wastewater Exports (Gallons),Total Manure Amount (tons),Manure Solids (%),Manure Moisture (%),Total Manure Amount (cubic yards),Manure Density,Method Used to Determine Volume of Manure,Method Used to Determine Volume of Wastewater,Manure Number of Hauls,Manure Mass per Haul (tons),Manure Volume per Haul (cubic yards),Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Is Pipeline,Parameter Template
1500 Fulkerth Rd Crows Landing 2024 Dairy AR,1500.0, Fulkerth Rd Crows Landing 2024 Dairy AR,rancho_cordova,13,,39,40,wastewater,x,Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003 ",Farmer,2024-08-14,2024-08-28,,5113210.0,,,,,,,Pd,,,,,,,,False,R5-2007-0035_general_order
1500 Fulkerth Rd Crows Landing 2024 Dairy AR,1500.0, Fulkerth Rd Crows Landing 2024 Dairy AR,rancho_cordova,14,,41,42,wastewater,x,Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003 ",Farmer,2024-12-24,2024-12-28,,3846349.0,,,,,,,Pd,,,,,,,,False,R5-2007-0035_general_order
1500 Fulkerth Rd Crows Landing 2024 Dairy AR,1500.0, Fulkerth Rd Crows Landing 2024 Dairy AR,rancho_cordova,15,,43,44,wastewater,x,Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,F&A Lagoon Management,2930 Geek Rd. Tuklock 95380,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,"058-001-015,022-037-004,058-002-003",,2024-11-13,2024-11-15,,2220000.0,,,,,,,@ 10000 Gallons Per Load,,,,10000.0,,,,False,R5-2007-0035_general_order
1581 E Roosevelt Rd El Nido 2024 Dairy AR,1581.0, E Roosevelt Rd El Nido 2024 Dairy AR,rancho_cordova,1,,65,66,manure,x,DCB Farming LLC,1581 E Roosevelt Rd El Nido Merced 95317,Kenneth R Stone Spreading Services,5175 Shaw Ave Winton CA 95388,Rogero Ranch (209) 631-2349,2941 S State Hwy 59 Merced CA 95341,,,0075-0030-0030-0000 Merced,Farmer,,2024-04-15,,,1800.0,75.8,,,,Number Of Loads Multiplied By Load Weight,,,,,,,,,False,R5-2007-0035_software
1622 Kniebes Rd Gustine 2024 Dairy AR,1622.0, Kniebes Rd Gustine 2024 Dairy AR,rancho_cordova,1,,72,73,manure,x,Pires Dairy Farms,1622 Kniebes Rd Gustine CA 95322,Gibs Hinds Manure Spreading,19075 W Third Ave. Stevinson CA 95374,Gibs Hinds Manure Spreading 19075 W. Third Ave. Stevinson CA. 95374,Gibs Hinds Manure Spreading 19075 W. Third Ave. Stevinson CA. 95374,19075 W. Third Ave. Stevinson CA. 95374,,,Composting Facility,,2024-10-17,,,22000.0,82.5,,,,Number Of Truckloads X Average Truck Weight,,,,,,,,,False,R5-2007-0035_general_order
"1707 S Mitchell Rd, Turlock 2024 Dairy AR",1707.0," S Mitchell Rd, Turlock 2024 Dairy AR",rancho_cordova,1,,31,32,manure,x,John Brasil Dairy #3,1707 S. Mitchell Road Turlock CA 95380,John Brasil Dairy #1,2613 S. Mitchell Road Turlock CA 95380,Jb Farms 8400 W. Linwood Avenue Turlock 95380 (209) 656-9005,Jb Farms 8400 W. Linwood Avenue Turlock 95380 (209) 656-9005,9730 W. Bradbury Road Turlock 95380,,,Farmer,,2024-05-23,,,1000.0,93.7,,,,Number Of Truckloads X Average Truck Weight,,,,,,,,,False,R5-2007-0035_general_order
"1730 S. Healy Rd, Merced 2024 Dairy AR",1730.0," S. Healy Rd, Merced 2024 Dairy AR",rancho_cordova,1,,45,46,manure,x,Nunes Dairy,1730 S. Healy Rd Merced CA 95340,Alp Custom Spreading INC.,Po Box 218 Newman CA 95341,Rossow Farms 7745 E. Sandy Mush Merced 95340,Rossow Farms 7745 E. Sandy Mush Merced 95340,Mariposa Road Merced 95340,,,Farmer,,2024-05-11,,,1200.0,84.5,,,,Number Of Truckloads X Average Truck Weight,,,,,,,,,False,R5-2007-0035_general_order
"1730 S. Healy Rd, Merced 2024 Dairy AR",1730.0," S. Healy Rd, Merced 2024 Dairy AR",rancho_cordova,2,,47,48,manure,x,Nunes Dairy,1730 S. Healy Rd Merced CA 95340,Alp Custom Spreading INC.,Po Box 218 Newman CA 95341,Rossow Farms 7745 E. Sandy Mush Merced 95340,Rossow Farms 7745 E. Sandy Mush Merced 95340,Mariposa Road Merced 95340,,,Farmer,,2024-10-13,,,1300.0,84.5,,,,Number Of Truckloads X Average Truck Weight,,,,,,,,,False,R5-2007-0035_general_order
1763 S Hewitt Rd Linden 2024 Dairy AR,1763.0, S Hewitt Rd Linden 2024 Dairy AR,rancho_cordova,1,,106,107,manure,x,Bwc Weststeyn Dairy Lp,1763 S. Hewitt Road Linden CA 95236,Bwc Weststeyn Dairy Lp,1763 S. Hewitt Road Linden CA 95236,The Scott's Company 23390 E. Flood Street Linden CA 95236 209-887-3845,The Scott's Company 23390 E. Flood Street Linden CA 95236 209-887-3845,23390 E. Flood Street Linden CA 95236,,,Fertilizer Company,2024-02-27,2024-12-11,,,7506.0,,28.3,,,278 Loads At 27 Ton Per Load,,278.0,27.0,,,,,,False,R5-2007-0035_general_order
1763 S Hewitt Rd Linden 2024 Dairy AR,1763.0, S Hewitt Rd Linden 2024 Dairy AR,rancho_cordova,2,,108,109,manure,x,Bwc Weststeyn Dairy Lp,1763 S. Hewitt Road Linden CA 95236,Bwc Weststeyn Dairy Lp,1763 S. Hewitt Road Linden CA 95236,Dondero Farms 1776 Murray Road Linden CA 95236 209-401-9785,Dondero Farms 1776 Murray Road Linden CA 95236 209-401-9785,22807 E. Milton Road Linden CA 95236 093-110-01,,093-100-13,Farmer,2024-08-12,2024-09-22,,,6858.0,,44.2,,,254 Loads At 27 Ton Per Load,,254.0,27.0,,,,,,False,R5-2007-0035_general_order
1901 N Hayden Rd Le Grand 2024 Dairy AR,1901.0, N Hayden Rd Le Grand 2024 Dairy AR,rancho_cordova,1,,125,126,manure,x,Hillcrest Dairy Llc,1901 N Hayden Rd Le Grand Merced 95333,Silva & Sons Custom Spreading,P.O. Box 1261 Hilmar Ca 95324,Press Ranch,10310 Reese Rd Planada CA 95365,,,0053-0080-0012-0000 Merced,Farmer,,2024-08-13,,,1440.0,88.6,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_software
1901 N Hayden Rd Le Grand 2024 Dairy AR,1901.0, N Hayden Rd Le Grand 2024 Dairy AR,rancho_cordova,2,,127,128,manure,x,Hillcrest Dairy Llc,1901 N Hayden Rd Le Grand Merced 95333,Silva & Sons Custom Spreading,P.O. Box 1261 Hilmar Ca 95324,Press Ranch,10310 Reese Rd Planada CA 95365,,,0053-0080-0028-0000 Merced,Farmer,,2024-08-14,,,1296.0,88.6,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_software
1901 N Hayden Rd Le Grand 2024 Dairy AR,1901.0, N Hayden Rd Le Grand 2024 Dairy AR,rancho_cordova,3,,129,130,manure,x,Hillcrest Dairy Llc,1901 N Hayden Rd Le Grand Merced 95333,Silva & Sons Custom Spreading,P.O. Box 1261 Hilmar Ca 95324,Press Ranch,10310 Reese Rd Planada CA 95365,,,0053-0080-0028-0000 Merced,Farmer,,2024-08-15,,,960.0,88.6,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_software
1901 N Hayden Rd Le Grand 2024 Dairy AR,1901.0, N Hayden Rd Le Grand 2024 Dairy AR,rancho_cordova,4,,131,132,manure,x,Hillcrest Dairy Llc,1901 N Hayden Rd Le Grand Merced 95333,Silva & Sons Custom Spreading,P.O. Box 1261 Hilmar Ca 95324,Press Ranch,10310 Reese Rd Planada CA 95365,,,0053-0080-0012-0000 Merced,Farmer,,2024-08-15,,,480.0,88.6,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_software
1901 N Hayden Rd Le Grand 2024 Dairy AR,1901.0, N Hayden Rd Le Grand 2024 Dairy AR,rancho_cordova,5,,133,134,manure,x,Hillcrest Dairy Llc,1901 N Hayden Rd Le Grand Merced 95333,Silva & Sons Custom Spreading,P.O. Box 1261 Hilmar Ca 95324,Frank Silva,19615 Geer Ave Hilmar CA 95324,19615 Geer Ave Hilmar 95324,Merced,,Farmer,,2024-08-24,,,1824.0,88.6,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_software
1901 N Hayden Rd Le Grand 2024 Dairy AR,1901.0, N Hayden Rd Le Grand 2024 Dairy AR,rancho_cordova,6,,135,136,manure,x,Hillcrest Dairy Llc,1901 N Hayden Rd Le Grand Merced 95333,Silva & Sons Custom Spreading,P.O. Box 1261 Hilmar Ca 95324,Frank Silva,19615 Geer Ave Hilmar CA 95324,19615 Geer Ave Hilmar 95324,Merced,,Farmer,,2024-08-26,,,2232.0,88.6,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_software
1901 N Hayden Rd Le Grand 2024 Dairy AR,1901.0, N Hayden Rd Le Grand 2024 Dairy AR,rancho_cordova,7,,137,138,manure,x,Hillcrest Dairy Llc,1901 N Hayden Rd Le Grand Merced 95333,Silva & Sons Custom Spreading,P.O. Box 1261 Hilmar Ca 95324,Frank Silva,19615 Geer Ave Hilmar CA 95324,19615 Geer Ave Hilmar 95324,Merced,,Farmer,,2024-08-27,,,1568.0,88.6,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_software
1933 Hall Rd Denair 2024 Dairy AR,1933.0, Hall Rd Denair 2024 Dairy AR,rancho_cordova,1,,45,46,manure,x,D+M Ag,1933 Hall Ro. Denair 95316,Johnson Farms,P.O. Box 868 Denair 95316,Johnson Farms,P.O. Box 868 Denair 95316,4618 N. Montpelier Rd. Denair 95316,,,Farmer,,2024-01-03,,,1200.0,,11.6,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
1933 Hall Rd Denair 2024 Dairy AR,1933.0, Hall Rd Denair 2024 Dairy AR,rancho_cordova,2,,48,49,manure,x,D+M Ag,1933 Hall Ro. Denair 95316,Johnson Farms,P.O. Box 868 Denair 95316,Johnson Farms,P.O. Box 868 Denair 95316,4618 N. Montpelier Rd. Denair 95316,,,Farmer,,2024-02-16,,,1500.0,,82.8,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
1933 Hall Rd Denair 2024 Dairy AR,1933.0, Hall Rd Denair 2024 Dairy AR,rancho_cordova,3,,51,52,manure,x,D+M Ag,1933 Hall Rd. Denair 95316,Johnson Farms,P.O. Box 868 Denair 95316,Johnson Farms,P.O. Box 868 Denair 95316,4618 N. Montpelier Ro. Denair 95316,,,Farmer,,2024-03-06,,,925.0,,11.6,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
1933 Hall Rd Denair 2024 Dairy AR,1933.0, Hall Rd Denair 2024 Dairy AR,rancho_cordova,4,,54,55,manure,x,D+M Ag,1933 Hall Rd. Denair 95316,Johnson Farms,P.O. Box 868 Denair 95316,Johnson Farms,P.O. Box 868 Denair 95316,4618 N. Montpelier Rd. Denair 95316,,,Farmer,,2024-04-09,,,1125.0,,82.8,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
1933 Hall Rd Denair 2024 Dairy AR,1933.0, Hall Rd Denair 2024 Dairy AR,rancho_cordova,5,,57,58,manure,x,D+M Ag,1933 Hall Ro. Denair 95316,Johnson Farms,P.O. Box 868 Denair 95316,Johnson Farms,P.O. Box 868 Denair 95316,4618 N. Montpelier Rd. Denair 95316,,,Farmer,,2024-05-14,,,1050.0,,11.6,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
1933 Hall Rd Denair 2024 Dairy AR,1933.0, Hall Rd Denair 2024 Dairy AR,rancho_cordova,6,,60,61,manure,x,D+M Ag,1933 Hall Rd. Denaiir 95316,Johnson Farms,P.O. Box 868 Denair 95316,Johnson Farms,P.O. Box 868 Denair 95316,4618 N. Montpelier Rd. Denair 95316,,,Farmer,,2024-05-29,,,975.0,,11.6,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
1933 Hall Rd Denair 2024 Dairy AR,1933.0, Hall Rd Denair 2024 Dairy AR,rancho_cordova,7,,63,64,manure,x,D+M Ag,1933 Hall Rd. Denair 95316,Johnson Farms,P.O. Box 868 Denair 95316,Johnson Farms,P.O. Box 868 Denair 95316,4618 N. Montpelier Rd. Denair 95316,,,Farmer,,2024-07-03,,,375.0,,76.3,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
1933 Hall Rd Denair 2024 Dairy AR,1933.0, Hall Rd Denair 2024 Dairy AR,rancho_cordova,8,,66,67,manure,x,D+M Ag,1933 Hall Ro. Denair 95316,Johnson Farms,P.O. Box 868 Denair 95316,Johnson Farms,P.O. Box 868 Denair 95316,4618 N. Montpelier Rd. Denair 95316,,,Farmer,,2024-10-22,,,975.0,,38.0,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
1933 Hall Rd Denair 2024 Dairy AR,1933.0, Hall Rd Denair 2024 Dairy AR,rancho_cordova,9,,69,70,manure,x,D+M Ag,1933 Hall Rd. Denair 95316,Johnson Farms,P.O. Box 868 Denair 95316,Johnson Farms,P.O. Box 868 Denair 95316,4618 N. Montpelier Rd. Denair 95316,,,Farmer,,2024-11-12,,,675.0,,76.3,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
1980 County Rd QQ Willows 2024 Dairy AR,1980.0, County Rd QQ Willows 2024 Dairy AR,rancho_cordova,1,,33,34,manure,x,Couto Dairy,1980 County Road Qq Willows Glenn 95988,Cc Farms,1980 County Road Qq Willows CA 95988,Dunlop Farms,6828 County Road 45 Willows CA 95988,1980 County Road Qq Willows 95988,County Road Qq Glenn,0001-0001-0001-0001 Glenn,Farmer,,2024-07-29,,,630.0,20.0,,,,Amount Reported By Cc Farms.,,,,,,,,,False,R5-2007-0035_software
1980 County Rd QQ Willows 2024 Dairy AR,1980.0, County Rd QQ Willows 2024 Dairy AR,rancho_cordova,2,,35,36,wastewater,x,Couto Dairy,1980 County Road Qq Willows Glenn 95988,Cc Farms,1980 County Road Qq Willows Ca,Joey Couto,1962 County Road Qq Willows CA 95988,1980 County Road Qq Willows 95988,County Road Qq Glenn,0001-0001-0001-0001 Glenn,Farmer,,2024-12-31,,2500000.0,,,,,,,Estimated Annual Total To Independent Couto Farming Field.,,,,,,,,False,R5-2007-0035_software
1980 County Rd QQ Willows 2024 Dairy AR,1980.0, County Rd QQ Willows 2024 Dairy AR,rancho_cordova,3,,37,38,manure,x,Couto Dairy,1980 County Road Qq Willows Glenn 95988,Cc Farms,1980 County Road Qq Willows Ca 95988,Couto Dairy #2,2187 County Road S Willows CA 95988,1980 County Road Qq Willows 95988,County Road Qq Glenn,0019-0184-0002-0001 Glenn,Farmer,,2024-10-01,,,308.0,57.3,,,,Amount Reported By Cc Farms.,,,,,,,,,False,R5-2007-0035_software
2207 Roberts Rd Ceres 2024 Dairy AR,2207.0, Roberts Rd Ceres 2024 Dairy AR,rancho_cordova,1,,172,173,manure,x,Double D Dairy,2207 Roberts Rd. Ceres 95307,Dores Ag Services,P.O. Box 65 Stevinson 95374,Phil Dores,P.O. Box 65 Stevinson 95374,23234 Second Ave. Stevinson 95374,,,Broker,,2024-04-29,,,5980.0,22.8,,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
2207 Roberts Rd Ceres 2024 Dairy AR,2207.0, Roberts Rd Ceres 2024 Dairy AR,rancho_cordova,2,,174,175,manure,x,Double D Dairy,2207 Roberts Rd. Ceres 95307,Dores Ag Services,P.O. Box 65 Stevinson 95374,Phil Dores,P.O. Box 65 Stevinson 95374,23234 Second Ave. Stevinson 95374,,,Broker,,2024-09-12,,,4250.0,22.8,,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
2248 W Service Rd Modesto 2024 Dairy AR,2248.0, W Service Rd Modesto 2024 Dairy AR,rancho_cordova,1,,18,19,manure,x,Borba & Sons,2248 W. Service Road Modesto CA 95358,J & F Fertilizer,1275 North Ave. Gustine CA 95322,MB Lucky Lady 2323 W. Keyes Road Modesto CA 95358,MB Lucky Lady 2323 W. Keyes Road Modesto CA 95358 209-531-0202,2323 W. Hatch Road Modesto CA,,017-041-015,,,2024-10-14,,,750.0,,4.3,,,75 Loads At 10 Ton Per Load,,75.0,10.0,,,,,,False,R5-2007-0035_general_order
2306 W Fulkerth Rd Crows Landing 2025 Dairy AR,2306.0, W Fulkerth Rd Crows Landing 2025 Dairy AR,rancho_cordova,1,,34,35,manure,x,Edelweiss Dairy,2306 W. Fulkerth Rd Crows Landing 95313,JF Fertilizer,900 Meredith Ave Gustine 95322,Wendel Trinkler Jr.,Po Box 10 Ceres 95307,,,"022-001-002,022-001-004,022-001-005,022-003-002,022-004-001,022-004-002",,,2024-05-24,,,396.0,73.8,,,,12 Tons Per Load,,,12.0,,,,,,False,R5-2007-0035_general_order
2306 W Fulkerth Rd Crows Landing 2025 Dairy AR,2306.0, W Fulkerth Rd Crows Landing 2025 Dairy AR,rancho_cordova,2,,36,37,wastewater,x,Edelweiss Dairy,2306 W. Fulkerth Rd Crows Landing 95313,,,Wendel Trinkler Jr.,Po Box 10 Ceres 95307,,,022-003-007,,,2024-01-09,,2751800.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
2306 W Fulkerth Rd Crows Landing 2025 Dairy AR,2306.0, W Fulkerth Rd Crows Landing 2025 Dairy AR,rancho_cordova,3,,38,39,wastewater,x,Edelweiss Dairy,2306 W. Fulkerth Rd Crows Landing 95313,,,Wendel Trinkler Jr.,Po Box 10 Ceres 95307,,,022-003-007,,,2024-02-28,,1748000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
2306 W Fulkerth Rd Crows Landing 2025 Dairy AR,2306.0, W Fulkerth Rd Crows Landing 2025 Dairy AR,rancho_cordova,4,,40,41,wastewater,x,Edelweiss Dairy,2306 W. Fulkerth Rd Crows Landing 95313,,,Wendel Trinkler Jr.,Po Box 10 Ceres 95307,,,022-003-007,,,2024-11-07,,1890750.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
2306 W Fulkerth Rd Crows Landing 2025 Dairy AR,2306.0, W Fulkerth Rd Crows Landing 2025 Dairy AR,rancho_cordova,5,,42,43,wastewater,x,Edelweiss Dairy,2306 W. Fulkerth Rd Crows Landing 95313,,,Wendel Trinkler Jr.,Po Box 10 Ceres 95307,,,022-003-007,,,2024-12-29,,2020400.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
"2472 Gates Rd, Modesto 2024 Dairy AR",2472.0," Gates Rd, Modesto 2024 Dairy AR",rancho_cordova,1,,23,24,manure,x,Roest Family Dairy,2472 Gates Road Modesto CA 95358,Avila Spreading Service,P.O. Box 580742 Modesto CA 95358,Avila Spreading Service P.O. Box 580742 Modesto 95358,Avila Spreading Service P.O. Box 580742 Modesto 95358,Paradise & Baker Road Stanislaus County,,,Broker,,2024-05-25,,,1200.0,74.6,,,,Number Of Truckloads X Average Truck Weight,,,,,,,,,False,R5-2007-0035_general_order
"2472 Gates Rd, Modesto 2024 Dairy AR",2472.0," Gates Rd, Modesto 2024 Dairy AR",rancho_cordova,2,,25,26,manure,x,Roest Family Dairy,2472 Gates Road Modesto CA 95358,Avila Spreading Service,P.O. Box 580742 Modesto CA 95358,Melvin Wheeler & Sons,5301 Woodland Ave Modesto 95358,,,"0012-0047-0005-0000,0017-0021-0026-000",Farmer,,2024-07-27,,,1300.0,74.6,,,,Number Of Truckloads X Average Truck Weight,,,,,,,,,False,R5-2007-0035_general_order
"2472 Gates Rd, Modesto 2024 Dairy AR",2472.0," Gates Rd, Modesto 2024 Dairy AR",rancho_cordova,3,,27,28,manure,x,Roest Family Dairy,2472 Gates Road Modesto CA 95358,Avila Spreading Service,P.O. Box 580742 Modesto CA 95358,Melvin Wheeler & Sons,5301 Woodland Ave Modesto 95358,Apn# Stanislaus County,,"0012-0048-0003-0000,0012-0048-0004-000",Farmer,,2024-08-10,,,1300.0,74.6,,,,Number Of Truckloads X Average Truck Weight,,,,,,,,,False,R5-2007-0035_general_order
"2472 Gates Rd, Modesto 2024 Dairy AR",2472.0," Gates Rd, Modesto 2024 Dairy AR",rancho_cordova,4,,29,30,manure,x,Roest Family Dairy,2472 Gates Road Modesto CA 95358,Avila Spreading Service,P.O. Box 580742 Modesto CA 95358,Melvin Wheeler & Sons,5301 Woodland Ave Modesto 95358,Apn# Stanislaus County,,0012-0001-0001-0000,Farmer,,2024-10-25,,,1300.0,74.6,,,,Number Of Truckloads X Average Truck Weight,,,,,,,,,False,R5-2007-0035_general_order
"2472 Gates Rd, Modesto 2024 Dairy AR",2472.0," Gates Rd, Modesto 2024 Dairy AR",rancho_cordova,5,,31,32,manure,x,Roest Family Dairy,2472 Gates Road Modesto CA 95358,Avila Spreading Service,P.O. Box 580742 Modesto CA 95358,Melvin Wheeler & Sons,5301 Woodland Ave Modesto 95358,Apn# Stanislaus County,,0012-0044-0027-0000,Farmer,,2024-11-20,,,1800.0,74.6,,,,Number Of Truckloads X Average Truck Weight,,,,,,,,,False,R5-2007-0035_general_order
2510 W Turlock Rd Snelling 2024 Dairy AR,2510.0, W Turlock Rd Snelling 2024 Dairy AR,rancho_cordova,1,,48,49,manure,x,Fagundes Brothers Dairy #1,2510 Turlock Road Snelling CA 95369,Kenneth Stone & Family Spreading LLC,5175 W. Shaw Ave Winton CA 95388,Fagundes Dairy Po Box 2717 Merced 95344,Fagundes Dairy Po Box 2717 Merced 95344 (209) 383-6020,14478 Cox Ferry Road Snelling 95369 Merced County,,,Farmer,,2024-05-15,,,6200.0,25.9,,,,Number Of Truckloads X Average Truck Weight,,,,,,,,,False,R5-2007-0035_general_order
"2613 S Mitchell Rd, Turlock 2024 Dairy AR",2613.0," S Mitchell Rd, Turlock 2024 Dairy AR",rancho_cordova,1,,47,48,manure,x,John Brasil Dairy #1,2613 S. Mitchell Road Turlock CA 95380,John Brasil Dairy #1,2613 S. Mitchell Road Turlock CA 95380,JB Farms 8400 W. Linwood Avenue Turlock 95380,JB Farms 8400 W. Linwood Avenue Turlock 95380,9730 Bradbury Road Turlock 95380,,,Farmer,,2024-10-22,,,1300.0,91.65,,,,Number Of Truckloads X Average Truck Weight,,,,,,,,,False,R5-2007-0035_general_order
"2613 S Mitchell Rd, Turlock 2024 Dairy AR",2613.0," S Mitchell Rd, Turlock 2024 Dairy AR",rancho_cordova,2,,49,50,manure,x,John Brasil Dairy #1,2613 S. Mitchell Road Turlock CA 95380,John Brasil Dairy #1,2613 S. Mitchell Road Turlock CA 95380,JB Farms 8400 W. Linwood Avenue Turlock 95380,JB Farms 8400 W. Linwood Avenue Turlock 95380,9730 Bradbury Road Turlock 95380,,,Farmer,,2024-05-18,,,1500.0,93.68,,,,Number Of Truckloads X Average Truck Weight,,,,,,,,,False,R5-2007-0035_general_order
2720 Kenney Ave Winton 2024 Dairy AR,2720.0, Kenney Ave Winton 2024 Dairy AR,rancho_cordova,1,,19,20,manure,x,Antonio Cardoso Dairy,2720 Kenney Ave. Winton 95388,Stone Spreading,5175 Shaw Ave. Winton 95388,5175 Shaw Ave. Winton 95388,5175 Shaw Ave. Winton 95388,5175 Shaw Ave. Winton 95388,,,Composting Facility,2024-01-16,2024-05-23,,,9392.0,9.5,,,,Hauler's Estimation,,,,,,,,,False,R5-2007-0035_general_order
2743 Baker Rd Modesto 2024 Dairy AR,2743.0, Baker Rd Modesto 2024 Dairy AR,rancho_cordova,1,,67,68,manure,x,Diamond O Dairy,2743 Baker Road Modesto CA 95358,Avila Spreading Service,Po Box 580742 Modesto CA 95358,Bizzini Ranch 7519 Paradise Road Modesto CA 95358,Bizzini Ranch 7519 Paradise Road Modesto CA 95358,7519 Paradise Road Modesto CA,,017-001-012,,,2024-03-22,,,460.0,,61.1,,,46 Loads At 10 Ton Per Load,,46.0,10.0,,,,,,False,R5-2013-0122_general_order
2743 Baker Rd Modesto 2024 Dairy AR,2743.0, Baker Rd Modesto 2024 Dairy AR,rancho_cordova,2,,70,71,manure,x,Diamond O Dairy,2743 Baker Road Modesto CA 95358,Avila Spreading Service,Po Box 580742 Modesto CA 95358,Avila Spreading Service,Po Box 580742 Modesto CA 95358,7243 Paradise Road Modesto CA,,017-002-007,,,2024-03-22,,,740.0,,61.1,,,74 Loads At 10 Ton Per Load,,74.0,10.0,,,,,,False,R5-2013-0122_general_order
2743 Baker Rd Modesto 2024 Dairy AR,2743.0, Baker Rd Modesto 2024 Dairy AR,rancho_cordova,3,,73,74,wastewater,x,Diamond O Dairy,2743 Baker Road Modesto CA 95358,Vierra Bros. Liquid Spreading,6960 Crane Road Oakdale CA 95361,Carl Ott & Sons,2437 Baker Road Modesto 95358,2437 Baker Road Modesto CA 95358 Stanislaus County,,017-037-005,,,2024-09-25,,161500.0,,,,,,,Haulers Load Count-17 Loads At 9500 Gallons Per Load.,,,,9500.0,17.0,,,False,R5-2007-0035_general_order
"2800 White Rd, Turlock 2024 Dairy AR",2800.0," White Rd, Turlock 2024 Dairy AR",rancho_cordova,1,,41,42,manure,x,Manuel & Maria Silva Dairy #2,2800 White Rd. Turlock 95380,Holsapple's Manure Spreading,19085 Bradbury Rd. Turlock 95380,John Alameda,P.O. Box 862 Hilmar 95324,West Of Lander Ave. On Fowler Rd. Turlock 95380,,,Farmer,2024-09-24,2024-09-25,,,1440.0,15.2,,,,60 Loads Hauled @ 24 Tons Per Load,,60.0,24.0,,,,,,False,R5-2007-0035_general_order
2892 N Gurr Rd Atwater 2024 Dairy AR,2892.0, N Gurr Rd Atwater 2024 Dairy AR,rancho_cordova,1,,25,26,wastewater,x,D Barcellos Dairy,2892 N Gurr Rd Atwater Merced 95301,Dallas Barcellos,2892 N Gurr Rd Atwater Ca 95301,Albert Barcellos,3026 Gurr Rd Atwater CA 95301,Atwater 95301,Gurr Rd Keith Moss Land Merced,,Farmer,,2024-10-27,,576000.0,,,,,,,Hours Pumped X 1200 Gpm,,,,,,,1200.0,False,R5-2007-0035_software
"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",3107.0," S Prairie Flower Rd, Turlock 2024 Dairy AR",rancho_cordova,1,,142,143,manure,x,G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,Joshua Holsapple Fertilizer Spreading,400 N Central Ave Turlock Ca 95380,Joshua Holsapple,400 N Central Ave Turlock CA 95380,400 N Central Ave Turlock 95380,Stanislaus,,Farmer,,2024-01-11,,,47.3,64.9,,,,Hauler'S Calculations,,,,,,,,,False,R5-2007-0035_software
