Origin Dairy Name,Origin Dairy Address,Hauler Name,Hauler Address,Destination Name,Destination Address,Destination Type,Haul Date,Total Process Wastewater Exports (Gallons),Total Manure Amount (tons),Manure Solids (%),Manure Density,Method Used to Determine Volume of Manure,Method Used to Determine Volume of Wastewater,Source PDF,Manifest Number,Origin Dairy Address (Geocoded),Destination Address (Geocoded)
Double Diamond Dairy,,Double Diamond Dairy,,Chamberlain Ranch,505 E Washington Rd El Nido 95317,Farmer,10/13/2024,,1758.0,,,Number Of Loads Multiplied By Load Weight.,,505 E Washington Rd El Nido 2024 Dairy AR,3,,"(37.111988713551, -120.483451271655)"
Double Diamond Dairy,,Double Diamond Dairy,,Dos Palos Ranch,505 E Washington Rd El Nido 95317,Farmer,10/01/2024,,1554.0,,,Number Of Loads Multiplied By Load Weight.,,505 E Washington Rd El Nido 2024 Dairy AR,4,,"(37.111988713551, -120.483451271655)"
Double Diamond Dairy,,Double Diamond Dairy,,Dos Palos Ranch,505 E Washington Rd El Nido 95317,Farmer,10/07/2024,,864.0,,,Number Of Loads Multiplied By Load Weight.,,505 E Washington Rd El Nido 2024 Dairy AR,5,,"(37.111988713551, -120.483451271655)"
Bar Mac Dairy,,Five Star Custom Spreading Inc.,,Five Star Custom Spreading,3410 S Hunt Rd Gustine 95322,Composting Facility,05/15/2024,,2800.0,,,Number Of Loads Multiplied By Load Weight,,5070 S Hunt Rd Gustine 2024 Dairy AR,1,,"(37.23988519853, -120.993873468132)"
Bar Mac Dairy,,J&F Fertilizer,,J&F Fertilizer,900 Meredith Gustine 95322,Composting Facility,06/01/2024,,5500.0,,,Number Of Loads Multiplied By Load Weight,,5070 S Hunt Rd Gustine 2024 Dairy AR,2,,"(37.24919296673, -121.003727736419)"
Bar Mac Dairy,,J&F Fertilizer,,J&F Fertilizer,900 Meredith Gustine 95322,Composting Facility,12/05/2024,,7900.0,,,Number Of Loads Multiplied By Load Weight,,5070 S Hunt Rd Gustine 2024 Dairy AR,3,,"(37.24919296673, -121.003727736419)"
Hath Dairy,,Stone Family Spreading,,Lewis Farms,Address City Zip Code,Farmer,08/30/2024,,600.0,,,Number Of Loads Multiplied By Load Weight,,508 W Roosevelt Rd El Nido 2024 Dairy AR,1,,"(38.2964476, -76.5088295)"
Hath Dairy,,Silva And Sons Custom Spreading,,Fagundes Feed & Cattle,1021 W El Nido Rd El Nido 95317,Farmer,11/11/2024,,1520.0,,,Number Of Loads Multiplied By Load Weight,,508 W Roosevelt Rd El Nido 2024 Dairy AR,2,,"(37.134685440517, -120.510670496389)"
,515 F. Stuhr Road Newman Ca 95360,A L P Custom Spreading Inc,P.O.Box,John Azevedo 1337 Magnolia Ave Patterson Ca 95363,Stuhr Road Newman Ca 85340 Assessor'S Parcel,,6/3/24,,504.0,,,Enter Of Manure 40 Loads X 12 Tons Each 480 Total,Written Agreement,519 E Stuhr Rd Newman 2024 Dairy AR,1,"(37.33317083555, -121.019162927297)","(37.317156, -121.023357)"
Art Silva Dairy,,Dores Ag Services,,Dores Ag Services,Stevinson 95374,Broker,06/05/2024,,4654.0,,,Tons X Loads,,5201 Milnes Rd Modesto 2024 Dairy AR,1,,"(37.3277179, -120.8531872)"
Art Silva Dairy,,Dores Ag Services,,Dores Ag Services,Stevinson 95374,Broker,10/10/2024,,3536.0,,,Tons X Loads,,5201 Milnes Rd Modesto 2024 Dairy AR,2,,"(37.3277179, -120.8531872)"
Art Silva Dairy,,Dores Ag Services,,Art Silva Dairy #3,Modesto 95357,Farmer,10/31/2024,,320.0,,,Tons Per Load,,5201 Milnes Rd Modesto 2024 Dairy AR,3,,"(37.667292, -120.896204)"
Eugenio Azevedo Dairy #1,,Cardoso Farm Services,,Cardoso Farm Services,Hilmar 95324,Broker,09/19/2024,,3200.0,,,An Average Of Scale Weighed Trucks Multiplied By The Total Number Or Trucks Hauled.,,5217 Oak Ave Merced 2024 Dairy AR,1,,"(37.397197, -120.874568)"
Eugenio Azevedo Dairy #1,,Cardoso Farm Services,,Cardoso Farm Services,Hilmar 95324,Broker,07/03/2024,,2600.0,,,An Average Of Scale Weighed Trucks Multiplied By The Total Number Or Trucks Hauled.,,5217 Oak Ave Merced 2024 Dairy AR,2,,"(37.397197, -120.874568)"
Eugenio Azevedo Dairy #1,,Cardoso Farm Services,,Cardoso Farm Services,Hilmar 95324,Broker,05/30/2024,,2250.0,,,An Average Of Scale Weighed Trucks Multiplied By The Total Number Or Trucks Hauled.,,5217 Oak Ave Merced 2024 Dairy AR,3,,"(37.397197, -120.874568)"
Borba Dairy Farms,Contact Person Name And Phone,5-Star Custom Spreading,P.O. Box 488 Gustine Ca 95322,Hills Ferry Ranch P.O. Box 922 Hilmar 95324,Apn 0049-0380-0004-0000 Merced,Farmer,10/30/24,,2500.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"5297 Kelley Rd, Hilmar 2024 Dairy AR",1,"(38.1302, -121.24717)","(37.306968, -120.481971)"
Langworth Dairy,,Caton Ag Inc.,14303 Campbell Rd. Escalon 95361,Same,Same,,May 2024,,3325.0,,,The,Written Agreement,5306 Langworth Rd Oakdale 2024 Dairy AR,1,,"(36.374105693, -119.27023)"
Homen Dairy Farms,,Kenneth R Stone Spreading Services,,Stones Family Spreading,5175 W Shaw Ave Winton 95388,Broker,03/27/2024,,4350.0,,,Number Of Loads Multiplied By Load Weight.,,5511 W Sandy Mush Rd Merced 2024 Dairy AR,1,,"(37.425366280333, -120.579112088577)"
Homen Dairy Farms,,Kenneth R Stone Spreading Services,,Stones Family Spreading,5175 W Shaw Ave Winton 95388,Broker,04/24/2024,,5125.0,,,Number Of Loads Multiplied By Load Weight.,,5511 W Sandy Mush Rd Merced 2024 Dairy AR,2,,"(37.425366280333, -120.579112088577)"
Homen Dairy Farms,,Kenneth R Stone Spreading Services,,Flynn Ranch,8522 W Sandymush Rd Merced 95341,Farmer,04/23/2024,,2400.0,,,Number Of Loads Multiplied By Load Weight.,,5511 W Sandy Mush Rd Merced 2024 Dairy AR,3,,"(37.190011449712, -120.646175528246)"
Ehrlich Dairy,Contact Person Name And Phone,Hinds Manure Spreading,19075 3Rd Ave Stevinson Ca 95374,Hinds Compost 19075 3Rd Ave Stevinson 95374,19075 3Rd Ave Stevinson 95374,Composting Facility,5/11/2024,,1800.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"5725 Ehrlich Rd, Turlock 2024 Dairy AR",1,"(38.1302, -121.24717)","(37.325729172363, -120.834534746052)"
Ehrlich Dairy,Contact Person Name And Phone,Hinds Manure Spreading,19075 3Rd Ave Stevinson Ca 95374,Hinds Compost 19075 3Rd Ave Stevinson 95374,19075 3Rd Ave Stevinson 95374,Composting Facility,10/15/2024,,2000.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"5725 Ehrlich Rd, Turlock 2024 Dairy AR",2,"(38.1302, -121.24717)","(37.325729172363, -120.834534746052)"
Double B Dairy,,Kenneth R Stones Spreading Service,,Kenneth R Stones Spreading Service,5175 W Shaw Ave Winton 95388,Farmer,03/21/2024,,602.0,,,Number Of Loads Multiplied By Load Weight,,5817 E Worden Ave Merced 2024 Dairy AR,2,,"(37.425366280333, -120.579112088577)"
Double B Dairy,,Kenneth R Stones Spreading Service,,Kenneth R Stones Spreading Service,5175 W Shaw Ave Winton 95388,Farmer,05/10/2024,,1125.0,,,Number Of Loads Multiplied By Load Weight,,5817 E Worden Ave Merced 2024 Dairy AR,3,,"(37.425366280333, -120.579112088577)"
Double B Dairy,,Kenneth R Stones Spreading Service,,Kenneth R Stones Spreading Service,5175 W Shaw Ave Winton 95388,Farmer,08/20/2024,,430.0,,,Number Of Loads Multiplied By Load Weight,,5817 E Worden Ave Merced 2024 Dairy AR,4,,"(37.425366280333, -120.579112088577)"
Double B Dairy,,Kenneth R Stones Spreading Service,,Kenneth R Stones Spreading Service,5175 W Shaw Ave Winton 95388,Farmer,10/18/2024,,449.0,,,Number Of Loads Multiplied By Load Weight,,5817 E Worden Ave Merced 2024 Dairy AR,5,,"(37.425366280333, -120.579112088577)"
Kooistra Dairy,Contact Person Name And Phone,Five Star Custom Spreading,P.O. Box 488 Gustine Ca 95322,Five Star Custom Spreading P.O. Box 488 Gustine 95322,750 East Ave Gustine 95322,Broker,10/14/24,,1500.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"5837 Hultberg RD, Turlock 2024 Dairy AR",3,"(38.1302, -121.24717)","(37.252812984983, -120.994122997389)"
Nelson Farms,,Silva & Sons Llc,23616 Williams Ave Hilmar,Boyd'S 8126 Faith Home Rd Ceres 95307,,,6.4.2024,,300.0,,,The,Written Agreement,5931 W Tuolumne Rd Ceres 2024 Dairy AR,1,,
Nelson Farms,,Silva + Sons Llc,23616 Williams Ave Hilmar,Bill Jackson 8048 Faith Home Rd Ceres 95307,,,6-4-2024,,300.0,,,The,Written Agreement,5931 W Tuolumne Rd Ceres 2024 Dairy AR,2,,
Nelson Farms.,,Silvat Sons Llc,23616 Williams Ave. Hilmar,Duarte- Acres 8413 Faith Home Rd Ceres 95307,,,10.26. 2024,,230.0,,,The,Written Agreement,5931 W Tuolumne Rd Ceres 2024 Dairy AR,4,,
N & C Silveira Dairy,Contact Person Name And Phone,Five Star Custom Spreading,P.O. Box 488 Gustine Ca 95322,Five Star Custom Spreading P.O. Box 488 Gustine 95322,750 East Ave Gustine 95322,Broker,5/1/2024,,1700.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,6025 Hultberg Rd Turlock 2024 Dairy AR,2,"(38.1302, -121.24717)","(37.252812984983, -120.994122997389)"
N & C Silveira Dairy,Contact Person Name And Phone,Five Star Custom Spreading,P.O. Box 488 Gustine Ca 95322,Five Star Custom Spreading P.O. Box 488 Gustine 95322,750 East Ave Gustine 95322,Broker,10/15/2024,,2000.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,6025 Hultberg Rd Turlock 2024 Dairy AR,3,"(38.1302, -121.24717)","(37.252812984983, -120.994122997389)"
Martins Brothers Dairy,,Dores Ag Services Inc.,,Dores Ag Services Inc.,1 Turner Ave Stevinson 95324,Broker,03/13/2024,,1968.0,,,Total Loads Hauled Multiplied By Average Load Weight.,,"6041 Central Ave, Hilmar 2024 Dairy AR",1,,"(37.371863195565, -120.882231069105)"
California Dairy Farms - Larson,Contact Person Name And Phone,Hinds Manure Spreading,19075 3Rd Ave Stevinson Ca 95374,Hinds Compost 19075 3Rd Ave Stevinson 95374,19075 3Rd Ave Stevinson 95374,Composting Facility,12/20/24,,960.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"6071 Larson Ave, Hilmar 2024 Dairy AR",1,"(38.1302, -121.24717)","(37.325729172363, -120.834534746052)"
California Dairy Farms - Larson,Contact Person Name And Phone,,19075 3Rd Ave Stevinson Ca 95374,Jd Van Ruler 5922 Lander Avenue Hilmar 95324,5922 Lander Avenue Hilmar 95324,Farmer,11/20/24,,480.0,,,The,Written Agreement,"6071 Larson Ave, Hilmar 2024 Dairy AR",4,"(38.1302, -121.24717)","(37.374217685952, -120.848825974785)"
Lorinda/Machado/Azevedo Farms,,Ndj Farming,,Ndj Farming,Turlock 95380,Farmer,05/01/2024,,1339.0,,,Averaged Scale Weighed Trucks Multiplied By The Number Of Trucks Hauled,,"619 S Vincent Rd, Turlock 2024 Dairy AR",1,,"(37.493719, -120.852279)"
Arlinda Holsteins,,Alp Custom Spreading,2324 Villa Manucha Newman 95360,Jeff Lima 2324 Villa Manucha Newman 95360 209-862-3393,2324 Villa Manucha Rd. Newman 95360,,3/23/24,,770.0,,,77 Loads @ 10 Tons Per Load,Written Agreement,"6325 West main St, Turlock 2024 Dairy AR",1,,"(37.365262041504, -121.022008751064)"
Tony Morris Dairy,,Tony Morris Dairy,,Morris Jersey Girls,Address City Zip Code,Farmer,05/17/2024,,440.0,,,44 Loads @ 10 Tons Per Load.,,6506 Vivian Rd Modesto 2024 Dairy AR,1,,"(38.2964476, -76.5088295)"
Double & Dairy,,Avila Spreading Service,P.O.,Boer + Sons 6413 Shoemare Ave. Modesto 95358 209-524-1803,012-027-022,,6/11/24,,560.0,,,56 Loads @ 10 Jons Per Load.,Written Agreement,6555 Blue Gum Rd Modeso 2024 Dairy AR,1,,"(None, None)"
Double G Dairy,,Avila Spreading Service,P.O. Box 580742 Modesto 95358,John Regusci 5425 Stoddard Rd. Modesto 95356 204-545-1277,003-001-005,,10/4/24,,2000.0,,,200 Loads @ 10 Jons Per Load.,Written Agreement,6555 Blue Gum Rd Modeso 2024 Dairy AR,2,,"(None, None)"
Double G Dairy,,Avila Spreading Service,P.O. Box 580742 Modesto 95358,Woody Mouw 3509 Finney Rd. Modesto 45358 209-545-1417,3509 Finney Rd. Modesto 95358,,10/5/24,,420.0,,,42 Loads 10 Tous Per Load.,Written Agreement,6555 Blue Gum Rd Modeso 2024 Dairy AR,3,,"(37.690453571771, -121.086514823328)"
Double G Dairy,,Avila Spreading Service,P.O.,In+Out Services 3642 Finney Rd. Modesto 95358 209-543-7546,3642 Finney Rd. Modesto 95358,,10/15/24,,1600.0,,,160 Loads 10 Tons Per Load,Written Agreement,6555 Blue Gum Rd Modeso 2024 Dairy AR,4,,"(37.691516265129, -121.086104745551)"
Double & Dairy,,Avila Spreading Service,P.O. Box 580742 Modesto 95358,Johnny Regusci 5425 Stoddard Rd. Modesto 95356 209-545-1277,5425 Stoddard Rd. Modesto 95356,,10/18/24,,1320.0,,,132 Loads @ 10 Jons Per Load.,Written Agreement,6555 Blue Gum Rd Modeso 2024 Dairy AR,5,,"(37.717600161078, -121.068817489347)"
Dairy Central,Contact Person Name And Phone,Five Star Custom Spreading,P.O. Box 488 Gustine Ca 95322,Five Star Custom Spreading P.O. Box 488 Gustine 95322,750 East Ave Gustine 95322,Broker,5/16/2024,,1500.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,6626 N Central Ave Hilmar 2024 Dairy AR,1,"(38.1302, -121.24717)","(37.252812984983, -120.994122997389)"
Dairy Central,Contact Person Name And Phone,Five Star Custom Spreading,P.O. Box 488 Gustine Ca 95322,Five Star Custom Spreading P.O. Box 488 Gustine 95322,750 East Ave Gustine 95322,Broker,10/9/2024,,2800.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,6626 N Central Ave Hilmar 2024 Dairy AR,2,"(38.1302, -121.24717)","(37.252812984983, -120.994122997389)"
Van Tol Dairy No. 2,,Shadd Truckin,,Shadd Trucking,82 West Liberty Road Gridle 95948,Composting Facility,08/22/2024,,685.0,,,Amount Reported By Vantol Dairy.,,6756 County Rd 30 Orland 2024 Dairy AR,1,,"(39.349006898398, -121.691559283851)"
Van Tol Dairy No. 2,,K&S Spreading & Hauling,,K & S Spreading & Haulin 530) 624-2783,24790 Clark Ave. Orland 95948,Composting Facility,09/24/2024,,1368.0,,,Amount Reported By K&S.,,6756 County Rd 30 Orland 2024 Dairy AR,2,,"(39.828605819414, -122.112338534609)"
Van Tol Dairy No. 2,,K&S Spreading & Hauling,,K & S Spreading & Hauling,24790 Clark Ave. Orland 95948,Composting Facility,11/12/2024,,3970.0,,,Amount Reported By K&S.,,6756 County Rd 30 Orland 2024 Dairy AR,3,,"(39.828605819414, -122.112338534609)"
Van Tol Dairy No. 2,,K&S Spreading & Hauling,,K & S Spreading & Hauling,24790 Clark Ave. Orland 95963,Composting Facility,05/03/2024,,1470.0,,,Amount Reported By K&S.,,6756 County Rd 30 Orland 2024 Dairy AR,4,,"(39.828605819414, -122.112338534609)"
; Van Toldairyno.200,,K&S Spreading & Hauling,,K & S Spreading & Hauling,24790 Clark Ave. Orland 95963,Composting Facility,05/03/2024,,820.0,,,Amount Reported By K&S.,,6756 County Rd 30 Orland 2024 Dairy AR,5,,"(39.828605819414, -122.112338534609)"
Van Tol Dairy No. 2,,K&S Spreading & Hauling,,,24790 Clark Ave. Orland 95963,Composting Facility,06/13/2024,,1752.0,,,Amount Reported By K&S.,,6756 County Rd 30 Orland 2024 Dairy AR,6,,"(39.828605819414, -122.112338534609)"
Ackerman Davy Inc.,,J Fertilizer,900,Name Number And Street City Zip Code Phone Number,,,10-12-24 10-13-24,,350.0,,,Dry Manure,Written Agreement,6942 S Central Ave Ceres 2024 Dairy AR,1,,
Goedhart Dairy,,,,Goedhart Farming - Road 45,County Road 45 Willows 95963,Farmer,09/17/2024,,1386.0,,,Amount Reported By Goedhart Dairy.,,7084 County Rd 31 Orland 2024 Dairy AR,1,,"(39.553294622402, -122.133593753883)"
Pinnacle Dairy,,Dokps Ag Services,,Joe Mendes 300 Ruble Rd. Crowslanding Ca 95313,058-022-022,,9/3/24,,12.0,,,Load,Written Agreement,724 Ruble Rd Crows Landing 2024 Dairy AR,1,,"(None, None)"
Machado Dairy,,Machado Dairy,7413 S. Mitchell Rd. Jurlock 95380,Johnny Machado 7413 S. Mitchell Rd. Jurlock 95350 209-652-6924,045-020-021,,5/22/24,,660.0,,,Scale Weights,Written Agreement,"7413 S Mitchell Rd, Turlock 2024 Dairy AR",27,,"(None, None)"
Machado Dairy,,Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,Joey Machado 1224 Tuolumne Rd. Ceres 95307 209-606-8475,1224 Tuolumne Rd. Ceres 95307,,5/26/24,,2830.0,,,Scale Weights,Written Agreement,"7413 S Mitchell Rd, Turlock 2024 Dairy AR",29,,"(37.514581916628, -121.009933865168)"
Machado Dairy,,Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,Max Gro Inc. 7413 S. Mitchell Rd. Jurlock 95380 204-652-6929,10924 Hilmar Rd. Turlock 95380,,10/8/24,,1460.0,,,Scale Weights,Written Agreement,"7413 S Mitchell Rd, Turlock 2024 Dairy AR",30,,"(37.425763792091, -120.974374060041)"
Machado Dairy,,Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,Johnny Machado 7413 S. Mitchell Rd. Turlock 95360 209-652-6929,045-020-021,,,,540.0,,,Scale Weights,Written Agreement,"7413 S Mitchell Rd, Turlock 2024 Dairy AR",31,,"(None, None)"
Mitk Made Dai,,Kenneth Stone Spreading,,Stone Spreading,5175 Shaw Ave Winton 95388,Broker,11/29/2024,,1350.0,,,10 Yd Spreader Box,,7509 Oakdale Rd Snelling 2024 dairy AR,1,,"(37.425366280333, -120.579112088577)"
Milk Made Dai,,Kenneth Stone Spreading,,Stone Spreading,5175 Shaw Ave Winton 95388,Broker,10/26/2024,,946.0,,,10 Yd Spreader Box,,7509 Oakdale Rd Snelling 2024 dairy AR,2,,"(37.425366280333, -120.579112088577)"
Milk Made Dai,,Kenneth Stone Spreading,,Stone Spreadin,5175 Shaw Ave Winton 95388,Broker,09/26/2024,,1128.0,,,10 Yd Spreader Box,,7509 Oakdale Rd Snelling 2024 dairy AR,3,,"(37.425366280333, -120.579112088577)"
Milk Made Dai,,Kenneth Stone Spreading,,Stone Spreadin 209) 358-3200,5175 Shaw Ave Winton 95388,Broker,08/20/2024,,458.0,,,20 Yd Side Dump,,7509 Oakdale Rd Snelling 2024 dairy AR,4,,"(37.425366280333, -120.579112088577)"
Milk Made Dai,,Kenneth Stone Spreading,,Stone Spreadin 209) 358-3200,5175 Shaw Ave Winton 95388,Broker,07/10/2024,,946.0,,,20 Yd Side Dump,,7509 Oakdale Rd Snelling 2024 dairy AR,5,,"(37.425366280333, -120.579112088577)"
Milk Made Dai,,Kenneth Stone Spreading,,Stone Spreadin 209) 358-3200,5175 Shaw Ave Winton 95388,Broker,06/1 3/2024,,1624.0,,,20 Yd Side Dump,,7509 Oakdale Rd Snelling 2024 dairy AR,6,,"(37.425366280333, -120.579112088577)"
Milk Made Dai,,Kenneth Stone Spreading,,Stone Spreading,5175 Shaw Ave Winton 95388,Broker,05/02/2024,,880.0,,,20 Yd Side Dump,,7509 Oakdale Rd Snelling 2024 dairy AR,7,,"(37.425366280333, -120.579112088577)"
Milk Made Dai,,Kenneth Stone Spreading,,Stone Spreadin 209) 358-3200,5175 Shaw Ave Winton 95388,Broker,04/26/2024,,748.0,,,20 Yd Side Dump,,7509 Oakdale Rd Snelling 2024 dairy AR,8,,"(37.425366280333, -120.579112088577)"
Milk Made Dai,,Kenneth Stone Spreading,,Stone Spreading,5175 Shaw Ave Winton 95388,Broker,02/08/2024,,1665.0,,,20 Yd Side Dump,,7509 Oakdale Rd Snelling 2024 dairy AR,10,,"(37.425366280333, -120.579112088577)"
Milk Made Dai,,Kenneth Stone Spreading,,Stone S I 209) 358-3200,5175 Shaw Winton 95388,Broker,01/08/2024,,990.0,,,20 Yd Side Dump,,7509 Oakdale Rd Snelling 2024 dairy AR,11,,"(37.425366280333, -120.579112088577)"
Joe & Teresa Soares Dairy #2,,Cardoso Farm Services Inc.,,Cardoso Farm Services Inc,Delhi 95315,Broker,10/06/2024,,728.0,,,Tons X Loads,,7581 N Merced Ave 2024 Dairy AR,1,,"(37.4275164, -120.7799564)"
Azevedo Dairy #2,,Gomes Farms Llc,,Gomes Farms Llc,El Nido 95317,Broker,07/04/2024,,20424.0,,,24 Tons X Loads,,7618 S Hwy 59 El Nido 2024 Dairy AR,1,,"(37.1366112, -120.4920421)"
Azevedo Dairy #2,,Gomes Farms Llc,,Gomes Farms Llc,El Nido 95317,Broker,10/25/2024,,2952.0,,,24 Tons X Load,,7618 S Hwy 59 El Nido 2024 Dairy AR,2,,"(37.1366112, -120.4920421)"
Fanelli Dairy,,Fanelli Dairy,,Fanelli Dairy - Heifers,23839 W Bloss Ave Hilmar 95324,Farmer,01/01/2024,,155.0,,,Tons Per Load,,"7689 Washington Rd, Hilmar 2024 Dairy AR",1,,"(37.404402889034, -120.918742698114)"
Hd Ranch,7815 Midway Rd Dixen 95620,Steven Pozzi,6540 Lewis Rd Vacaville Ca 95687,Steven Parti 6540 Levis Rd Vacaville Ca 95687,676540 Leused Vacaville Ca 95687,,,,1011.0,,,The,Written Agreement,7755 Midway Rd Dixon 2024 Dairy AR,2,"(38.418360668429, -121.737691937824)","(38.346301, -121.956512)"
Hd Remcl,7815 Midway Rd Bixen 95620,Steven Pozzi,6540 Levis Vecanille Ca 95687,Steven Perri 6340 Levig Rd Varaville Ca 95687,646540 Vacaville Ca 95687,,,,519.0,,,The,Written Agreement,7755 Midway Rd Dixon 2024 Dairy AR,4,"(38.418360668429, -121.737691937824)","(38.333324018272, -121.981528903666)"
Frank J. Bettencourt & Sons Dairy,Contact Person Name And Phone,Silva & Sons Llc,23616 Williams Avenue Hilmar Ca 95324,Silva & Sons Llc 23616 Williams Avenue Hilmar 95324,23616 Williams Avenue Hilmar 95324,Broker,11/1/24,,950.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,8331 Central Ave Ceres 2024 Dairy AR,1,"(38.1302, -121.24717)","(37.390622411571, -120.916363913993)"
Frank J Borges Dairy,,B &M Hauling,,B&M Farms,Manteca 95366,Farmer,06/25/2024,,6864.0,,,Tons X Loads,,8350 E Brady Ave Manteca 2024 Dairy AR,1,,"(37.7648, -121.169)"
Frank J Borges Dairy,,B &M Hauling,,B&M Farms,Manteca 95366,Farmer,11/10/2024,,7332.0,,,Tons X Loads,,8350 E Brady Ave Manteca 2024 Dairy AR,2,,"(37.7648, -121.169)"
Tierabuenaranch,,Kenneth Stone Spreading,,Stone Spreading,5175 Shaw Ave Winton 95388,Broker,09/28/2024,,2200.0,,,20 Yd Side Dump,,8632 W Meandow Dr Winton 2024 Dairy AR,1,,"(37.425366280333, -120.579112088577)"
Tierabuenaranch,,Kenneth Stone Spreadin,,Stone Spreading,5175 Shaw Ave Winton 95388,Broker,03/18/2024,,3014.0,,,20 Yd Side Dump,,8632 W Meandow Dr Winton 2024 Dairy AR,3,,"(37.425366280333, -120.579112088577)"
Tierra Buena Ranch,,Kenneth Stone Spreading,,Stone Spreadin 209) 358-3200,5175 Shaw Ave Winton 95388,Broker,12/02/2024,,2104.0,,,20 Yd Side Dump,,8632 W Meandow Dr Winton 2024 Dairy AR,4,,"(37.425366280333, -120.579112088577)"
Soares Dairy Lp,,Five Star Hauling,,Five Star Hauling,Gustine 95322,Broker,06/04/2024,,3900.0,,,Tons Per Load,,9201 Hilmar Rd Turlock 2024 Dairy AR,1,,"(37.1515358, -121.00524)"
Soares Dairy Lp,,Five Star Hauling,,Five Star Hauling,Gustine 95322,Broker,10/05/2024,,5200.0,,,Tons Per Load,,9201 Hilmar Rd Turlock 2024 Dairy AR,2,,"(37.1515358, -121.00524)"
Joe Soares Dairy #4,,Cardoso Farm Services Inc.,,Cardoso Farm Services Inc,Delhi 95315,Broker,05/28/2024,,6344.0,,,Tons X Loads,,9207 American Ave Hilmar 2024 Dairy AR,1,,"(37.4275164, -120.7799564)"
Joe Soares Dairy #4,,Cardoso Farm Services Inc.,,Cardoso Farm Services Inc,Delhi 95315,Broker,10/30/2024,,2782.0,,,Tons X Loads,,9207 American Ave Hilmar 2024 Dairy AR,2,,"(37.4275164, -120.7799564)"
T & C Louters Dairy,,Kenneth Stone & Family Spreading,,Kenneth Stone & Family Spreading,1510 Washington Rd El Nido 94317,Composting Facility,01/17/2024,,1232.0,,,Truck Loads Multiplied By Average Scale Weight.,,921 W Sandy Mush Rd Merced 2024 Dairy AR,1,,"(37.113177550242, -120.523349355607)"
T & C Louters Dairy,,Kenneth Stone & Family Spreading,,Kenneth Stone & Family Spreading,1510 Washington El Nido 94317,Composting Facility,01/17/2024,,176.0,,,Truck Loads Multiplied By Average Scale Weights.,,921 W Sandy Mush Rd Merced 2024 Dairy AR,2,,"(37.113177550242, -120.523349355607)"
T & C Louters Dairy,,Kenneth Stone & Family Spreading,,Kenneth Stone & Family Spreading,1510 Washington El Nido 94317,Composting Facility,04/18/2024,,396.0,,,Truck Loads Multiplied By Average Scale Weights.,,921 W Sandy Mush Rd Merced 2024 Dairy AR,3,,"(37.113177550242, -120.523349355607)"
T & C Louters Dairy,,Kenneth Stone & Family Spreading,,Kenneth Stone & Family Spreading,1510 Washington El Nido 94317,Composting Facility,05/17/2024,,440.0,,,Truck Loads Multiplied By Average Scale Weights.,,921 W Sandy Mush Rd Merced 2024 Dairy AR,4,,"(37.113177550242, -120.523349355607)"
T & C Louters Dairy,,Kenneth Stone & Family Spreading,,Kenneth Stone & Family Spreading,1510 Washington El Nido 94317,Composting Facility,06/28/2024,,229.0,,,Truck Loads Multiplied By Average Scale Weights.,,921 W Sandy Mush Rd Merced 2024 Dairy AR,5,,"(37.113177550242, -120.523349355607)"
T & C Louters Dairy,,Kenneth Stone & Family Spreading,,Kenneth Stone & Family Spreading,5175 Shaw Winton 95355,Composting Facility,08/01/2024,,163.0,,,Truck Loads Multiplied By Average Scale Weights.,,921 W Sandy Mush Rd Merced 2024 Dairy AR,6,,"(37.425366280333, -120.579112088577)"
T & C Louters Dairy,,Kenneth Stone & Family Spreading,,Kenneth Stone & Family Spreading,1510 Washington El Nido 94317,Composting Facility,12/03/2024,,462.0,,,Truck Loads Multiplied By Average Scale Weights.,,921 W Sandy Mush Rd Merced 2024 Dairy AR,7,,"(37.113177550242, -120.523349355607)"
Dematos Dairy,,Faria And Son Backhoe Service,,Faria And Son Backhoe,Hilmar 95324,Broker,11/12/2024,,560.0,,,Tons Per Load,,931 S Blaker Rd Turlock 2024 Dairy AR,1,,"(37.397197, -120.874568)"
Ken Van Foeken Dairy #2,Contact Person Name And Phone,Silva & Sons Llc,23616 Williams Avenue Hilmar Ca 95324,Silva & Sons Llc 23616 Williams Avenue Hilmar 95324,23616 Williams Avenue Hilmar 95324,Broker,6/20/2024,,2800.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"9375 N Washington Rd, Hilmar 2024 Dairy AR",2,"(38.1302, -121.24717)","(37.390622411571, -120.916363913993)"
