Source PDF,Street no,Rest of PDF,County,Manifest Number,Start Page,End Page,Manifest Type,DONE,Origin Dairy Name,Origin Dairy Address,Hauler Name,Hauler Address,Destination Name,Destination Contact Address,Destination Address,Destination Nearest Cross Street,Destination Assessor Parcel Number,Destination Type (Standardized),Total Process Wastewater Exports (Gallons),Total Manure Amount (tons),Manure Solids (%),Manure Moisture (%),Method Used to Determine Volume of Manure,Method Used to Determine Volume of Wastewater,First Haul Date,Last Haul Date,Manure Number of Hauls,Manure Mass per Haul (tons),Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Is Pipeline,Parameter Template
"1000 N Mitchell Rd, Turlock 2024 Dairy AR",1000," N Mitchell Rd, Turlock 2024 Dairy AR",rancho_cordova,1,83,84,manure,x,Carl + Laurie Vieira Dairies,1000 N. Mitchell Rd. Turlock 95380,ALP Custom Spreading,2324 Villa Manucha Newman 95360,Jeff Lima 2324 Villa Manucha Rd. Newman 95360 209-862-3393,Jeff Lima 2324 Villa Manucha Rd. Newman 95360 209-862-3393,2324 Villa Manucha Rd. Newman 95360,,,Broker,,1280,,30.5,128 Loads @ 10 Tons Per Load.,,,3/22/24,128,10,,,,,FALSE,
"1000 N Mitchell Rd, Turlock 2024 Dairy AR",1000," N Mitchell Rd, Turlock 2024 Dairy AR",rancho_cordova,2,85,86,manure,x,Carl + Laurie Vieira Dairies,1000 N. Mitchell Rd. Turlock 95380,ALP Custom Spreading,2324 Villa Manucha Newman 95360,Jeff Lima 2324 Villa Manucha Rd. Newman 95360 209-862-3393,Jeff Lima 2324 Villa Manucha Rd. Newman 95360 209-862-3393,2324 Villa Manucha Rd. Newman 95360,,,Broker,,1020,,7.2,102 Loads @ 10 Tons Per Load.,,,8/3/24,102,10,,,,,FALSE,
1007 S Hart Rd Modesto 2024 Dairy AR,1007, S Hart Rd Modesto 2024 Dairy AR,rancho_cordova,1,70,71,manure,x,Frank Gwerder Dairy Inc.,1007 S. Hart Rd. Modesto 95358,Avila Spreading Service,P.O. Box 580742 Modesto 95358,Michel Echebarne 5737 California Ave. Modesto 95358 209-571-2056,Michel Echebarne 5737 California Ave. Modesto 95358 209-571-2056,5737 California Ave. Modesto 95358,,,Farmer,,600,,71,60 Loads @ 10 Tons Per Load.,,,3/9/24,60,10,,,,,FALSE,
1007 S Hart Rd Modesto 2024 Dairy AR,1007, S Hart Rd Modesto 2024 Dairy AR,rancho_cordova,2,73,74,manure,x,Frank Gwerder Dairy Inc.,,Avila Spreading Service,P.O. Box 580742 Modesto 95358,Frank Gwerder 1007 S. Hart Ro. Modesto 95358 209-574-5723,Frank Gwerder 1007 S. Hart Ro. Modesto 95358 209-574-5723,,,012-050-005,Farmer,,420,,29.7,42 Loads @ 10 Tons Per Load.,,,11/3/24,42,10,,,,,FALSE,
1007 S Hart Rd Modesto 2024 Dairy AR,1007, S Hart Rd Modesto 2024 Dairy AR,rancho_cordova,3,75,76,wastewater,x,Frank Gwerder Dairy Inc.,1007 S. Hart Rd. Modesto 95358,Gwerder Pipeline,,Iru Hilario 506 S. Hart Rd. Modesto 95358,Iru Hilario 506 S. Hart Rd. Modesto 95358 209-527-3807,,,012-050-005,Farmer,720000,,,,, 12 Hours @ 1000 Gallons Per Minute,,3/20/24,,,,,12,1000,TRUE,
1007 S Hart Rd Modesto 2024 Dairy AR,1007, S Hart Rd Modesto 2024 Dairy AR,rancho_cordova,4,77,78,wastewater,x,Frank Gwerder Dairy Inc.,1007 S. Hart Rd. Modesto 95358,Gwerder Pipeline,,Iru Hilario 506 S. Hart Rd. Modesto 95358,Irv Hilario 506 S. Hart Rd. Modesto 95358 209-527-3807,,,012-050-005,Farmer,300000,,,,, 5 Hours @ 1000 Gpm,,7/12/24,,,,,5,1000,TRUE,
1007 S Hart Rd Modesto 2024 Dairy AR,1007, S Hart Rd Modesto 2024 Dairy AR,rancho_cordova,5,79,80,wastewater,x,Frank Gwerder Dairy Inc.,1007 S. Hart Rd. Modesto 95358,Gwerder Pipeline,,Iru Hilario 506 S. Hart Rd. Modesto 95358,Iru Hilario 506 S. Hart Rd. Modesto 95358 209-527-3807,,,012-050-005,Farmer,720000,,,,, 12 Hours @ 1000 Gpm,,7/26/24,,,,,12,1000,TRUE,
1007 S Hart Rd Modesto 2024 Dairy AR,1007, S Hart Rd Modesto 2024 Dairy AR,rancho_cordova,6,81,82,wastewater,x,Frank Gwerder Dairy Inc.,1007 S. Hart Rd. Modesto 95358,Frank Gwerder 1007 S. Hart Rd. Modesto 95358,,Iru Hilario 506 S. Hart Rd. Modesto 95358,Irv Hilario 506 S. Hart Rd. Modesto 95358 209-527-3807,,,012-052-008,Farmer,570000,,,,, 60 Loads Of Slurry @ 9500 Gallons Per Load,,10/24/24,,,9500,60,,,FALSE,
1007 S Hart Rd Modesto 2024 Dairy AR,1007, S Hart Rd Modesto 2024 Dairy AR,rancho_cordova,7,83,84,wastewater,x,Frank Gwerder Dairy Inc.,1007 S. Hart Rd. Modesto 95358,Frank Gwerder 1007 S. Hart Rd. Modesto 95358,,Frank Gwerder 1007 S. Hart Rd. Modesto 95358 209-579-5723,Frank Gwerder 1007 S. Hart Rd. Modesto 95358 209-579-5723,,,017-065-012,Farmer,950000,,,,, 100 Loads Of Slurry @ 9500 Gallons Per Load.,,11/4/24,,,9500,100,,,FALSE,
1018 Hickman Rd Turlock 2024 Dairy AR,1018, Hickman Rd Turlock 2024 Dairy AR,rancho_cordova,1,38,39,manure,x,Garcia's Registered Jerseys,1018 Hickman Rd Turlock 95380,Johnson Farms,P.O. Box 868 Denair 95316,Johnson Farms P.O. Box 868 Denair 95316 209-874-5343,Johnson Farms P.O. Box 868 Denair 95316 209-874-5343,4618 N. Montpelier Rd. Denair 95316,,,Farmer,,1400,,13,Hauler Calculation,,,12/20/24,,,,,,,FALSE,
1100 Ruble Rd Crows Landing 2024 Dairy AR,1100, Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,1,62,63,manure,x,Albert Mendes Dairy,1100 Ruble Rd Crows Landing Stanislaus 95313,Five Star Custom Spreading,219 Jensen Rd Gustine Ca 95322,Albert Mendes Fish Farm (209) 632-0350,10581 S Carpentar Rd Crows Landing CA 95313,,,0058-0001-0010-0000 Stanislaus,Farmer,,1470,0.404,,Hauler's Calculations,,,5/31/24,,,,,,,FALSE,
1100 Ruble Rd Crows Landing 2024 Dairy AR,1100, Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,2,64,65,manure,x,Albert Mendes Dairy,1100 Ruble Rd Crows Landing Stanislaus 95313,Five Star Custom Spreading,219 Jensen Rd Gustine Ca 95322,Albert Mendes Fish Farm (209) 632-0350,10581 S Carpentar Rd Crows Landing CA 95313,,,0058-0001-0011-0000 Stanislaus,Farmer,,1380,0.404,,Hauler's Calculations,,,6/3/24,,,,,,,FALSE,
"1131 Story Rd, Turlock 2024 Dairy AR",1131," Story Rd, Turlock 2024 Dairy AR",rancho_cordova,1,19,20,manure,x,T&L Family Dairy LLC (Da Rosa Facility),1131 Story Road Turlock Ca 95380,Dores Ag Services Inc.,22846 Second Avenue Stevinson Ca 95374,Silva Brothers 224 S. Roselawn Ave Turlock 95380 (209) 495-9669,Silva Brothers 224 S. Roselawn Ave Turlock 95380 (209) 495-9669,224 S. Roselawn Ave Turlock 95380,,,Farmer,,1100,0.965,,Number Of Truckloads X Average Truck Weight,,,5/13/24,,,,,,,FALSE,
1142 N Hart Rd Modesto 2024 Dairy AR,1142, N Hart Rd Modesto 2024 Dairy AR,rancho_cordova,1,92,93,manure,x,Kerburg & Son Dairy,1142 N. Hart Road Modesto 95358,Avila Spreading Service,Do Box 580742 Modesto 95358,Fiscalini Farms 4848 Jackson Rd. Modesto 95358,Fiscalini Farms 4848 Jackson Rd. Modesto 95358,4848 Jackson Rd. Modesto 95358,,0001 0001 0001 0000,Farmer,,730,,,Haulers Calculations,,6/11/24,6/13/24,,,,,,,FALSE,
1142 N Hart Rd Modesto 2024 Dairy AR,1142, N Hart Rd Modesto 2024 Dairy AR,rancho_cordova,2,94,95,manure,x,Kerburg & Son Dairy,1142 Halt Rd Modesto 95358,Avila Spreading,Po Box 580742 Modesto 95358,Tas Byrd 3619 Shoemake Ave. Modesto 95358,Tas Byrd 3619 Shoemake Ave. Modesto 95358,Tas Burd 3619 Shoemake Ave Modesto 95358 ,,0001 0001 0001 000,Farmer,,1820,,,Hanters Calculations,,7/1/24,7/2/24,,,,,,,FALSE,
1142 N Hart Rd Modesto 2024 Dairy AR,1142, N Hart Rd Modesto 2024 Dairy AR,rancho_cordova,3,96,97,manure,x,Kerburg & Son Dairy,1142 Halt Rd Modesto 95358,Avila Spreading,Po Box 580742 Modesto 95358,Jared Heinrich 6830 Bluesum Ave Modesto 95358 2095954966,Jared Heinrich 6830 Bluesum Ave Modesto 95358 2095954966,4830 Bluesum Ave Modesto 95358,,012 029 001 000,Farmer,,50,,,Hanters Calculations,,10/29/24,10/30/24,,,,,,,FALSE,
1218 W Keyes Rd Modesto 2024 Dairy AR,1218, W Keyes Rd Modesto 2024 Dairy AR,rancho_cordova,1,72,73,wastewater,x,MB Lucky Lady,1218 W. Keyes Road Modesto Ca 95358,Mb Lucky Lady (Via Pipeline),1218 W. Keyes Road Modesto Ca 95358,"810 S. Hart Road Modesto, CA 95358",810,1713 Keyes Road Modesto Ca,,041-025-003,Farmer,1800000,,,,, 20 Hours At 1500 Gallons Per Minute,,3/21/24,,,1500,,20,,TRUE,
1218 W Keyes Rd Modesto 2024 Dairy AR,1218, W Keyes Rd Modesto 2024 Dairy AR,rancho_cordova,2,74,75,wastewater,x,MB Lucky Lady,1218 W. Keyes Road Modesto Ca 95358,Mb Lucky Lady (Via Pipeline),1218 W. Keyes Road Modesto Ca 95358,"810 S. Hart Road Modesto, CA 95358",810,1713 Keyes Road Modesto Ca,,041-025-003,Farmer,1890000,,,,, 21 Hours At 1500 Gallons Per Minute,,4/1/24,,,1500,,21,,TRUE,
1218 W Keyes Rd Modesto 2024 Dairy AR,1218, W Keyes Rd Modesto 2024 Dairy AR,rancho_cordova,3,76,77,wastewater,x,MB Lucky Lady,1218 W. Keyes Road Modesto Ca 95358,Mb Lucky Lady (Via Pipeline),1218 W. Keyes Road Modesto Ca 95358,"810 S. Hart Road Modesto, CA 95358",810,1713 Keyes Road Modesto Ca,,041-025-003,Farmer,1530000,,,,, 17 Hours At 1500 Gallons Per Minute,,6/29/24,,,1500,,17,,TRUE,
1218 W Keyes Rd Modesto 2024 Dairy AR,1218, W Keyes Rd Modesto 2024 Dairy AR,rancho_cordova,4,78,79,wastewater,x,MB Lucky Lady,1218 W. Keyes Road Modesto Ca 95358,Mb Lucky Lady (Via Pipeline),1218 W. Keyes Road Modesto Ca 95358,"810 S. Hart Road Modesto, CA 95358",810,1713 Keyes Road Modesto Ca,,041-025-003,Farmer,1620000,,,,, 18 Hours At 1500 Gallons Per Minute,,7/22/24,,,1500,,18,,TRUE,
1218 W Keyes Rd Modesto 2024 Dairy AR,1218, W Keyes Rd Modesto 2024 Dairy AR,rancho_cordova,5,80,81,wastewater,x,MB Lucky Lady,1218 W. Keyes Road Modesto Ca 95358,Mb Lucky Lady (Via Pipeline),1218 W. Keyes Road Modesto Ca 95358,"810 S. Hart Road Modesto, CA 95358",810,1713 Keyes Road Modesto Ca,,041-025-003,Farmer,1890000,,,,, 21 Hours At 1500 Gallons Per Minute,,9/1/24,,,1500,,21,,TRUE,
1257 W Roosevelt Rd El Nido 2024 Dairy AR,1257, W Roosevelt Rd El Nido 2024 Dairy AR,rancho_cordova,1,33,34,manure,x,Antonio Azevedo Dairy # 4,1257 W Roosevelt Rd El Nido Merced 95317,Gomes Farms Llc,P.O. Box 149 El Nido Ca 95317,Gomes Farms Llc (209) 564-2431,P.O. Box 149 El Nido CA 95317,El Nido 95317,Coyote Rd Merced,,Broker,,1344,46,,24 Tons X 56 Loads,,,3/27/24,56,24,,,,,FALSE,R5-2007-0035_software
1257 W Roosevelt Rd El Nido 2024 Dairy AR,1257, W Roosevelt Rd El Nido 2024 Dairy AR,rancho_cordova,2,35,36,manure,x,Antonio Azevedo Dairy # 4,1257 W Roosevelt Rd El Nido Merced 95317,Gomes Farms Llc,P.O. Box 149 El Nido Ca 95317,Gomes Farms Llc (209) 564-2431,P.O. Box 149 El Nido CA 95317,El Nido 95317,Coyote Rd Merced,,Broker,,10044,23.4,,418.5 Loads X 24 Tons,,,7/4/24,418.5,24,,,,,FALSE,R5-2007-0035_software
1257 W Roosevelt Rd El Nido 2024 Dairy AR,1257, W Roosevelt Rd El Nido 2024 Dairy AR,rancho_cordova,3,37,38,manure,x,Antonio Azevedo Dairy # 4,1257 W Roosevelt Rd El Nido Merced 95317,Gomes Farms Llc,P.O. Box 149 El Nido Ca 95317,Gomes Farms Llc (209) 564-2431,P.O. Box 149 El Nido CA 95317,El Nido 95317,Coyote Rd Merced,,Broker,,2280,46,,95 Loads X 24 Tons,,,11/22/24,95,24,,,,,FALSE,R5-2007-0035_software
1343 Magnolia Ave Patterson 2024 Dairy AR,1343, Magnolia Ave Patterson 2024 Dairy AR,rancho_cordova,1,45,46,manure,x,Azevedo Dairy INC.,1337 Magnolia Avenue Patterson CA 95363,Azevedo Dairy INC.,1337 Magnolia Avenue Patterson CA 95363,Jca Custom Farming 1343 Magnolia Avenue Patterson 95363 (209) 495-3055,Jca Custom Farming 1343 Magnolia Avenue Patterson 95363 (209) 495-3055,1343 Magnolia Avenue Patterson 95363,,,Farmer,,1200,81.3,,Number Of Truckloads X Average Truck Weight,,,5/18/24,,,,,,,FALSE,R5-2007-0035_general_order
1343 Magnolia Ave Patterson 2024 Dairy AR,1343, Magnolia Ave Patterson 2024 Dairy AR,rancho_cordova,2,47,48,manure,x,Azevedo Dairy INC.,1337 Magnolia Avenue Patterson CA 95363,Azevedo Dairy INC.,1337 Magnolia Avenue Patterson CA 95363,Jca Custom Farming 1343 Magnolia Avenue Patterson 95363 (209) 495-3055,Jca Custom Farming 1343 Magnolia Avenue Patterson 95363 (209) 495-3055,1343 Magnolia Avenue Patterson 95363,,,Farmer,,1500,91.3,,Number Of Truckloads X Average Truck Weight,,,10/28/24,,,,,,,FALSE,R5-2007-0035_general_order
1369 S Hunt Rd Gustine 2024 Dairy AR,1369, S Hunt Rd Gustine 2024 Dairy AR,rancho_cordova,1,50,51,manure,x,Martins View Jersey Dairy Inc,1369 S Hunt Rd Gustine Merced 95322,J&F Fertilizer,1275 North Ave Gustine Ca 95322,J&F Fertilizer (209) 495-1964,1275 North Ave Gustine CA 95322,1275 North Ave Gustine 95322,Merced,,Composting Facility,,1650,59.6,,Total Loads Multiplied By Average Load Weight,,,12/15/24,,,,,,,FALSE,R5-2007-0035_software
1369 S Hunt Rd Gustine 2024 Dairy AR,1369, S Hunt Rd Gustine 2024 Dairy AR,rancho_cordova,2,52,53,manure,x,Martins View Jersey Dairy Inc,1369 S Hunt Rd Gustine Merced 95322,J&F Fertilizer,1275 North Ave Gustine Ca 95322,Martins View Heifer Facility (209) 678-1156,29120 Fentem Rd Gustine CA 95322,29120 Fentem Rd Gustine 95322,Merced,,Farmer,,2520,32,,Total Loads Multiplied By Average Load Weight,,,5/7/24,,,,,,,FALSE,R5-2007-0035_software
1369 S Hunt Rd Gustine 2024 Dairy AR,1369, S Hunt Rd Gustine 2024 Dairy AR,rancho_cordova,3,54,55,wastewater,x,Martins View Jersey Dairy Inc,1369 S Hunt Rd Gustine Merced 95322,Martins View Jersey Dairy Inc,1000 Red Lion Ct Newman Ca 95360,Martins View Jersey #2 (209) 678-1156,1000 Red Lion Ct Newman CA 95360,28336 W Bambauer Rd Gustine 95322,Merced,,Farmer,840174,,,,,Pond Drop Calculation,,1/1/24,,,,,,,FALSE,R5-2007-0035_software
1369 S Hunt Rd Gustine 2024 Dairy AR,1369, S Hunt Rd Gustine 2024 Dairy AR,rancho_cordova,4,56,57,wastewater,x,Martins View Jersey Dairy Inc,1369 S Hunt Rd Gustine Merced 95322,Martins View Jersey Dairy Inc,1000 Red Lion Ct Newman Ca 95360,Martins View Jersey #2 (209) 678-1156,1000 Red Lion Ct Newman CA 95360,28336 W Bambauer Rd Gustine 95322,Merced,,Farmer,538220,,,,,Pond Drop Calculation,,3/20/24,,,,,,,FALSE,R5-2007-0035_software
1369 S Hunt Rd Gustine 2024 Dairy AR,1369, S Hunt Rd Gustine 2024 Dairy AR,rancho_cordova,5,58,59,wastewater,x,Martins View Jersey Dairy Inc,1369 S Hunt Rd Gustine Merced 95322,Martins View Jersey Dairy Inc,1000 Red Lion Ct Newman Ca 95360,Martins View Jersey #2 (209) 678-1156,1000 Red Lion Ct Newman CA 95360,28336 W Bambauer Rd Gustine 95322,Merced,,Farmer,636845,,,,,Pond Drop Calculation,,6/16/24,,,,,,,FALSE,R5-2007-0035_software
1369 S Hunt Rd Gustine 2024 Dairy AR,1369, S Hunt Rd Gustine 2024 Dairy AR,rancho_cordova,6,60,61,wastewater,x,Martins View Jersey Dairy Inc,1369 S Hunt Rd Gustine Merced 95322,Martins View Jersey Dairy Inc,1000 Red Lion Ct Newman Ca 95360,Martins View Jersey #2 (209) 678-1156,1000 Red Lion Ct Newman CA 95360,28336 W Bambauer Rd Gustine 95322,Merced,,Farmer,1126270,,,,,Pond Drop Calculation,,8/15/24,,,,,,,FALSE,R5-2007-0035_software
1369 S Hunt Rd Gustine 2024 Dairy AR,1369, S Hunt Rd Gustine 2024 Dairy AR,rancho_cordova,7,62,63,wastewater,x,Martins View Jersey Dairy Inc,1369 S Hunt Rd Gustine Merced 95322,Martins View Jersey Dairy Inc,1000 Red Lion Ct Newman Ca 95360,Martins View Jersey #2 (209) 678-1156,1000 Red Lion Ct Newman CA 95360,28336 W Bambauer Rd Gustine 95322,Merced,,Farmer,333885,,,,,Pond Drop Calculation,,8/25/24,,,,,,,FALSE,R5-2007-0035_software
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,1,58,59,manure,x,Alden Peterson & Sons Dairy,1431 N. Central Ave. Turlock CA 95380,Five Star,219 Jenson Rd. Gustine CA 95322,Gioletii INC. 1007 Fulkerth Rd. Turlock 95380,Gioletii INC. 1007 Fulkerth Rd. Turlock 95380,,,022-022-013,,,1056,71.9,,@ 12 Tons Per Load,,,4/18/24,,12,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,2,60,61,manure,x,Alden Peterson & Sons Dairy,1431 N. Central Ave. Turlock CA 95380,Five Star,219 Jenson Rd. Gustine CA 95322,Gioletii INC. 1007 Fulkerth Rd. Turlock 95380,Gioletii INC. 1007 Fulkerth Rd. Turlock 95380,,,022-022-013,,,700,71.9,,@ 12 Tons Per Load,,,9/18/24,,12,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,3,62,63,wastewater,x,Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,,,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,,,"0022-0021-0005-0000,0022-0022-0011-0000,0022-0021-0006,0022-0021-0007",,810000,,,,,PO,,1/4/24,,,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,4,64,65,wastewater,x,Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,,,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,,,"0022-0021-0005-0000,0022-0022-0011-0000,0022-0021-0006,0022-0021-0007",,432000,,,,,PO,,2/17/24,,,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,5,66,67,wastewater,x,Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,,,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,,,"0022-0021-0005-0000,0022-0022-0011-0000,0022-0021-0006,0022-0021-0007",,486000,,,,,PO,,3/2/24,,,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,6,68,69,wastewater,x,Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,,,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,,,"0022-0021-0005-0000,0022-0022-0011-0000,0022-0021-0006,0022-0021-0007",,648000,,,,,PO,,3/16/24,,,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,7,70,71,wastewater,x,Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,,,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,,,"0022-0021-0005-0000,0022-0022-0011-0000,0022-0021-0006,0022-0021-0007",,1350000,,,,,PO,5/3/24,5/4/24,,,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,8,72,73,wastewater,x,Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,,,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,,,"0022-0021-0005-0000,0022-0022-0011-0000,0022-0021-0006,0022-0021-0007",,1539000,,,,,PO,,6/1/24,,,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,9,74,75,wastewater,x,Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,,,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,,,"0022-0021-0005-0000,0022-0022-0011-0000,0022-0021-0006,0022-0021-0007",,972000,,,,,PO,6/12/24,6/13/24,,,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,10,76,77,wastewater,x,Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,,,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,,,"0022-0021-0005-0000,0022-0022-0011-0000,0022-0021-0006,0022-0021-0007",,1242000,,,,,PO,6/22/24,6/23/24,,,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,11,78,79,wastewater,x,Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,,,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,,,"0022-0021-0005-0000,0022-0022-0011-0000,0022-0021-0006,0022-0021-0007",,877500,,,,,PO,,7/1/24,,,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,12,80,81,wastewater,x,Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,,,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,,,"0022-0021-0005-0000,0022-0022-0011-0000,0022-0021-0006,0022-0021-0007",,729000,,,,,PO,,7/8/24,,,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,13,82,83,wastewater,x,Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,,,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,,,"0022-0021-0005-0000,0022-0022-0011-0000,0022-0021-0006,0022-0021-0007",,1188000,,,,,PO,,7/16/24,,,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,14,84,85,wastewater,x,Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,,,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,,,"0022-0021-0005-0000,0022-0022-0011-0000,0022-0021-0006,0022-0021-0007",,945000,,,,,PO,,7/21/24,,,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,15,86,87,wastewater,x,Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,,,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,,,"0022-0021-0005-0000,0022-0022-0011-0000,0022-0021-0006,0022-0021-0007",,2767500,,,,,PO,7/28/24,7/31/24,,,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,16,88,89,wastewater,x,Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,,,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,,,"0022-0021-0005-0000,0022-0022-0011-0000,0022-0021-0006,0022-0021-0007",,2133000,,,,,PO,8/8/24,8/9/24,,,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,17,90,91,wastewater,x,Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,,,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,,,"0022-0021-0005-0000,0022-0022-0011-0000,0022-0021-0006,0022-0021-0007",,1917000,,,,,PO,8/18/24,8/19/24,,,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,18,92,93,wastewater,x,Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,,,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,,,"0022-0021-0005-0000,0022-0022-0011-0000,0022-0021-0006,0022-0021-0007",,1971000,,,,,PO,8/29/24,8/30/24,,,,,,,FALSE,R5-2007-0035_general_order
"1431 N Central Ave, Turlock 2024 Dairy AR",1431," N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,19,94,95,wastewater,x,Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,,,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,Gioletii INC. 10007 Fulkerth Rd. Ceres 95307,,,"0022-0021-0005-0000,0022-0022-0011-0000,0022-0021-0006,0022-0021-0007",,931500,,,,,PO,,9/13/24,,,,,,,FALSE,R5-2007-0035_general_order
