Origin Dairy Name,Origin Dairy Address,Hauler Name,Hauler Address,Destination Type,Destination Name,Destination Address,Haul Date,Total Process Wastewater Exports (Gallons),Total Manure Amount (tons),Manure Solids (%),Method Used to Determine Volume of Manure,Method Used to Determine Volume of Wastewater,Parameter Template,Destination Assessor Parcel Number,Origin Dairy Address (Geocoded),Destination Address (Geocoded),First Haul Date,Last Haul Date,Manure Mass per Haul (tons),Is Pipeline,Source PDF,County,Consultant,Manifest Number,Start Page,End Page,Manure Number of Hauls,Manure Density,Wastewater Volume per Haul (Gallons),Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Wastewater Number of Hauls,Destination Nearest Cross Street,Destination Type (Standardized),Manure Moisture (%),Manifest Type
De Boer Dairy,14976 Avenue 168 Tulare 93274,Aves Ag Service Inc.,2407 Avenue 199 Tulare Ca 93274,,Tony Simoes 14469 Ave 180 Tulare Ca 93274,Fields 1 2 3 4,9/30/2024,,7700.0,) 53.9,,Of Process Wastewater,R5-2013-0122_general_order,,"(36.095113026023, -119.237022706884)","(33.70298466352, -117.765293865355)",,9/30/2024,,False,2024AR_4 Corners Dairy_14976 Ave 168_Tulare,tulare_east,innovative_ag,2,55,56,,(If Amount Reported In Cubic Yards),,,,,,,,manure
Aj Slenders Dai,625 E Coleman Ave Laton Fresno 93242,Medeiros Farms,12137 S Hughes Ave Caruthers Ca 93609,Farmer,Medeiros Farms (59) 867-8876,Caruthers 93609,10/02/2024,,2100.0,57.3,Weighted Average,,R5-2007-0035_software,,"(36.467154279127, -119.782774346722)","(36.539831144575, -119.853247855475)",,10/2/2024,,False,2024AR_AJ Selnders Dairy_625 E Coleman Ave_Fresno,fresno_madera,generic_r5,1,48,49,,,,,,,Hughes Fresno,Farmer,,manure
Aj Slenders Dai,625 E Coleman Ave Laton Fresno 93242,Aj Slenders Dairy,625 E Coleman Ave Laton Ca 93242,Farmer,Netto A 559) 269-4617,Laton 93242,07/30/2024,5420000.0,,,,Gpm X Runtime,R5-2007-0035_software,,"(36.467154279127, -119.782774346722)","(36.425936, -119.708989)",,7/30/2024,,False,2024AR_AJ Selnders Dairy_625 E Coleman Ave_Fresno,fresno_madera,generic_r5,2,50,51,,,,,,,2G-1 2G-2 2G-3 Fresno,Farmer,,wastewater
Aj Slenders Dai,625 E Coleman Ave Laton Fresno 93242,Aj Sienders Dairy,625 E Coleman Ave Laton Ca 93242,I Farmer,Netto Ag (559) 269-4617,Laton 93242,05/10/2024,6642000.0,,,,Gpm X Runtime,R5-2007-0035_software,,"(36.467154279127, -119.782774346722)","(36.425936, -119.708989)",,5/10/2024,,False,2024AR_AJ Selnders Dairy_625 E Coleman Ave_Fresno,fresno_madera,generic_r5,3,52,53,,,,,,,2G-1 2G-2 2G-3 Fresno,Farmer,,wastewater
Aj Slenders Dai,625 E Coleman Ave Laton Fresno 93242,Aj Slenders Dairy,625 E Coleman Ave Laton Ca 93242,Farmer,Netto Ag (559) 269-4617,Laton 93242,02/17/2024,5400000.0,,,,Gpm X Runtime,R5-2007-0035_software,,"(36.467154279127, -119.782774346722)","(36.425936, -119.708989)",,2/17/2024,,False,2024AR_AJ Selnders Dairy_625 E Coleman Ave_Fresno,fresno_madera,generic_r5,4,54,55,,,,,,,2G-1 2G-2 2G-3 Fresno,Farmer,,wastewater
Ajb Ranch Dairy,2874 Stockdale Hwy Wastewater Bakersfield Ca 93312 Rwqcd? No,R & M Farm Service Inc. Name Mike Martin Inquiry Of Those Individuals Immediately Responsible,2312 Alpine Meadows Ct. Wasco Ca 93280 Information Is True Accurate And Complete. I Am,Spreader,Buttonwillow Land & Cattle Name Rob Tracy Cy,7540 Tracy Ave Number Z Facility City/State Buttonwillow Ca Lo,Apr 1 2024-Apr 30 2024,,5857,65,,,R5-2007-0035_one_page_2,487-6018,"(35.353777906384, -119.136484752428)","(35.431147522959, -119.4247957782)",,,,False,2024AR_AJB Ranch Dairy,kern,generic_r5,1a,104,104,,,,,,,,Spreader,,manure
Ajb Ranch Dairy,2874 Stockdale Hwy Wastewater Bakersfield Ca 93312 Rwqcd? No,R & M Farm Service Inc. Name Mike Martin Inquiry Of Those Individuals Immediately Responsible,2312 Alpine Meadows Ct. Wasco Ca 93280 Information Is True Accurate And Complete. I Am,Spreader,Buttonwillow Land & Cattle Name Rob Tracy Cy,7540 Tracy Ave Number Z Facility City/State Buttonwillow Ca Lo,Jun 1 2024-Jun 30 2024 8527 ton,67,,,,,R5-2007-0035_one_page_2,487-6018,"(35.353777906384, -119.136484752428)","(35.431147522959, -119.4247957782)",,,,False,2024AR_AJB Ranch Dairy,kern,generic_r5,1b,104,104,,,,,,,,Spreader,,wastewater
Ajb Ranch Dairy,2874 Stockdale Hwy Wastewater Bakersfield Ca 93312 Rwqcd? No,R & M Farm Service Inc. Name Mike Martin Inquiry Of Those Individuals Immediately Responsible,"2312 Alpine Meadows Ct. ""Wasco Ca93280......~—~—~—~Csns Ttt Information Is True Accurate And Complete. I Am",Farmer,Grimmway Farms Name Grimmway Farms Cf,Po Box 81498 Number Z Facility City/State I Bakersfield Ca Va,Feb 1 2024-Feb 29 2024,,1382,69,,,R5-2007-0035_one_page_2,845-5289,"(35.353777906384, -119.136484752428)",,,,,False,2024AR_AJB Ranch Dairy,kern,generic_r5,2a,106,106,,,,,,,,Farmer,,manure
Ajb Ranch Dairy,2874 Stockdale Hwy Wastewater Bakersfield Ca 93312 Rwqcd? No,R & M Farm Service Inc. Name Mike Martin Inquiry Of Those Individuals Immediately Responsible,"2312 Alpine Meadows Ct. ""Wasco Ca93280......~—~—~—~Csns Ttt Information Is True Accurate And Complete. I Am",Farmer,Grimmway Farms Name Grimmway Farms Cf,Po Box 81498 Number Z Facility City/State I Bakersfield Ca Va,Sep 1 2024-Sep 30 2024 6957 ton 65 %,Signature,,,,,R5-2007-0035_one_page_2,845-5289,"(35.353777906384, -119.136484752428)",,,,,False,2024AR_AJB Ranch Dairy,kern,generic_r5,2b,106,106,,,,,,,,Farmer,,wastewater
Ajb Ranch Dairy,2874 Stockdale Hwy Stockdale Hwy. Wastewater Bakersfield Ca 93312 Rwqcd? No,R & M Farm Service Inc. Name Mike Martin Inquiry Of Those Individuals Immediately Responsible,"2312 Alpine Meadows Ct. ""Wasco Ca93280......~—~—~—~Csns Ttt Information Is True Accurate And Complete. I Am",Broker,R&M Manure Name Mike Cf,2312 Alpine Meadows Ct Number Z Facility City/State Wasco Ca A,Feb 1 2024-Feb 29 2024,,3612,69,,,R5-2007-0035_one_page_2,667-3931,"(35.354397567884, -119.083410843855)","(35.598053804412, -119.352663131129)",,,,False,2024AR_AJB Ranch Dairy,kern,generic_r5,3a,108,108,,,,,,,,Broker,,manure
Alta Daury,7901 Ave 368 Ca 93618,,10071 6Th Ave 93230,,Ave Zip Code 93230 Phone Number,,-2024,,3140.0,,Scale Amount.,,R5-2007-0035_general_order,,"(36.458210491789, -119.397341273444)",,,2/12/2024,,False,2024AR_Alta Sierra Dairy_7901 Ave 368_Tulare,tulare_east,generic_r5,1,71,72,,,,,,,,,,manure
Antonio Garcia Dairy,6571 Fargo Ave Hanford Kings 93230,B. Mello Ag Services,5771 7Th Ave Hanford Ca 93230,Farmer,C&R Dairy (Carlos Costa) (559) 333-2015,15336 10Th Ave Hanford 93230,02/16/2024,,300.0,62.6,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(36.356631003486, -119.574762023787)","(36.249779381906, -119.637257912959)",,2/16/2024,,False,2024AR_Antonio Garcia Dairy_6571 Fargo Ave_Kings,kings,generic_r5,1,79,80,,,,,,,Kings,Farmer,,manure
Antonio Garcia Dairy,6571 Fargo Ave Hanford Kings 93230,B. Mello Ag Services,5771 7Th Ave Hanford Ca 93230,Farmer,C&R Dairy (Carlos Costa) (559) 333-2015,15336 10Th Ave Hanford 93230,04/08/2024,,200.0,62.6,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(36.356631003486, -119.574762023787)","(36.249779381906, -119.637257912959)",,4/8/2024,,False,2024AR_Antonio Garcia Dairy_6571 Fargo Ave_Kings,kings,generic_r5,2,81,82,,,,,,,Kings,Farmer,,manure
Aukeman Farms,17297 Road 96 Tulare Tulare 93274,Gutierrez Spreading Llc,3612 Avenue 236 Tulare Ca 93274,Farmer,Elk Creek Dairy (209) 628-8297,18017 Road 93 Tulare 93270,05/16/2024,,2284.09,23.5,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(36.104061232448, -119.357825584886)","(35.9568773, -119.0312377)",,5/16/2024,,False,2024AR_Aukeman Farms Dairy_17297 Road 96_W Tulare,tulare_west,generic_r5,1,250,251,,,,,,,Tulare,Farmer,,manure
Aukeman Farms,17297 Road 96 Tulare Tulare 93274,Gutierrez Spreading Llc,3612 Avenue 236 Tulare Ca 93274,Farmer,Bebereia Farms (Luke Bebereia) (559) 688-1272,5162 Avenue 252 Tulare 93274,09/13/2024,,9000.0,86.6,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(36.104061232448, -119.357825584886)","(36.247692204196, -119.457653090105)",,9/13/2024,,False,2024AR_Aukeman Farms Dairy_17297 Road 96_W Tulare,tulare_west,generic_r5,2,252,253,,,,,,,Tulare,Farmer,,manure
Aukeman Farms,17297 Road 96 Tulare Tulare 93274,Triple M Custom Chopping And Manure Spreading Inc,23121 Road 48 Tulare Ca 93274,Farmer,Clarklind Farms (Ron Clark) (559) 280-6783,7370 Avenue 228 Tulare 93274,05/07/2024,,7800.0,74.8,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(36.104061232448, -119.357825584886)","(36.203462200051, -119.407661636086)",,5/7/2024,,False,2024AR_Aukeman Farms Dairy_17297 Road 96_W Tulare,tulare_west,generic_r5,3,254,255,,,,,,,Tulare,Farmer,,manure
Aukeman Farms,17297 Road 96 Tulare Tulare 93274,Triple M Custom Chopping And Manure Spreading Inc,23121 Road 48 Tulare Ca 93274,Farmer,Clarklind Farms (Ron Clark) (559) 280-6783,7370 Avenue 228 Tulare 93274,10/19/2024,,7100.0,24.6,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(36.104061232448, -119.357825584886)","(36.203462200051, -119.407661636086)",,10/19/2024,,False,2024AR_Aukeman Farms Dairy_17297 Road 96_W Tulare,tulare_west,generic_r5,4,256,257,,,,,,,Tulare,Farmer,,manure
Avalon Dairy,27225 Rond Rd Waslo 93280,,Bex 20845,,Al,,10/13-12/31/24,,9240 Tops Or Cubic Yards (Indicate Which Units Used),,,,R5-2007-0035_general_order,,"(35.5997245, -119.3499722)",,12/31/2024,10/13/2026,,False,2024AR_Avalon Dairy Farms_27125 Pond Rd_Kern,kern,generic_r5,1,122,123,,,,,,,,,,manure
Hettinga Farms-Ave 120 Daim,,Cain Trucking Inc.,23004 Road 140 Tulare 93274,,Cain Trucking Inc. 23004 Road 140 Tulare 93274,7559 Ave. 152 Tipton 93272,Aug. 13-15192024 Oct. 30-31 2024 Nov. 1 20-23 2024,,Solids,,The Amount.,,R5-2007-0035_one_page_1,,,"(36.065202036903, -119.402698566859)",,8/13/2026,,False,2024AR_Avenue 128 Dairy_13002 Ave 128_Tulare,tulare_east,generic_r5,1,50,50,,,,,,,,,,manure
Back Road # 2,4119 Houston Avenue Hanford Ca 93230,Gutierrez Spreading Llc,3612 Ave 236 Tulare Ca. 93274,Composting,7715 Ave 296 Visalia Ca. 93291 625-9426,West Coast And Gravet,10-4-24/10-5-24/11-28-24,,1280.0,47.1,Weight Every Load On Scale,,R5-2007-0035_general_order,,"(36.298550994274, -119.532818980297)",,2/4/2026,2/28/2026,,False,2024AR_Backroad Ranch #2_4119 Houston Ave_Kings,kings,innovative_ag,1,17,18,,,,,,,,Composting Facility,,manure
Banos Dairy,4667 Avenue 23 1/2 Chowchilla Madera 93610,J & F Fertilizer,1275 North Avenue Gustine Ca 95322,Broker,J & F Fertilizer (209) 495-1964,1275 North Avenue Gustine 95322,10/01/2024,,1800.0,62.4,An Averaged Scale Weighed Trucks Multiplied By The Number Of Trucks Exported,,R5-2007-0035_software,,"(37.092641981827, -120.46210398919)","(37.260716449125, -121.007144535429)",,10/1/2024,,False,2024AR_Banos Dairy_4667 Ave 23.5_Madera,fresno_madera,generic_r5,1,25,26,,,,,,,North Avenue Merced,Broker,,manure
Banos Dairy,4667 Avenue 23 1/2 Chowchilla Madera 93610,J & F Fertilizer,1275 North Avenue Gustine Ca 95322,Broker,J & F Fertilizer (209) 495-1964,1275 North Avenue Gustine 95322,06/10/2024,,2100.0,83.3,An Averaged Scale Weighed Trucks Multiplied By The Number Of Trucks Exported,,R5-2007-0035_software,,"(37.092641981827, -120.46210398919)","(37.260716449125, -121.007144535429)",,6/10/2024,,False,2024AR_Banos Dairy_4667 Ave 23.5_Madera,fresno_madera,generic_r5,2,27,28,,,,,,,North Avenue Merced,Broker,,manure
Bear 5 Forlot,11985 Bear 13Kto 93311,Bruchera,Bux 20845 93390,,American Name Ag. Number 6701 And Street Mcdivit City Zip Code 93313. Phone 661-833-1311 Number,,1/14-11/13/24,,5.815 2,) 67-69,%,Of Process Wastewater,R5-2013-0122_general_order,,"(35.3222424, -119.1193214)",,11/13/2024,1/14/2026,,False,2024AR_Bear 5 Feedlot_12841 Bear Moutain Blvd_Kern,kern,generic_r5,1,53,54,,(If Amount Reported In Cubic Yards) N/A,,,,,,,,manure
Bem 5 Fam Let,11983 Been 93311,Brauchena Al,Bax 20855 93390,,Aginow Inl 9442 Bear 9311,,3/3-12/28/29,,11984 Pons,) 71,%,Of Process Wastewater,R5-2013-0122_general_order,,"(35.3222424, -119.1193214)",,3/3/2026,12/28/2029,,False,2024AR_Bear 5 Feedlot_12841 Bear Moutain Blvd_Kern,kern,generic_r5,2,55,56,,(If Amount Reported In Cubic Yards),,,,,,,,manure
Bear Mountain Dairy,4551 Bear Mountain Blvd Wastewater Bakersfield Ca 93313 Rwqcd? No,Brachena Ag Services Inc Name Fred Amirfar Inquiry Of Those Individuals Immediately Responsible,9442 Bear Mountain Blvd. Bakersfield Ca 93311 Information Is True Accurate And Complete. I Am,Farmer,Grimmway Farms Name Grimmway Farms F [ F,Po Box 81498 Number F Pt F Facility City/State Bakersfield Ca Aar Bho,May 1 2024-May 31 2024,,4041,70,,,R5-2007-0035_one_page_2,845-5289,"(35.208699842036, -119.052247067829)",,,,,False,2024AR_Bear Mountain Dairy,kern,generic_r5,1a,82,82,,,,,,,,Farmer,,manure
Bear Mountain Dairy,4551 Bear Mountain Blvd Wastewater Bakersfield Ca 93313 Rwqcd? No,Brachena Ag Services Inc Name Fred Amirfar Inquiry Of Those Individuals Immediately Responsible,9442 Bear Mountain Blvd. Bakersfield Ca 93311 Information Is True Accurate And Complete. I Am,Farmer,Grimmway Farms Name Grimmway Farms F [ F,Po Box 81498 Number F Pt F Facility City/State Bakersfield Ca Aar Bho,Nov 1 2024-Nov 30 2024,,10631,70,,,R5-2007-0035_one_page_2,845-5289,"(35.208699842036, -119.052247067829)",,,,,False,2024AR_Bear Mountain Dairy,kern,generic_r5,1b,82,82,,,,,,,,Farmer,,manure
Bear Mountain Dairy,4551 Bear Mountain Blvd Wastewater Bakersfield Ca 93313 Rwqcd? No,Brachena Ag Services Inc Name Fred Amirfar Inquiry Of Those Individuals Immediately Responsible,9442 Bear Mountain Blvd. Bakersfield Ca 93311 Information Is True Accurate And Complete. I Am,Farmer,American Ag Inc. Name American Ag Inc. F [ A,Po Box 20370 Number F Vo 4 ) Facility City/State Bakersfield Ca Aar Bho,Jun 1 2024-Jun 30 2024 5383,ton,,,,,R5-2007-0035_one_page_2,,"(35.208699842036, -119.052247067829)",,,,,False,2024AR_Bear Mountain Dairy,kern,generic_r5,2a,84,84,,,,,,,,Farmer,,wastewater
Bear Mountain Dairy,4551 Bear Mountain Blvd Wastewater Bakersfield Ca 93313 Rwqcd? No,Brachena Ag Services Inc Name Fred Amirfar Inquiry Of Those Individuals Immediately Responsible,9442 Bear Mountain Blvd. Bakersfield Ca 93311 Information Is True Accurate And Complete. I Am,Farmer,American Ag Inc. Name American Ag Inc. F [ A,Po Box 20370 Number F Vo 4 ) Facility City/State Bakersfield Ca Aar Bho,Aug 1 2024-Aug 31 2024 10880 ton 68 %,Signature,,,,,R5-2007-0035_one_page_2,,"(35.208699842036, -119.052247067829)",,,,,False,2024AR_Bear Mountain Dairy,kern,generic_r5,2b,84,84,,,,,,,,Farmer,,wastewater
Bear Mountain Dairy,4551 Bear Mountain Blvd Wastewater Bakersfield Ca 93313 Rwqcd? No,Brachena Ag Services Inc Name Fred Amirfar Inquiry Of Those Individuals Immediately Responsible,9442 Bear Mountain Blvd. Bakersfield Ca 93311 Information Is True Accurate And Complete. I Am,Farmer,Kirschenman Enterprises Name Kirschenman Enterprises F [ A,Po Box 27 Number F 7 Z ‘ A Ce Too If La Yd Ft Het,Feb 1 2024-Feb 29 2024,,4859,67,,,R5-2007-0035_one_page_2,,"(35.208699842036, -119.052247067829)",,,,,False,2024AR_Bear Mountain Dairy,kern,generic_r5,3a,86,86,,,,,,,,Farmer,,manure
Bear Mountain Dairy,4551 Bear Mountain Blvd Wastewater Bakersfield Ca 93313 Rwqcd? No,Brachena Ag Services Inc Name Fred Amirfar Inquiry Of Those Individuals Immediately Responsible,9442 Bear Mountain Blvd. Bakersfield Ca 93311 Information Is True Accurate And Complete. I Am,Farmer,Kirschenman Enterprises Name Kirschenman Enterprises F [ A,Po Box 27 Number F 7 Z ‘ A Ce Too If La Yd Ft Het,Nov 1 2024-Nov 30 2024 1139 ton,66,,,,,R5-2007-0035_one_page_2,,"(35.208699842036, -119.052247067829)",,,,,False,2024AR_Bear Mountain Dairy,kern,generic_r5,3b,86,86,,,,,,,,Farmer,,wastewater
Bear Mountain Dairy,4551 Bear Mountain Blvd Wastewater Bakersfield Ca 93313 Rwqcd? No,Brachena Ag Services Inc Name Fred Amirfar Inquiry Of Those Individuals Immediately Responsible,9442 Bear Mountain Blvd. ~ Bakersfield Ca93311...S™” Tot Ttt Information Is True Accurate And Complete. I Am,Farmer,Ag Now Corp. Name Fred Amirfar F [ 4,9442 Bear Mountain Blvd. Number F 7 2 4 Facility City/State Bakersfield Ca Aar Bho,Aug 1 2024-Aug 31 2024 7033,ton,,,,,R5-2007-0035_one_page_2,978-9321,"(35.208699842036, -119.052247067829)","(35.210777230193, -119.105872241364)",,,,False,2024AR_Bear Mountain Dairy,kern,generic_r5,4a,88,88,,,,,,,,Farmer,,wastewater
Bear Mountain Dairy,4551 Bear Mountain Blvd Wastewater Bakersfield Ca 93313 Rwqcd? No,Brachena Ag Services Inc Name Fred Amirfar Inquiry Of Those Individuals Immediately Responsible,9442 Bear Mountain Blvd. ~ Bakersfield Ca93311...S™” Tot Ttt Information Is True Accurate And Complete. I Am,Farmer,Ag Now Corp. Name Fred Amirfar F [ 4,9442 Bear Mountain Blvd. Number F 7 2 4 Facility City/State Bakersfield Ca Aar Bho,Sep 1 2024-Sep 30 2024 6911 ton 70 %,Signature,,,,,R5-2007-0035_one_page_2,978-9321,"(35.208699842036, -119.052247067829)","(35.210777230193, -119.105872241364)",,,,False,2024AR_Bear Mountain Dairy,kern,generic_r5,4b,88,88,,,,,,,,Farmer,,wastewater
Bear Mountain Dairy,4551 Bear Mountain Blvd Wastewater Bakersfield Ca 93313 Rwqcd? No,Brachena Ag Services Inc Name Fred Amirfar Inquiry Of Those Individuals Immediately Responsible,9442 Bear Mountain Blvd. Bakersfield Ca 93311 Information Is True Accurate And Complete. I Am,Farmer,Greg Tesch Name Tesch Farms F [ A,I 200 Hume Lane Number Va Pt F Facility City/State Bakersfield Ca Aar Bho,Jun 1 2024-Jun 30 2024,,3009,68,,,R5-2007-0035_one_page_2,345-5735,"(35.208699842036, -119.052247067829)","(35.353201355484, -119.074118407012)",,,,False,2024AR_Bear Mountain Dairy,kern,generic_r5,5a,90,90,,,,,,,,Farmer,,manure
Big De Dairy Lp,2947 W Manning Ave Fresno Fresno 93706,Larry Burrows Spreading,11751 W. Jensen Avenue Kerman Ca 93630,Broker,Larry Burrow Spreading (559) 846-9671,Fresno 93706,01/25/2024,,2500.0,58.2,An Average Of Scale Weighed Oads Multiplied By The Total Number Of Loads Exported,,R5-2007-0035_software,,"(36.603197593523, -119.842552514673)","(36.676940990927, -119.97033404185)",,1/25/2024,,False,2024AR_Big De Cattle Dairy_2947 W Manning Ave_Fresno,fresno_madera,generic_r5,1,68,69,,,,,,,Central And Dickensen Avenues Fresno,Broker,,manure
Big De Dairy Lp,2947 W Manning Ave Fresno Fresno 93706,Larry Burrows Spreading,11751 W. Jensen Avenue Kerman Ca 93630,Broker,Larry Burrow Spreading (559) 846-9671,Fresno 93706,01/26/2024,,2875.0,58.2,An Average Of Scale Weighed Oads Multiplied By The Total Number Of Loads Exported,,R5-2007-0035_software,,"(36.603197593523, -119.842552514673)","(36.662918988924, -119.880474004839)",,1/26/2024,,False,2024AR_Big De Cattle Dairy_2947 W Manning Ave_Fresno,fresno_madera,generic_r5,2,70,71,,,,,,,Cornelia And American Avenues Fresno,Broker,,manure
Big De Dairy Lp,2947 W Manning Ave Fresno Fresno 93706,Larry Burrows Spreading,11751 W. Jensen Avenue Kerman Ca 93630,Broker,Larry Burrow Spreading (559) 846-9671,Fresno 93706,04/27/2024,,2000.0,81.8,An Average Of Scale Weighed Oads Multiplied By The Total Number Of Loads Exported,,R5-2007-0035_software,,"(36.603197593523, -119.842552514673)","(36.708778, -119.813423)",,4/27/2024,,False,2024AR_Big De Cattle Dairy_2947 W Manning Ave_Fresno,fresno_madera,generic_r5,3,72,73,,,,,,,Central And Rolinda Avenues Fresno,Broker,,manure
Big De Dairy Lp,2947 W Manning Ave Fresno Fresno 93706,Larry Burrows Spreading,11751 W. Jensen Avenue Kerman Ca 93630,Broker,Larry Burrow Spreading (559) 846-9671,Fresno 93706,05/25/2024,,2000.0,,An Average Of Scale Weighed Oads Multiplied By The Total Number Of Loads Exported,,R5-2007-0035_software,,"(36.603197593523, -119.842552514673)","(36.708778, -119.813423)",,5/25/2024,,False,2024AR_Big De Cattle Dairy_2947 W Manning Ave_Fresno,fresno_madera,generic_r5,4,74,75,,,,,,,Central And Rolinda Avenues Fresno,Broker,,manure
Bill Idsinga Dairy,4595 Houston Ave. Hanford 93230,Gutierrez Spreading,3612 Ave. 236 Tulare 93274,,West Coast & Gravel 7715 Ave. 296 Visalia 93291,Number And Street City Zip Code Assessor'S Parcel Number,6/1-7/1/24,,Solids,,The Amount.,,R5-2007-0035_one_page_1,,"(36.298475263779, -119.540688833008)",,7/1/2024,6/1/2026,,False,2024AR_Bill Idsinga Dairy_4595 Houston Ave_Kings,kings,livingston,1,33,33,,,,,,,,,,manure
Black Diamond Dai,18541 S Fruit Ave Riverdale Fresno 93656,Black Diamond,18607 Fruit Ave Riverdale Ca 93656,Farmer,Paul Singh (559) 352-0608,Riverdale 93656,02/25/2024,6400000.0,,,,Gpm X Runtime,R5-2007-0035_software,,"(36.463649173483, -119.829910090114)","(36.438315206411, -119.812750275793)",,2/25/2024,,False,2024AR_Black Diamond Dairy_18789 S Fruit Ave_Fresno,fresno_madera,generic_r5,1,36,37,,,,,,,Fruit Fresno,Farmer,,wastewater
Black Diamond Dairy,18541 S Fruit Ave Riverdale Fresno 93656,Black Diamond,18607 Fruit Ave Riverdale Ca 93656,Farmer,Paul Singh (559) 352-0608,Riverdale 93656,05/10/2024,6250000.0,,,,Gpm X Runtime,R5-2007-0035_software,,"(36.463649173483, -119.829910090114)","(36.438315206411, -119.812750275793)",,5/10/2024,,False,2024AR_Black Diamond Dairy_18789 S Fruit Ave_Fresno,fresno_madera,generic_r5,2,38,39,,,,,,,Fruit Fresno,Farmer,,wastewater
Black Diamond Dai,18541 S Fruit Ave Riverdale Fresno 93656,Thomas Bros Spreading,19721 Excesisior Riverdale Ca 93656,Farmer,Mike Smith (559) 867-3186,Riverdale 93656,10/10/2024,,3580.0,71.8,Weighted Average,,R5-2007-0035_software,,"(36.463649173483, -119.829910090114)","(36.5357, -119.989)",,10/10/2024,,False,2024AR_Black Diamond Dairy_18789 S Fruit Ave_Fresno,fresno_madera,generic_r5,3,40,41,,,,,,,Across From Andrew/Fruit & West Fresno,Farmer,,manure
Black Diamond Dai,18541 S Fruit Ave Riverdale Fresno 93656,Netto Ag,10044 Flint Ave Hanford Ca 93230,Farmer,Mike Smith (559) 867-3186,Riverdale 93656,10/10/2024,2519000.0,,,,Gpm X Runtime,R5-2007-0035_software,,"(36.463649173483, -119.829910090114)","(36.438315206411, -119.812750275793)",,10/10/2024,,False,2024AR_Black Diamond Dairy_18789 S Fruit Ave_Fresno,fresno_madera,generic_r5,4,42,43,,,,,,,Fruit Fresno,Farmer,,wastewater
Black Diamond Dairy,18541 S Fruit Ave Riverdale Fresno 93656,Black Diamond,18607 Fruit Ave Riverdale Ca 93656,Farmer,Paul Singh (559) 352-0608,Riverdale 93656,10/15/2024,6320000.0,,,,Gpm X Runtime,R5-2007-0035_software,,"(36.463649173483, -119.829910090114)","(36.438315206411, -119.812750275793)",,10/15/2024,,False,2024AR_Black Diamond Dairy_18789 S Fruit Ave_Fresno,fresno_madera,generic_r5,5,44,45,,,,,,,Fruit Fresno,Farmer,,wastewater
