Origin Dairy Name,Origin Dairy Address,Origin Dairy Latitude (Geocoded),Origin Dairy Longitude (Geocoded),Hauler Name,Hauler Address,Destination Name,Destination Contact Address,Destination Address,Destination Nearest Cross Street,Destination Type (Standardized),Destination Assessor Parcel Number,Destination County,Destination Address Final,Destination Address Final Source,Destination Latitude (Geocoded),Destination Longitude (Geocoded),First Haul Date,Last Haul Date,Is Pipeline,Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Total Process Wastewater Exports (Gallons),Source PDF,Manifest Number,Start Page,End Page,Manifest Type,Origin Latitude,Origin Longitude,Origin City,Origin Zip,Origin County,Destination City,Destination Zip,Estimated Number of Hauls (Based on Average),Estimated Number of 10k-gallon Hauls (Based on Distribution),Estimated Number of 20k-gallon Hauls (Based on Distribution)
Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,F&A Lagonn Management,2930 Geer Rd Turlock Ca 95382,Seraphin Fontes,3605 Soderquist Ave Turlock CA 95380,3605 Soderquist Ave Turlock 95380,Stanislaus,Broker,,Stanislaus,3605 Soderquist Ave Turlock 95380 Stanislaus,Destination Address,37.459491330418,-120.862825255348,,2024-09-27,False,,,,,570000.0,"20326 Johnson Ave, Hilmar 2024 Dairy AR",13,59,60,wastewater,37.433340184494,-120.856819756446,Hilmar,95324,Merced,Turlock,95380,65,57,0
Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474679542,-120.858065933389,Pipeline,20445 August Ave Turlock Ca 95324,Oslo Dairy,20334 W Oslo Rd Hilmar CA 95324,,,Farmer,0045-0014-0022-0000 Stanislaus,,,,,,,2024-01-19,True,,,,,1800000.0,"20445 August Ave, Hilmar 2024 Dairy AR",1,128,129,wastewater,37.418474679542,-120.858065933389,Hilmar,95324,Merced,,,206,180,0
Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474679542,-120.858065933389,Pipeline,20445 August Ave Turlock Ca 95324,Oslo Dairy,20334 W Oslo Rd Hilmar CA 95324,,,Farmer,0045-0014-0022-0000 Stanislaus,,,,,,,2024-02-26,True,,,,,1935000.0,"20445 August Ave, Hilmar 2024 Dairy AR",2,130,131,wastewater,37.418474679542,-120.858065933389,Hilmar,95324,Merced,,,222,194,0
Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474679542,-120.858065933389,Pipeline,20445 August Ave Turlock Ca 95324,Oslo Dairy,20334 W Oslo Rd Hilmar CA 95324,,,Farmer,0045-0014-0022-0000 Stanislaus,,,,,,,2024-06-18,True,,,,,1770000.0,"20445 August Ave, Hilmar 2024 Dairy AR",3,132,133,wastewater,37.418474679542,-120.858065933389,Hilmar,95324,Merced,,,203,177,0
Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474679542,-120.858065933389,Pipeline,20445 August Ave Turlock Ca 95324,Oslo Dairy,20334 W Oslo Rd Hilmar CA 95324,,,Farmer,0045-0014-0022-0000 Stanislaus,,,,,,,2024-07-16,True,,,,,1710000.0,"20445 August Ave, Hilmar 2024 Dairy AR",4,134,135,wastewater,37.418474679542,-120.858065933389,Hilmar,95324,Merced,,,196,171,0
Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474679542,-120.858065933389,Pipeline,20445 August Ave Turlock Ca 95324,Oslo Dairy,20334 W Oslo Rd Hilmar CA 95324,,,Farmer,0045-0014-0022-0000 Stanislaus,,,,,,,2024-07-28,True,,,,,1530000.0,"20445 August Ave, Hilmar 2024 Dairy AR",5,136,137,wastewater,37.418474679542,-120.858065933389,Hilmar,95324,Merced,,,175,153,0
Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474679542,-120.858065933389,Pipeline,20445 August Ave Turlock Ca 95324,Oslo Dairy,20334 W Oslo Rd Hilmar CA 95324,,,Farmer,0045-0014-0022-0000 Stanislaus,,,,,,,2024-08-10,True,,,,,1650000.0,"20445 August Ave, Hilmar 2024 Dairy AR",6,138,139,wastewater,37.418474679542,-120.858065933389,Hilmar,95324,Merced,,,189,165,0
Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474679542,-120.858065933389,Pipeline,20445 August Ave Turlock Ca 95324,Oslo Dairy,20334 W Oslo Rd Hilmar CA 95324,,,Farmer,0045-0014-0022-0000 Stanislaus,,,,,,,2024-08-22,True,,,,,1530000.0,"20445 August Ave, Hilmar 2024 Dairy AR",7,140,141,wastewater,37.418474679542,-120.858065933389,Hilmar,95324,Merced,,,175,153,0
Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662427334,-120.863036485791,Pipeline,20710 Geer Rd Hilmar Ca 95324,Manuel Faria (209) 634-1891,21185 Williams Ave Hilmar CA 95324,,,Farmer,0045-0230-006 1-0000 Merced,,,,,,,2024-05-27,True,,,,,420000.0,20723 Geer Ave Hilmar 2024 Dairy AR,4,99,100,wastewater,37.39662427334,-120.863036485791,Hilmar,95324,Merced,,,48,42,0
Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662427334,-120.863036485791,Pipeline,20710 Geer Rd Hilmar Ca 95324,Stavrianoudakis (209) 652-4485,21089 Williams Ave Hilmar CA 95324,,,Farmer,0045-0230-0062-0000 Merced,,,,,,,2024-07-14,True,,,,,360000.0,20723 Geer Ave Hilmar 2024 Dairy AR,5,101,102,wastewater,37.39662427334,-120.863036485791,Hilmar,95324,Merced,,,41,36,0
Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662427334,-120.863036485791,Pipeline,20710 Geer Rd Hilmar Ca 95324,Stavrianoudakis (209) 652-4485,21089 Williams Ave Hilmar CA 95324,,,Farmer,0045-0230-0062-0000 Merced,,,,,,,2024-08-08,True,,,,,420000.0,20723 Geer Ave Hilmar 2024 Dairy AR,6,103,104,wastewater,37.39662427334,-120.863036485791,Hilmar,95324,Merced,,,48,42,0
Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662427334,-120.863036485791,Pipeline,20710 Geer Rd Hilmar Ca 95324,Manuel Faria (209) 634-1891,21185 Williams Ave Hilmar CA 95324,,,Farmer,0045-0230-006 1-0000 Merced,,,,,,,2024-07-23,True,,,,,420000.0,20723 Geer Ave Hilmar 2024 Dairy AR,7,105,106,wastewater,37.39662427334,-120.863036485791,Hilmar,95324,Merced,,,48,42,0
Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662427334,-120.863036485791,Pipeline,20710 Geer Rd Hilmar Ca 95324,Manuel Faria (209) 634-1891,21185 Williams Ave Hilmar CA 95324,,,Farmer,0045-0230-006 1-0000 Merced,,,,,,,2024-08-21,True,,,,,420000.0,20723 Geer Ave Hilmar 2024 Dairy AR,8,107,108,wastewater,37.39662427334,-120.863036485791,Hilmar,95324,Merced,,,48,42,0
Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662427334,-120.863036485791,Pipeline,20710 Geer Rd Hilmar Ca 95324,Stavrianoudakis (209) 652-4485,21089 Williams Ave Hilmar CA 95324,,,Farmer,0045-0230-0062-0000 Merced,,,,,,,2024-10-11,True,,,,,420000.0,20723 Geer Ave Hilmar 2024 Dairy AR,9,109,110,wastewater,37.39662427334,-120.863036485791,Hilmar,95324,Merced,,,48,42,0
Tiberio Azevedo Dairy,21480 August Avenue Hilmar CA 95324,37.421856987021,-120.877076592705,Tiberio Azevedo Dairy,21480 August Avenue Hilmar CA 95324,B-6 Dairy,22014 Turner Road Hilmar 95324,Merced County,,Farmer,X045-X170-X003-XXXX,,,,,,2024-04-20,2024-08-03,False,,,,,2779500.0,"21480 August Ave, Hilmar 2024 Dairy AR",1,64,65,wastewater,37.421856987021,-120.877076592705,Hilmar,95324,Merced,,,318,278,0
Tiberio Azevedo Dairy,21480 August Avenue Hilmar CA 95324,37.421856987021,-120.877076592705,Tiberio Azevedo Dairy,21480 August Avenue Hilmar CA 95324,B-6 Dairy,22014 Turner Road Hilmar 95324,Merced County,,Farmer,X045-X170-X003-XXXX,,,,,,2024-03-04,2024-04-01,False,,,,,1836000.0,"21480 August Ave, Hilmar 2024 Dairy AR",2,66,67,wastewater,37.421856987021,-120.877076592705,Hilmar,95324,Merced,,,210,184,0
Tiberio Azevedo Dairy,21480 August Avenue Hilmar CA 95324,37.421856987021,-120.877076592705,Tiberio Azevedo Dairy,21480 August Avenue Hilmar CA 95324,Joe Egli & Sons Dairy 21536 August Avenue Hilmar 95324 (209) 667-1452,Joe Egli & Sons Dairy 21536 August Avenue Hilmar 95324 (209) 667-1452,21536 August Avenue Hilmar 95324 Merced County,,Farmer,,Merced,21536 August Avenue Hilmar 95324 Merced County,Destination Address,37.423285305231,-120.877858121357,2024-06-21,2024-08-17,False,,,,,3925000.0,"21480 August Ave, Hilmar 2024 Dairy AR",3,68,69,wastewater,37.421856987021,-120.877076592705,Hilmar,95324,Merced,Hilmar,95324,450,392,0
Tiberio Azevedo Dairy,21480 August Avenue Hilmar CA 95324,37.421856987021,-120.877076592705,Tiberio Azevedo Dairy,21480 August Avenue Hilmar CA 95324,Joe Egli & Sons Dairy 21536 August Avenue Hilmar 95324 (209) 667-1452,Joe Egli & Sons Dairy 21536 August Avenue Hilmar 95324 (209) 667-1452,21536 August Avenue Hilmar 95324 Merced County,,Farmer,,Merced,21536 August Avenue Hilmar 95324 Merced County,Destination Address,37.423285305231,-120.877858121357,,2024-03-02,False,,,,,1915000.0,"21480 August Ave, Hilmar 2024 Dairy AR",4,70,71,wastewater,37.421856987021,-120.877076592705,Hilmar,95324,Merced,Hilmar,95324,219,192,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Valentine Dairy,20717 Bloss Ave. Hilmar 95324,,,,Farmer,,,,,,2024-01-15,,,,,,,,"21670 W Bloss Ave, Hilmar 2024 Dairy AR",1,102,103,wastewater,37.404879148772,-120.88069204282,Hilmar,95324,Merced,,,,,
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Valentine Dairy,20717 Bloss Ave. Hilmar 95324,,,,Farmer,,,,,,2024-02-16,,,,,,,,"21670 W Bloss Ave, Hilmar 2024 Dairy AR",2,104,105,wastewater,37.404879148772,-120.88069204282,Hilmar,95324,Merced,,,,,
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Valentine Dairy,20717 Bloss Ave. Hilmar 95324,,,,Farmer,,,,,,2024-03-08,,,,,,,,"21670 W Bloss Ave, Hilmar 2024 Dairy AR",3,106,107,wastewater,37.404879148772,-120.88069204282,Hilmar,95324,Merced,,,,,
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Youngs,22063 American Ave Hilmar 95324,,,Farmer,045-180-030,,,,,,,2024-01-04,False,,,,,235755.0,"21670 W Bloss Ave, Hilmar 2024 Dairy AR",6,112,113,wastewater,37.404879148772,-120.88069204282,Hilmar,95324,Merced,,,27,24,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Youngs,22063 American Ave Hilmar 95324,,,Farmer,045-180-030,,,,,,,2024-02-01,False,,,,,185750.0,"21670 W Bloss Ave, Hilmar 2024 Dairy AR",7,114,115,wastewater,37.404879148772,-120.88069204282,Hilmar,95324,Merced,,,21,19,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Youngs,22063 American Ave Hilmar 95324,,,Farmer,045-180-030,,,,,,,2024-02-29,False,,,,,280755.0,"21670 W Bloss Ave, Hilmar 2024 Dairy AR",8,116,117,wastewater,37.404879148772,-120.88069204282,Hilmar,95324,Merced,,,32,28,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Youngs,22063 American Ave Hilmar 95324,,,Farmer,045-180-030,,,,,,,2024-03-20,False,,,,,265500.0,"21670 W Bloss Ave, Hilmar 2024 Dairy AR",9,118,119,wastewater,37.404879148772,-120.88069204282,Hilmar,95324,Merced,,,30,27,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Youngs,22063 American Ave Hilmar 95324,,,Farmer,045-180-030,,,,,,,2024-04-28,False,,,,,625500.0,"21670 W Bloss Ave, Hilmar 2024 Dairy AR",10,120,121,wastewater,37.404879148772,-120.88069204282,Hilmar,95324,Merced,,,72,63,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Youngs,22063 American Ave Hilmar 95324,,,Farmer,045-180-030,,,,,,,2024-06-26,False,,,,,427500.0,"21670 W Bloss Ave, Hilmar 2024 Dairy AR",11,122,123,wastewater,37.404879148772,-120.88069204282,Hilmar,95324,Merced,,,49,43,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Youngs,22063 American Ave Hilmar 95324,,,Farmer,045-180-030,,,,,,,2024-07-06,False,,,,,270000.0,"21670 W Bloss Ave, Hilmar 2024 Dairy AR",12,124,125,wastewater,37.404879148772,-120.88069204282,Hilmar,95324,Merced,,,31,27,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Youngs,22063 American Ave Hilmar 95324,,,Farmer,045-180-030,,,,,,,2024-07-21,False,,,,,550500.0,"21670 W Bloss Ave, Hilmar 2024 Dairy AR",13,126,127,wastewater,37.404879148772,-120.88069204282,Hilmar,95324,Merced,,,63,55,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Youngs,22063 American Ave Hilmar 95324,,,Farmer,045-180-030,,,,,,,2024-08-09,False,,,,,395400.0,"21670 W Bloss Ave, Hilmar 2024 Dairy AR",14,128,129,wastewater,37.404879148772,-120.88069204282,Hilmar,95324,Merced,,,45,40,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Youngs,22063 American Ave Hilmar 95324,,,Farmer,045-180-030,,,,,,,2024-10-02,False,,,,,132500.0,"21670 W Bloss Ave, Hilmar 2024 Dairy AR",15,130,131,wastewater,37.404879148772,-120.88069204282,Hilmar,95324,Merced,,,15,13,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Youngs,22063 American Ave Hilmar 95324,,,Farmer,045-180-030,,,,,,,2024-11-27,False,,,,,230000.0,"21670 W Bloss Ave, Hilmar 2024 Dairy AR",16,132,133,wastewater,37.404879148772,-120.88069204282,Hilmar,95324,Merced,,,26,23,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Joe Oliveira,19104 Crane Ave Hilmar CA 95324,Crane Rd.,,,,,Crane Rd.,Destination Address,,,,2024-01-19,False,,,,,2424140.0,"21859 Crane Ave, Hilmar 2024 Dairy AR",1,101,102,wastewater,37.379993,-120.880066,Hilmar,USA,,,,278,242,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Joe Oliveira,19104 Crane Ave Hilmar CA 95324,Crane Rd.,,,,,Crane Rd.,Destination Address,,,,2024-02-22,False,,,,,3406050.0,"21859 Crane Ave, Hilmar 2024 Dairy AR",2,103,104,wastewater,37.379993,-120.880066,Hilmar,USA,,,,390,341,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Joe Oliveira,19104 Crane Ave Hilmar CA 95324,Crane Rd.,,,,,Crane Rd.,Destination Address,,,,2024-05-20,False,,,,,2871670.0,"21859 Crane Ave, Hilmar 2024 Dairy AR",3,105,106,wastewater,37.379993,-120.880066,Hilmar,USA,,,,329,287,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Joe Oliveira,19104 Crane Ave Hilmar CA 95324,Crane Rd.,,,,,Crane Rd.,Destination Address,,,,2024-07-22,False,,,,,3604101.0,"21859 Crane Ave, Hilmar 2024 Dairy AR",4,107,108,wastewater,37.379993,-120.880066,Hilmar,USA,,,,413,360,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Bob Livak,4605 Crane Rd. Hilmar CA 95324,,,,0045-0024-0020-0000,,,,,,,2024-02-11,False,,,,,1908170.0,"21859 Crane Ave, Hilmar 2024 Dairy AR",5,109,110,wastewater,37.379993,-120.880066,Hilmar,USA,,,,219,191,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Bob Livak,4605 Crane Rd. Hilmar CA 95324,,,,0045-0024-0020-0000,,,,,,,2024-03-24,False,,,,,2241300.0,"21859 Crane Ave, Hilmar 2024 Dairy AR",6,111,112,wastewater,37.379993,-120.880066,Hilmar,USA,,,,257,224,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Bob Livak,4605 Crane Rd. Hilmar CA 95324,,,,0045-0024-0020-0000,,,,,,,2024-06-12,False,,,,,1826400.0,"21859 Crane Ave, Hilmar 2024 Dairy AR",7,113,114,wastewater,37.379993,-120.880066,Hilmar,USA,,,,209,183,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Bob Livak,4605 Crane Rd. Hilmar CA 95324,,,,0045-0024-0020-0000,,,,,,,2024-07-21,False,,,,,1007140.0,"21859 Crane Ave, Hilmar 2024 Dairy AR",8,115,116,wastewater,37.379993,-120.880066,Hilmar,USA,,,,115,101,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Bob Livak,4605 Crane Rd. Hilmar CA 95324,,,,0045-0024-0020-0000,,,,,,,2024-08-22,False,,,,,1776213.0,"21859 Crane Ave, Hilmar 2024 Dairy AR",9,117,118,wastewater,37.379993,-120.880066,Hilmar,USA,,,,203,178,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Bob Livak,4605 Crane Rd. Hilmar CA 95324,,,,0045-0024-0020-0000,,,,,,,2024-09-03,False,,,,,1626005.0,"21859 Crane Ave, Hilmar 2024 Dairy AR",10,119,120,wastewater,37.379993,-120.880066,Hilmar,USA,,,,186,163,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Bob Livak,4605 Crane Rd. Hilmar CA 95324,,,,0045-0024-0020-0000,,,,,,,2024-10-18,False,,,,,1296000.0,"21859 Crane Ave, Hilmar 2024 Dairy AR",11,121,122,wastewater,37.379993,-120.880066,Hilmar,USA,,,,148,130,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,"S.S Takhar ""Tokay""""","6822 Tegner Rd. Hilmar CA 95324""",,,,0046-0023-0069-0000,,,,,,,2024-02-08,False,,,,,2024000.0,"21859 Crane Ave, Hilmar 2024 Dairy AR",12,123,124,wastewater,37.379993,-120.880066,Hilmar,USA,,,,232,202,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,"S.S Takhar """"Tokay""""","6822 Tegner Rd. Hilmar CA 95324""",,,,0046-0023-0069-0000,,,,,,,2024-03-20,False,,,,,1897400.0,"21859 Crane Ave, Hilmar 2024 Dairy AR",13,125,126,wastewater,37.379993,-120.880066,Hilmar,USA,,,,217,190,0
B-6 Dairy,22014 Turner Road Hilmar CA 95324,37.375484,-120.888949,B-6 Dairy,22014 Turner Road Hilmar CA 95324,Bob Livak,22339 Crane Avenue Hilmar 95324,,,Farmer,0045-0240-0020-000,,,,,,2024-05-26,2024-08-10,False,,,,,5842000.0,"22014 Turner Ave, Hilmar 2024 Dairy AR",2,64,65,wastewater,37.375484,-120.888949,Hilmar,USA,,,,669,584,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Clauss Dairy Farms,21670 Bloss Ave Hilmar 95324,,,Farmer,0045-0190-0044-0000,,,,,,,2024-01-10,False,,,,,,22270 Bloss Ave Hilmar 2024 Dairy AR,1,48,49,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,,,
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Clauss Dairy Farms,21670 Bloss Ave Hilmar 95324,,,Farmer,0045-0190-0044-0000,,,,,,,2024-02-12,False,,,,,200.75,22270 Bloss Ave Hilmar 2024 Dairy AR,2,50,51,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,0,0,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Clauss Dairy Farms,21670 Bloss Ave Hilmar 95324,,,Farmer,0045-0190-0044-0000,,,,,,,2024-03-15,False,,,,,240000.0,22270 Bloss Ave Hilmar 2024 Dairy AR,3,52,53,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,27,24,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Clauss Dairy Farms,21670 Bloss Ave Hilmar 95324,,,Farmer,0045-0190-0044-0000,,,,,,,2024-04-24,False,,,,,490000.0,22270 Bloss Ave Hilmar 2024 Dairy AR,4,54,55,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,56,49,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Clauss Dairy Farms,21670 Bloss Ave Hilmar 95324,,,Farmer,0045-0190-0044-0000,,,,,,,2024-06-13,False,,,,,840000.0,22270 Bloss Ave Hilmar 2024 Dairy AR,5,56,57,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,96,84,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Clauss Dairy Farms,21670 Bloss Ave Hilmar 95324,,,Farmer,0045-0190-0044-0000,,,,,,,2024-07-03,False,,,,,392000.0,22270 Bloss Ave Hilmar 2024 Dairy AR,6,58,59,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,45,39,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Clauss Dairy Farms,21670 Bloss Ave Hilmar 95324,,,Farmer,0045-0190-0044-0000,,,,,,,2024-07-28,False,,,,,840000.0,22270 Bloss Ave Hilmar 2024 Dairy AR,7,60,61,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,96,84,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Clauss Dairy Farms,21670 Bloss Ave Hilmar 95324,,,Farmer,0045-0190-0044-0000,,,,,,,2024-10-18,False,,,,,500000.0,22270 Bloss Ave Hilmar 2024 Dairy AR,8,62,63,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,57,50,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Clauss Dairy Farms,21670 Bloss Ave Hilmar 95324,,,Farmer,0045-0190-0044-0000,,,,,,,2024-12-09,False,,,,,325755.0,22270 Bloss Ave Hilmar 2024 Dairy AR,9,64,65,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,37,33,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Matt Seward,22837 Bloss Ave Hilmar 95324,,,Farmer,0045-0019-0019-0000,,,,,,,2024-02-03,False,,,,,1200000.0,22270 Bloss Ave Hilmar 2024 Dairy AR,12,70,71,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,137,120,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Matt Seward,22837 Bloss Ave Hilmar 95324,,,Farmer,0045-0019-0019-0000,,,,,,,2024-08-22,False,,,,,720000.0,22270 Bloss Ave Hilmar 2024 Dairy AR,13,72,73,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,82,72,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Andy Danbom,22778 Turner Rd Hilmar 95324,,,Farmer,0045-0019-0054-0000,,,,,,,2024-01-13,False,,,,,1440000.0,22270 Bloss Ave Hilmar 2024 Dairy AR,14,74,75,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,165,144,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Andy Danbom,22778 Turner Rd Hilmar 95324,,,Farmer,0045-0019-0054-0000,,,,,,,2024-02-16,False,,,,,1440000.0,22270 Bloss Ave Hilmar 2024 Dairy AR,15,76,77,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,165,144,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Andy Danbom,22778 Turner Rd Hilmar 95324,,,Farmer,0045-0019-0054-0000,,,,,,,2024-04-12,False,,,,,1200000.0,22270 Bloss Ave Hilmar 2024 Dairy AR,16,78,79,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,137,120,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Andy Danbom,22778 Turner Rd Hilmar 95324,,,Farmer,0045-0019-0054-0000,,,,,,,2024-08-19,False,,,,,720000.0,22270 Bloss Ave Hilmar 2024 Dairy AR,17,80,81,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,82,72,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Jim Babelle,9374 Columbus Ave Hilmar 95324,,,Farmer,0045-0019-0018-0000,,,,,,,2024-02-05,False,,,,,1440000.0,22270 Bloss Ave Hilmar 2024 Dairy AR,18,82,83,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,165,144,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Jim Babelle,9374 Columbus Ave Hilmar 95324,,,Farmer,0045-0019-0018-0000,,,,,,,2024-03-09,False,,,,,1560000.0,22270 Bloss Ave Hilmar 2024 Dairy AR,19,84,85,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,179,156,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Jim Babelle,9374 Columbus Ave Hilmar 95324,,,Farmer,0045-0019-0018-0000,,,,,,,2024-04-02,False,,,,,1320000.0,22270 Bloss Ave Hilmar 2024 Dairy AR,20,86,87,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,151,132,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Jim Babelle,9374 Columbus Ave Hilmar 95324,,,Farmer,0045-0019-0018-0000,,,,,,,2024-09-01,False,,,,,960000.0,22270 Bloss Ave Hilmar 2024 Dairy AR,21,88,89,both,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,110,96,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Clauss Dairy Farms,21670 Bloss Ave Hilmar 95324,,,Farmer,0045-0190-0044-0000,,,,,,,2024-10-15,False,,,,,960000.0,22270 Bloss Ave Hilmar 2024 Dairy AR,22,91,92,wastewater,37.405353103487,-120.891440073443,Hilmar,95324,Merced,,,110,96,0
