Source PDF,Manifest Number,Start Page,End Page,Origin Dairy Name,Origin Dairy Address,Origin Dairy Latitude (Geocoded),Origin Dairy Longitude (Geocoded),Destination Address Final,Destination Address Final Source,Destination Type (Standardized),Destination Latitude (Geocoded),Destination Longitude (Geocoded),First Haul Date,Last Haul Date,Is Pipeline,Is Trucked,Manure Mass per Haul (tons),Manure Number of Hauls,Total Manure Amount (tons),Manure Solids (%),Number of 10-ton Hauls for Analysis,Number of 20-ton Hauls for Analysis
1500 Fulkerth Rd Crows Landing 2024 Dairy AR,2,17,18,Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,Other,37.50229,-121.008182,2024-10-05,2024-11-20,False,,12.0,,3672.0,43.1,229,69
1581 E Roosevelt Rd El Nido 2024 Dairy AR,1,65,66,DCB Farming LLC,1581 E Roosevelt Rd El Nido Merced 95317,37.141616310525,-120.463216603018,,,Farmer,,,,2024-04-15,False,,,,1800.0,75.8,112,34
1622 Kniebes Rd Gustine 2024 Dairy AR,1,72,73,Pires Dairy Farms,1622 Kniebes Rd Gustine CA 95322,37.266027348706,-120.98428364889,19075 W. Third Ave. Stevinson CA. 95374,Destination Address,Composting Facility,37.325729172363,-120.834534746052,,2024-10-17,False,,,,22000.0,82.5,1374,413
"1707 S Mitchell Rd, Turlock 2024 Dairy AR",1,31,32,John Brasil Dairy #3,1707 S. Mitchell Road Turlock CA 95380,37.477063218819,-120.940449983319,9730 W. Bradbury Road Turlock 95380,Destination Address,Farmer,37.44895195004,-120.960190203488,,2024-05-23,False,,,,1000.0,93.7,62,19
"1730 S. Healy Rd, Merced 2024 Dairy AR",1,45,46,Nunes Dairy,1730 S. Healy Rd Merced CA 95340,,,Mariposa Road Merced 95340,Destination Address,Farmer,37.323633906117,-120.462489011913,,2024-05-11,False,,,,1200.0,84.5,75,23
"1730 S. Healy Rd, Merced 2024 Dairy AR",2,47,48,Nunes Dairy,1730 S. Healy Rd Merced CA 95340,,,Mariposa Road Merced 95340,Destination Address,Farmer,37.323633906117,-120.462489011913,,2024-10-13,False,,,,1300.0,84.5,81,24
1763 S Hewitt Rd Linden 2024 Dairy AR,1,106,107,Bwc Weststeyn Dairy Lp,1763 S. Hewitt Road Linden CA 95236,37.955301966497,-121.041560210773,23390 E. Flood Street Linden CA 95236,Destination Address,Composting Facility,38.006898699332,-121.027540136607,2024-02-27,2024-12-11,False,,27.0,278.0,7506.0,-27.3,469,141
1763 S Hewitt Rd Linden 2024 Dairy AR,2,108,109,Bwc Weststeyn Dairy Lp,1763 S. Hewitt Road Linden CA 95236,37.955301966497,-121.041560210773,22807 E. Milton Road Linden CA 95236 093-110-01,Destination Address,Other,37.998766073957,-121.033980288093,2024-08-12,2024-09-22,False,,27.0,254.0,6858.0,-43.2,428,129
1901 N Hayden Rd Le Grand 2024 Dairy AR,1,125,126,Hillcrest Dairy Llc,1901 N Hayden Rd Le Grand Merced 95333,37.315788206093,-120.306520713714,,,Farmer,,,,2024-08-13,False,,,,1440.0,88.6,90,27
1901 N Hayden Rd Le Grand 2024 Dairy AR,2,127,128,Hillcrest Dairy Llc,1901 N Hayden Rd Le Grand Merced 95333,37.315788206093,-120.306520713714,,,Farmer,,,,2024-08-14,False,,,,1296.0,88.6,81,24
1901 N Hayden Rd Le Grand 2024 Dairy AR,3,129,130,Hillcrest Dairy Llc,1901 N Hayden Rd Le Grand Merced 95333,37.315788206093,-120.306520713714,,,Farmer,,,,2024-08-15,False,,,,960.0,88.6,60,18
1901 N Hayden Rd Le Grand 2024 Dairy AR,4,131,132,Hillcrest Dairy Llc,1901 N Hayden Rd Le Grand Merced 95333,37.315788206093,-120.306520713714,,,Farmer,,,,2024-08-15,False,,,,480.0,88.6,30,9
1901 N Hayden Rd Le Grand 2024 Dairy AR,5,133,134,Hillcrest Dairy Llc,1901 N Hayden Rd Le Grand Merced 95333,37.315788206093,-120.306520713714,19615 Geer Ave Hilmar 95324 Merced,Destination Address,Farmer,37.396577292772,-120.843239268681,,2024-08-24,False,,,,1824.0,88.6,114,34
1901 N Hayden Rd Le Grand 2024 Dairy AR,6,135,136,Hillcrest Dairy Llc,1901 N Hayden Rd Le Grand Merced 95333,37.315788206093,-120.306520713714,19615 Geer Ave Hilmar 95324 Merced,Destination Address,Farmer,37.396577292772,-120.843239268681,,2024-08-26,False,,,,2232.0,88.6,139,42
1901 N Hayden Rd Le Grand 2024 Dairy AR,7,137,138,Hillcrest Dairy Llc,1901 N Hayden Rd Le Grand Merced 95333,37.315788206093,-120.306520713714,19615 Geer Ave Hilmar 95324 Merced,Destination Address,Farmer,37.396577292772,-120.843239268681,,2024-08-27,False,,,,1568.0,88.6,98,29
1933 Hall Rd Denair 2024 Dairy AR,1,45,46,D+M Ag,1933 Hall Ro. Denair 95316,37.512447632622,-120.745406365369,4618 N. Montpelier Rd. Denair 95316,Destination Address,Other,37.535437893837,-120.69666333529,,2024-01-03,False,,,,1200.0,-10.6,75,23
1933 Hall Rd Denair 2024 Dairy AR,2,48,49,D+M Ag,1933 Hall Ro. Denair 95316,37.512447632622,-120.745406365369,4618 N. Montpelier Rd. Denair 95316,Destination Address,Other,37.535437893837,-120.69666333529,,2024-02-16,False,,,,1500.0,-81.8,94,28
1933 Hall Rd Denair 2024 Dairy AR,3,51,52,D+M Ag,1933 Hall Rd. Denair 95316,37.512447632622,-120.745406365369,4618 N. Montpelier Ro. Denair 95316,Destination Address,Other,37.535437893837,-120.69666333529,,2024-03-06,False,,,,925.0,-10.6,58,17
1933 Hall Rd Denair 2024 Dairy AR,4,54,55,D+M Ag,1933 Hall Rd. Denair 95316,37.512447632622,-120.745406365369,4618 N. Montpelier Rd. Denair 95316,Destination Address,Other,37.535437893837,-120.69666333529,,2024-04-09,False,,,,1125.0,-81.8,70,21
1933 Hall Rd Denair 2024 Dairy AR,5,57,58,D+M Ag,1933 Hall Ro. Denair 95316,37.512447632622,-120.745406365369,4618 N. Montpelier Rd. Denair 95316,Destination Address,Other,37.535437893837,-120.69666333529,,2024-05-14,False,,,,1050.0,-10.6,66,20
1933 Hall Rd Denair 2024 Dairy AR,6,60,61,D+M Ag,1933 Hall Rd. Denaiir 95316,37.512447632622,-120.745406365369,4618 N. Montpelier Rd. Denair 95316,Destination Address,Other,37.535437893837,-120.69666333529,,2024-05-29,False,,,,975.0,-10.6,61,18
1933 Hall Rd Denair 2024 Dairy AR,7,63,64,D+M Ag,1933 Hall Rd. Denair 95316,37.512447632622,-120.745406365369,4618 N. Montpelier Rd. Denair 95316,Destination Address,Other,37.535437893837,-120.69666333529,,2024-07-03,False,,,,375.0,-75.3,23,7
1933 Hall Rd Denair 2024 Dairy AR,8,66,67,D+M Ag,1933 Hall Ro. Denair 95316,37.512447632622,-120.745406365369,4618 N. Montpelier Rd. Denair 95316,Destination Address,Other,37.535437893837,-120.69666333529,,2024-10-22,False,,,,975.0,-37.0,61,18
1933 Hall Rd Denair 2024 Dairy AR,9,69,70,D+M Ag,1933 Hall Rd. Denair 95316,37.512447632622,-120.745406365369,4618 N. Montpelier Rd. Denair 95316,Destination Address,Other,37.535437893837,-120.69666333529,,2024-11-12,False,,,,675.0,-75.3,42,13
1980 County Rd QQ Willows 2024 Dairy AR,1,33,34,Couto Dairy,1980 County Road Qq Willows Glenn 95988,39.536479394667,-122.121338519324,1980 County Road Qq Willows 95988 County Road Qq Glenn Glenn,Destination Address,Farmer,39.536479394667,-122.121338519324,,2024-07-29,False,,,,630.0,20.0,39,12
1980 County Rd QQ Willows 2024 Dairy AR,3,37,38,Couto Dairy,1980 County Road Qq Willows Glenn 95988,39.536479394667,-122.121338519324,1980 County Road Qq Willows 95988 County Road Qq Glenn Glenn,Destination Address,Farmer,39.536479394667,-122.121338519324,,2024-10-01,False,,,,308.0,57.3,19,6
2207 Roberts Rd Ceres 2024 Dairy AR,1,172,173,Double D Dairy,2207 Roberts Rd. Ceres 95307,37.527103222686,-120.955165084896,23234 Second Ave. Stevinson 95374,Destination Address,Other,37.335594043758,-120.910021746955,,2024-04-29,False,,,,5980.0,22.8,373,112
2207 Roberts Rd Ceres 2024 Dairy AR,2,174,175,Double D Dairy,2207 Roberts Rd. Ceres 95307,37.527103222686,-120.955165084896,23234 Second Ave. Stevinson 95374,Destination Address,Other,37.335594043758,-120.910021746955,,2024-09-12,False,,,,4250.0,22.8,265,80
2248 W Service Rd Modesto 2024 Dairy AR,1,18,19,Borba & Sons,2248 W. Service Road Modesto CA 95358,37.579493176928,-121.027401248472,017-041-015,Destination Assessor Parcel Number,Other,33.26941,-115.955676,,2024-10-14,False,,10.0,75.0,750.0,-3.3,75,0
2306 W Fulkerth Rd Crows Landing 2025 Dairy AR,1,34,35,Edelweiss Dairy,2306 W. Fulkerth Rd Crows Landing 95313,37.507547278659,-121.032046331573,"022-001-002,022-001-004,022-001-005,022-003-002,022-004-001,022-004-002",Destination Assessor Parcel Number,Other,35.290559,-120.669299,,2024-05-24,False,,12.0,,396.0,73.8,25,7
"2472 Gates Rd, Modesto 2024 Dairy AR",1,23,24,Roest Family Dairy,2472 Gates Road Modesto CA 95358,37.6727487,-121.1554319,Paradise & Baker Road Stanislaus County,Destination Address,Broker,37.609000996504,-121.094093034553,,2024-05-25,False,,,,1200.0,74.6,75,23
"2472 Gates Rd, Modesto 2024 Dairy AR",2,25,26,Roest Family Dairy,2472 Gates Road Modesto CA 95358,37.6727487,-121.1554319,,,Farmer,,,,2024-07-27,False,,,,1300.0,74.6,81,24
"2472 Gates Rd, Modesto 2024 Dairy AR",3,27,28,Roest Family Dairy,2472 Gates Road Modesto CA 95358,37.6727487,-121.1554319,Apn# Stanislaus County,Destination Address,Farmer,,,,2024-08-10,False,,,,1300.0,74.6,81,24
"2472 Gates Rd, Modesto 2024 Dairy AR",4,29,30,Roest Family Dairy,2472 Gates Road Modesto CA 95358,37.6727487,-121.1554319,Apn# Stanislaus County,Destination Address,Farmer,,,,2024-10-25,False,,,,1300.0,74.6,81,24
"2472 Gates Rd, Modesto 2024 Dairy AR",5,31,32,Roest Family Dairy,2472 Gates Road Modesto CA 95358,37.6727487,-121.1554319,Apn# Stanislaus County,Destination Address,Farmer,,,,2024-11-20,False,,,,1800.0,74.6,112,34
2510 W Turlock Rd Snelling 2024 Dairy AR,1,48,49,Fagundes Brothers Dairy #1,2510 Turlock Road Snelling CA 95369,37.493198005247,-120.519019039589,14478 Cox Ferry Road Snelling 95369 Merced County,Destination Address,Farmer,37.498999539529,-120.500448262552,,2024-05-15,False,,,,6200.0,25.9,387,116
"2613 S Mitchell Rd, Turlock 2024 Dairy AR",1,47,48,John Brasil Dairy #1,2613 S. Mitchell Road Turlock CA 95380,37.468743760823,-120.940354513442,9730 Bradbury Road Turlock 95380,Destination Address,Farmer,37.44895195004,-120.960190203488,,2024-10-22,False,,,,1300.0,91.65,81,24
"2613 S Mitchell Rd, Turlock 2024 Dairy AR",2,49,50,John Brasil Dairy #1,2613 S. Mitchell Road Turlock CA 95380,37.468743760823,-120.940354513442,9730 Bradbury Road Turlock 95380,Destination Address,Farmer,37.44895195004,-120.960190203488,,2024-05-18,False,,,,1500.0,93.68,94,28
2720 Kenney Ave Winton 2024 Dairy AR,1,19,20,Antonio Cardoso Dairy,2720 Kenney Ave. Winton 95388,37.43463188756,-120.534844994794,5175 Shaw Ave. Winton 95388,Destination Address,Other,37.425366280333,-120.579112088577,2024-01-16,2024-05-23,False,,,,9392.0,9.5,586,176
2743 Baker Rd Modesto 2024 Dairy AR,1,67,68,Diamond O Dairy,2743 Baker Road Modesto CA 95358,37.599320024065,-121.094649425286,017-001-012,Destination Assessor Parcel Number,Other,35.290231,-120.671886,,2024-03-22,False,,10.0,46.0,460.0,-60.1,46,0
2743 Baker Rd Modesto 2024 Dairy AR,2,70,71,Diamond O Dairy,2743 Baker Road Modesto CA 95358,37.599320024065,-121.094649425286,017-002-007,Destination Assessor Parcel Number,Other,35.126821,-120.583359,,2024-03-22,False,,10.0,74.0,740.0,-60.1,74,0
"2800 White Rd, Turlock 2024 Dairy AR",1,41,42,Manuel & Maria Silva Dairy #2,2800 White Rd. Turlock 95380,37.441444656552,-120.878234804086,West Of Lander Ave. On Fowler Rd. Turlock 95380,Destination Address,Other,37.452856828136,-120.849042912639,2024-09-24,2024-09-25,False,,24.0,60.0,1440.0,15.2,0,60
"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",1,142,143,G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,37.464265938599,-120.931190494882,400 N Central Ave Turlock 95380 Stanislaus,Destination Address,Farmer,37.495688478228,-120.958056506216,,2024-01-11,False,,,,47.3,64.9,3,1
"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",2,144,145,G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,37.464265938599,-120.931190494882,400 N Central Ave Turlock 95382 Stanislaus,Destination Address,Farmer,37.495688478228,-120.958056506216,,2024-03-12,False,,,,721.6,64.9,45,14
"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",3,146,147,G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,37.464265938599,-120.931190494882,400 N Central Ave Turlock 95380 Stanislaus,Destination Address,Farmer,37.495688478228,-120.958056506216,,2024-04-01,False,,,,883.9,64.9,55,17
"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",4,148,149,G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,37.464265938599,-120.931190494882,400 N Central Ave Turlock 95380 Stanislaus,Destination Address,Farmer,37.495688478228,-120.958056506216,,2024-05-17,False,,,,99.8,64.9,6,2
"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",5,150,151,G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,37.464265938599,-120.931190494882,400 N Central Ave Turlock 95380 Stanislaus,Destination Address,Farmer,37.495688478228,-120.958056506216,,2024-06-28,False,,,,26.1,27.2,2,0
"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",6,152,153,G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,37.464265938599,-120.931190494882,400 N Central Ave Turlock 95380 Stanislaus,Destination Address,Farmer,37.495688478228,-120.958056506216,,2024-07-02,False,,,,460.2,27.2,29,9
"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",7,154,155,G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,37.464265938599,-120.931190494882,400 N Central Ave Turlock 95380 Stanislaus,Destination Address,Farmer,37.495688478228,-120.958056506216,,2024-08-01,False,,,,49.0,91.1,3,1
"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",8,156,157,G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,37.464265938599,-120.931190494882,400 N Central Ave Turlock 95380 Stanislaus,Destination Address,Farmer,37.495688478228,-120.958056506216,,2024-09-12,False,,,,169.9,91.1,11,3
"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",9,158,159,G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,37.464265938599,-120.931190494882,400 N Central Ave Turlock 95380 Stanislaus,Destination Address,Farmer,37.495688478228,-120.958056506216,,2024-10-05,False,,,,1469.8,91.1,92,28
"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",10,160,161,G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,37.464265938599,-120.931190494882,400 N Central Ave Turlock 95380 Stanislaus,Destination Address,Farmer,37.495688478228,-120.958056506216,,2024-11-01,False,,,,697.4,91.1,44,13
"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",11,162,163,G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,37.464265938599,-120.931190494882,400 N Central Ave Turlock 95380 Stanislaus,Destination Address,Farmer,37.495688478228,-120.958056506216,,2024-12-13,False,,,,21.5,91.1,1,0
3130 De Witt Rd Modesto 2024 Dairy AR,1,20,21,Art Silva Dairy #3,3130 Dewitt Rd Modesto Stanislaus 95357,37.683600270042,-120.907412795773,Stevinson 95374 2Nd Ave Merced,Destination Address,Broker,37.335220884386,-120.918111684198,,2024-09-30,False,,,,2236.0,95.1,140,42
"3137 E Tuolumne Rd, Ceres 2024 Dairy AR",1,26,27,T&L Family Dairy LLC,3137 E. Tuolumne Road Ceres CA 95307,37.514764600207,-120.936846854601,750 East Ave Gustine 95322,Destination Address,Broker,37.252812984983,-120.994122997389,,2024-10-16,False,,,,500.0,83.8,31,9
3250 Santa Fe Ave Modesto 2024 Dairy AR,1,29,29,Willem Postma Dairy #2,3250 Santa Fe Avenue Modesto CA 95357,37.685180007333,-120.91752329884,014-024-009,Destination Assessor Parcel Number,Other,38.740382,-121.290973,,2024-09-03,False,,,,340.0,-64.0,21,6
"3303 S. Washington Rd, Turlock 2024 Dairy AR",1,35,36,Couco Creek Dairy INC.,3303 Washington Rd. Turlock 95380,37.461797677661,-120.906752637078,191-180-002,Destination Assessor Parcel Number,Other,36.141079,-119.293008,,2024-02-01,False,,,,76.0,-37.2,5,1
"3303 S. Washington Rd, Turlock 2024 Dairy AR",2,37,38,Couco Creek Dairy INC.,3303 Washington Rd. Turlock 95380,37.461797677661,-120.906752637078,9605 Eucalyptus Ave. Winton 95388,Destination Address,Other,37.403669933511,-120.66024505564,,2024-01-16,False,,,,27.3,-37.2,2,1
"3303 S. Washington Rd, Turlock 2024 Dairy AR",3,39,40,Couco Creek Dairy INC.,3303 Washington Rd. Turlock 95380,37.461797677661,-120.906752637078,8442 Alderson Ave. Hughson 95326,Destination Address,Other,37.553634670355,-120.83767301442,,2024-01-30,False,,,,750.0,-37.2,47,14
"3303 S. Washington Rd, Turlock 2024 Dairy AR",4,41,42,Couco Creek Dairy INC.,3303 Washington Rd. Turlock 95380,37.461797677661,-120.906752637078,191-180-002,Destination Assessor Parcel Number,Other,36.141079,-119.293008,,2024-04-01,False,,,,2125.5,-37.2,133,40
"3303 S. Washington Rd, Turlock 2024 Dairy AR",5,43,44,Couco Creek Dairy INC.,3303 Washington Rd. Turlock 95380,37.461797677661,-120.906752637078,191-180-002,Destination Assessor Parcel Number,Other,36.141079,-119.293008,,2024-05-01,False,,,,2566.4,-37.2,160,48
"3303 S. Washington Rd, Turlock 2024 Dairy AR",6,45,46,Couco Creek Dairy INC.,3303 Washington Rd. Turlock 95380,37.461797677661,-120.906752637078,191-180-002,Destination Assessor Parcel Number,Other,36.141079,-119.293008,,2024-06-01,False,,,,1655.3,-37.2,103,31
"3303 S. Washington Rd, Turlock 2024 Dairy AR",7,47,48,Couco Creek Dairy INC.,3303 Washington Rd. Turlock 95380,37.461797677661,-120.906752637078,191-180-002,Destination Assessor Parcel Number,Other,36.141079,-119.293008,,2024-07-01,False,,,,986.0,-37.2,62,19
"3303 S. Washington Rd, Turlock 2024 Dairy AR",8,49,50,Couco Creek Dairy INC.,3303 Washington Rd. Turlock 95380,37.461797677661,-120.906752637078,191-180-002,Destination Assessor Parcel Number,Other,36.141079,-119.293008,,2024-08-01,False,,,,518.0,-37.2,32,10
"3303 S. Washington Rd, Turlock 2024 Dairy AR",9,51,52,Couco Creek Dairy INC.,3303 Washington Rd. Turlock 95380,37.461797677661,-120.906752637078,191-180-002,Destination Assessor Parcel Number,Other,36.141079,-119.293008,,2024-09-01,False,,,,1300.6,-37.2,81,24
"3303 S. Washington Rd, Turlock 2024 Dairy AR",10,53,54,Couco Creek Dairy INC.,3303 Washington Rd. Turlock 95380,37.461797677661,-120.906752637078,191-180-002,Destination Assessor Parcel Number,Other,36.141079,-119.293008,,2024-10-01,False,,,,2049.8,-37.2,128,38
"3303 S. Washington Rd, Turlock 2024 Dairy AR",11,55,56,Couco Creek Dairy INC.,3303 Washington Rd. Turlock 95380,37.461797677661,-120.906752637078,191-180-002,Destination Assessor Parcel Number,Other,36.141079,-119.293008,,2024-11-01,False,,,,685.8,-37.2,43,13
"3303 S. Washington Rd, Turlock 2024 Dairy AR",12,57,58,Couco Creek Dairy INC.,3303 Washington Rd. Turlock 95380,37.461797677661,-120.906752637078,191-180-002,Destination Assessor Parcel Number,Other,36.141079,-119.293008,,2024-12-01,False,,,,358.2,-37.2,22,7
"3303 S. Washington Rd, Turlock 2024 Dairy AR",13,59,60,Couco Creek Dairy INC.,3303 Washington Rd. Turlock 95380,37.461797677661,-120.906752637078,1148 Meikle Rd. Hickman 95323,Destination Address,Other,37.614927169688,-120.717756562269,,2024-12-16,False,,,,396.0,-37.2,25,7
3354 W Whitmore Ave Modesto 2024 Dairy AR,1,61,62,Joe Meirinho And Son Dairy,3354 W Whitmore Ave Modesto 95358,37.589328753571,-121.058915947126,3324 S. Carpenter Rd Modesto 95358,Destination Address,Other,37.586562725523,-121.029070755946,,2024-11-21,False,,,,360.0,,22,7
3355 Virginia Rd Wheatland 2024 Dairy AR,1,126,127,Tollcrest Dairy,3355 Virginia Rd. Wheatland 95692,39.05488864009,-121.477964670154,,,Broker,,,2024-01-01,2024-01-31,False,,,,15200.0,15200.0,949,285
3449 Paradise Rd Modesto 2024 Dairy AR,1,52,53,Furtado Farms,3449 Paradise Road Modesto CA 95358,37.609516525459,-121.057328666121,"017-054-026,017-054-045",Destination Assessor Parcel Number,Other,37.607159,-121.077789,,2024-05-28,False,,10.0,100.0,1000.0,-26.9,100,0
3493 BVD Ave Merced 2024 Dairy AR,1,34,35,Dutch Door Dairy,3493 Bvd Rd Merced Merced 95341,37.223219,-120.429418,24341 Avenue 14 Madera 93637 Madera,Destination Address,Farmer,36.953930997734,-120.105229038794,,2024-08-22,False,,,,946.18,97.6,59,18
3493 BVD Ave Merced 2024 Dairy AR,2,36,37,Dutch Door Dairy,3493 Bvd Rd Merced Merced 95341,37.223219,-120.429418,,,Farmer,,,,2024-10-17,False,,,,1650.0,57.5,103,31
3493 BVD Ave Merced 2024 Dairy AR,3,38,39,Dutch Door Dairy,3493 Bvd Rd Merced Merced 95341,37.223219,-120.429418,24662 Road 9 Chowchilla 93610 Madera,Destination Address,Farmer,37.110328803356,-120.384573396474,,2024-11-01,False,,,,1308.96,97.6,82,25
3510 W Sandy Mush Rd Merced 2024 Dairy AR,1,131,132,3 Machados Dairy,3260 W Sandy Mush Rd Merced Merced 95340,37.186265199998,-120.550333662215,3511 W Sandy Mush Rd Merced 95341 Merced,Destination Address,Farmer,37.182122150987,-120.555818863472,,2024-11-20,False,,,,588.0,95.7,37,11
3510 W Sandy Mush Rd Merced 2024 Dairy AR,2,133,134,3 Machados Dairy,3260 W Sandy Mush Rd Merced Merced 95340,37.186265199998,-120.550333662215,1319 S Quinley Rd Merced 95341 Merced,Destination Address,Farmer,37.268808925184,-120.597465606685,,2024-11-22,False,,,,612.0,95.2,38,11
3636 E Monte Vista Rd Ceres 2024 Dairy AR,1,41,42,Double D Dairy #2,3636 E. Monte Vista Ave. Ceres 95307,37.52141974751,-120.927587869078,23234 Second Ave. Stevinson 95374,Destination Address,Other,37.335594043758,-120.910021746955,,2024-05-06,False,,10.0,464.0,4640.0,-82.2,464,0
